Barcode	Peptide	LFC	totalMeanLFC
710341503	ACM1_421_433	-0.3979639859199029	-0.3979639859199029
710341503	ACM1_444_456	-0.14737068527341535	-0.14737068527341535
710341503	ACM4_456_468	0.028886961437154746	0.028886961437154746
710341503	ACM5_494_506	-0.03193416303113583	-0.03193416303113583
710341503	ACM5_498_510	-0.15978539915493162	-0.15978539915493162
710341503	ADDB_696_708	0.9274313740493545	0.9274313740493545
710341503	ADDB_706_718	0.4915619914388376	0.4915619914388376
710341503	ADRB2_338_350	0.31898081083702623	0.31898081083702623
710341503	AKT1_301_313	0.770037415771855	0.770037415771855
710341503	ANDR_785_797	0.5387980020425296	0.5387980020425296
710341503	BAD_112_124	-0.08377941659805543	-0.08377941659805543
710341503	BAD_69_81	-0.558245162345377	-0.558245162345377
710341503	BAD_93_105	-0.38219070523852494	-0.38219070523852494
710341503	BCKD_45_57	1.4915589389138555	1.4915589389138555
710341503	CA2D1_494_506	-0.12333051097603942	-0.12333051097603942
710341503	CAC1C_1974_1986	2	2
710341503	CD27_212_224	0.05396848333993187	0.05396848333993187
710341503	CDC2_154_169	0.506959988719883	0.506959988719883
710341503	CDN1A_139_151	2.7634026161882232	2.7634026161882232
710341503	CENPA_1_14	0.8086782932320871	0.8086782932320871
710341503	CFTR_761_773	3.880688223402867	3.880688223402867
710341503	CGHB_109_121	1.6670635809360497	1.6670635809360497
710341503	CREB1_126_138	1.8086505620556763	1.8086505620556763
710341503	CSF1R_701_713	2.8185821774808586	2.8185821774808586
710341503	DCX_49_61	0.7025587320459947	0.7025587320459947
710341503	E1A_ADE05_212_224	0.9719856238304039	0.9719856238304039
710341503	EPB42_241_253	0.850955523415255	0.850955523415255
710341503	ERBB2_679_691	0.36283759190928144	0.36283759190928144
710341503	ESR1_160_172	5.714322275136858	5.714322275136858
710341503	F263_454_466	5.262194827700922	5.262194827700922
710341503	FIBA_569_581	-0.10991769207803515	-0.10991769207803515
710341503	FOXO3_25_37	-0.2995862293781011	-0.2995862293781011
710341503	GBRB2_427_439	4.140003292354639	4.140003292354639
710341503	GPR6_349_361	1.732192541362819	1.732192541362819
710341503	GPSM2_394_406	3.0374350136918316	3.0374350136918316
710341503	GRIK2_708_720	3.6517870162299686	3.6517870162299686
710341503	GSUB_61_73	-0.03616754633641772	-0.03616754633641772
710341503	GYS2_1_13	-0.44016619459809814	-0.44016619459809814
710341503	H2B1B_ 27_40	2.5723801882299258	2.5723801882299258
710341503	H32_3_18	1.1477793605623559	1.1477793605623559
710341503	IF4E_203_215	-0.1420773273934426	-0.1420773273934426
710341503	KAP2_92_104	2.1774946088149116	2.1774946088149116
710341503	KAP3_107_119	4.808533498253277	4.808533498253277
710341503	KAPCG_192_206	0.09548030885422865	0.09548030885422865
710341503	KCC2G_278_289	0.04268639910154981	0.04268639910154981
710341503	KCNA3_461_473	2.7972039915894378	2.7972039915894378
710341503	KCNA6_504_516	3.3313961849216054	3.3313961849216054
710341503	KCNB1_489_501	0.3986813282936219	0.3986813282936219
710341503	KIF2C_105_118_S106G	4.088878369159783	4.088878369159783
710341503	KPCB_626_639	0.790236388491738	0.790236388491738
710341503	KS6A1_374_386	-0.21382226995602593	-0.21382226995602593
710341503	LIPS_944_956	3.4808052694298643	3.4808052694298643
710341503	MARCS_152_164	0.11952459110629299	0.11952459110629299
710341503	MARCS_160_172	-0.30288233919681495	-0.30288233919681495
710341503	MBP_222_234	-0.48938484073892496	-0.48938484073892496
710341503	MP2K1_287_299	-0.437037288160405	-0.437037288160405
710341503	MPIP1_172_184	-0.07959865452765325	-0.07959865452765325
710341503	MYPC3_268_280	1.5669660714273106	1.5669660714273106
710341503	NCF1_296_308	2.252262458112652	2.252262458112652
710341503	NCF1_321_333	0.9918721191165996	0.9918721191165996
710341503	NEK2_172_184	-0.5405683813627027	-0.5405683813627027
710341503	NEK3_158_170	0.29057686579071973	0.29057686579071973
710341503	NMDZ1_890_902	2.9077340303246713	2.9077340303246713
710341503	NOS3_1171_1183	1.3046734346332647	1.3046734346332647
710341503	NR4A1_344_356	-0.2669033943775565	-0.2669033943775565
710341503	NTRK3_824_836	-0.8631833103696258	-0.8631833103696258
710341503	P53_12_24	0.27139182263537975	0.27139182263537975
710341503	P53_308_323	0.36381217592367054	0.36381217592367054
710341503	PLEK_106_118	0.9745478953265705	0.9745478953265705
710341503	PLM_76_88	0.14809863898913367	0.14809863898913367
710341503	PPR1A_28_40	-0.29580349264203676	-0.29580349264203676
710341503	PRKDC_2618_2630	0.02556990659671765	0.02556990659671765
710341503	PTK6_436_448	1.8620264664590076	1.8620264664590076
710341503	PTN12_32_44	3.9732330904372146	3.9732330904372146
710341503	PYGL_8_20	-0.7776075786635523	-0.7776075786635523
710341503	RAF1_253_265	1.3594235240678452	1.3594235240678452
710341503	RAP1B_172_184	0.45399939153916335	0.45399939153916335
710341503	RB_242_254	-0.3491328971092784	-0.3491328971092784
710341503	RB_350_362	-0.7180616364413233	-0.7180616364413233
710341503	RB_774_786	-0.6466015665135423	-0.6466015665135423
710341503	RB_803_815	0.21510680318210884	0.21510680318210884
710341503	RBL2_655_667	1.3788131584290126	1.3788131584290126
710341503	REL_260_272	4.159066485967619	4.159066485967619
710341503	RS6_228_240	4.164924320383946	4.164924320383946
710341503	RYR1_4317_4329	3.83758712347702	3.83758712347702
710341503	SCN7A_898_910	0.945552215977624	0.945552215977624
710341503	STK6_283_295	1.1405503993087986	1.1405503993087986
710341503	TAU_524_536	0.3219280948873626	0.3219280948873626
710341503	TOP2A_1463_1475	4.788574725000932	4.788574725000932
710341503	VASP_232_244	-0.1679446373140716	-0.1679446373140716
710341503	VASP_271_283	2.717699734640476	2.717699734640476
710341503	VTNC_390_402	1.4177755814081623	1.4177755814081623
