Kinase	Observed	SamplingAvg	SD	Z
P38	17	11.741	2.393487704521552	2.197212039178305
NDR	3	1.127	0.9248235774052597	2.025251135200295
NMO	5	2.519	1.3086234170393758	1.8958853767212909
PDK	1	0.2245	0.41735697361097357	1.8581215818448462
BRSK	1	0.225	0.41768676195871685	1.8554574159010555
NIK	1	0.229	0.4202943297997618	1.8344287451304013
CAMK1	8	4.771	1.77992782761992	1.8141184995785742
CAMKK	1	0.2365	0.425038914735486	1.7963061111125511
JNK	15	10.897	2.4255582174693657	1.6915693758448491
MARK	3	1.362	0.9789970467824733	1.6731409000500823
PKA	10	13.642	2.508581768897642	-1.4518163390784828
CDK	26	22.744	2.301328324257105	1.4148350609863867
STKR	3	1.5825	1.090315616723908	1.3000822681593693
ATM	2	0.9225	0.8299627516247595	1.298251033423674
GRK	1	2.757	1.4053250404211182	-1.250244569379835
PKG	8	10.8585	2.328559392504776	-1.2275830323250543
MLCK	0	1.136	0.9364520656369004	-1.2130893205167772
VRK1	0	1.0845	0.900980373158266	-1.20368881754708
RIPK	11	8.5915	2.149869465655922	1.1203005756747981
DYRK	15	12.3035	2.409417023928734	1.1191503891688936
MSN	0	0.909	0.8276844391224125	-1.0982446413560774
ERK	16	13.405	2.4570294049417427	1.0561534163086377
PRKDC	4	2.7045	1.3946871786042494	0.9288821320466198
PKCA	29	27.4625	1.7610066218390779	0.8730801922790835
AKT	11	9.032	2.299047369978423	0.8560067207394992
NUAK	0	0.468	0.5908896473011216	-0.7920260612748625
HAL	0	0.4525	0.5778500716904658	-0.7830750953724699
PKN	0	0.457	0.588493128321003	-0.7765596198274078
TLK	0	0.458	0.5919554084581046	-0.7737069270014362
PAKB	0	0.457	0.5960945095638494	-0.7666569523251907
NAK	0	0.447	0.5842616544326867	-0.7650681789720281
TTK	0	0.4525	0.5923843428086215	-0.7638621876037442
QIK	18	16.155	2.4472371124887697	0.7539114173222418
IKK	15	13.238	2.4898706247240905	0.7076672910245096
MLK	3	4.1725	1.6682731543901406	-0.7028225545166332
MST	7	5.653	1.9272903839619124	0.6989086912948662
PAKA	6	7.4515	2.1405463600117796	-0.6780979039351488
STE7	13	11.5145	2.3961762414918786	0.6199460516623417
BUD32	0	0.2325	0.42253167515377366	-0.5502546049722434
WNK	0	0.2315	0.4218966086308198	-0.5487126354281123
SLK	0	0.2275	0.41932286585984846	-0.5425413649539399
ULK	0	0.227	0.41899735009865496	-0.5417695361236814
KHS	0	0.2265	0.41867098382422946	-0.5409976061180573
MOS	0	0.2195	0.41401141617878506	-0.5301786168746901
PASK	0	0.2185	0.4133317935820966	-0.5286310015167057
PKD	11	9.766	2.3383707980118333	0.5277178457108646
TAO	0	0.2135	0.4098801664821533	-0.5208839496489666
CLK	0	0.209	0.40669607921693224	-0.5138972581255673
MAPKAPK	10	11.1625	2.3585748212837765	-0.4928823921588584
BARK2	1	0.6815	0.7080313582053418	0.4498388331377115
NEK	4	4.7535	1.7644530022640441	-0.4270445282663535
PEK	21	21.9855	2.3415873388863413	-0.4208683501289779
PKCH	3	3.623	1.560797566797905	-0.39915490211721183
PDHK	13	13.9805	2.464986374995703	-0.39777096131077333
PKCI	2	2.5095	1.3397041291183618	-0.3803078522533882
LKB	3	2.4805	1.3680480721684753	0.3797381178108362
PIM	17	16.104	2.437858810060356	0.36753564082647505
AUR	2	2.46	1.3432431466698564	-0.34245475299123873
FRAY	4	4.5495	1.7626977340573242	-0.3117380758952799
CK1	10	9.2895	2.280414412984507	0.3115661767240491
PDK1	15	14.2655	2.4258920474977974	0.30277522066886925
DAPK	6	5.4765	1.8593483638546824	0.2815502517853693
DMPK	24	23.4265	2.2329556187702653	0.25683448214516574
RAD53	8	7.5025	2.135714022802116	0.23294317248863958
AMPK	5	5.4335	1.932212325867972	-0.22435422556642023
PLK	11	10.4775	2.3367121906497097	0.22360477344654187
STE11	2	2.275	1.2736506950677344	-0.21591477244502666
RAF	5	5.4015	1.8823042486915662	-0.21330239268125356
CK2	2	1.7975	1.1314299876300142	0.17897704870291883
MTOR	6	5.71	1.9384991332071115	0.14960027323830435
GSK	5	4.7675	1.7189884265478061	0.1352539647209393
MELK	6	6.263	1.979593492411409	-0.13285555898632037
COT	1	1.1125	0.9144735539863743	-0.12302160025250583
CAMK2	4	3.8515	1.5920788634843994	0.09327427391064977
PKCD	3	2.874	1.434626458886866	0.08782774025913612
SGK	6	5.831	1.950215544583513	0.08665708796618743
IRAK	3	3.1115	1.504725838790895	-0.07409987728368808
ATR	3	2.9285	1.4454869304954356	0.04946430056997715
CHK1	3	2.935	1.4197826916277445	0.04578165403994263
PHK	22	22.099	2.3327923096538172	-0.04243841150809163
RSK	19	18.906	2.4605265890755526	0.03820320431299141
