Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-43.29945938830633,11,PTM-SEA,0.8571428571428571,4,AGC,SGK,NA,SGK1
CHEK1,39.36678670416379,16,PTM-SEA,0.7714285714285715,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-69.13238074785994,4,PTM-SEA,0.9571428571428572,4,OTHER,AUR,NA,AURKA
RPS6KA5,34.74419945887739,20,PTM-SEA,0.7142857142857143,3,AGC,RSK,MSK,RPS6KA5
CHEK2,43.938048648720425,9,PTM-SEA,0.8857142857142857,4,CAMK,RAD53,NA,CHEK2
RAF1,-12.795252677004676,33,PTM-SEA,0.5285714285714286,3,TKL,RAF,RAF,RAF1
PRKCG,0,50,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-10.960382503700512,36,PTM-SEA,0.4857142857142857,2,AGC,PKC,ALPHA,PRKCB
CDK1,18.34715342620779,28,PTM-SEA,0.6,3,CMGC,CDK,CDC2,CDK1
ARAF,-5.30860219705283,41,PTM-SEA,0.32857142857142857,2,TKL,RAF,RAF,ARAF
PIM1,8.32559122569888,38,PTM-SEA,0.38571428571428573,2,CAMK,PIM,NA,PIM1
CDK4,-45.56076724512077,8,PTM-SEA,0.9,4,CMGC,CDK,CDK4,CDK4
BRAF,-5.30860219705283,41,PTM-SEA,0.32857142857142857,2,TKL,RAF,RAF,BRAF
PRKCA,-18.701147302182253,26,PTM-SEA,0.6285714285714286,3,AGC,PKC,ALPHA,PRKCA
PRKACA,-15.55115863823416,30,PTM-SEA,0.5714285714285714,3,AGC,PKA,NA,PRKACA
PRKACG,8.32559122569888,38,PTM-SEA,0.38571428571428573,2,AGC,PKA,NA,PRKACG
PRKACB,8.32559122569888,38,PTM-SEA,0.38571428571428573,2,AGC,PKA,NA,PRKACB
RPS6KB1,45.820885372532686,7,PTM-SEA,0.9142857142857143,4,AGC,RSK,P70,RPS6KB1
CDK2,13.879410490149645,31,PTM-SEA,0.5571428571428572,3,CMGC,CDK,CDC2,CDK2
MAPK3,2.463345950513605,44,PTM-SEA,0.2857142857142857,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,-3.3153338625183775,43,PTM-SEA,0.3,2,CMGC,MAPK,ERK1,MAPK1
AKT1,-28.007760483002635,22,PTM-SEA,0.6857142857142857,3,AGC,AKT,NA,AKT1
AKT2,-43.38562856560599,10,PTM-SEA,0.8714285714285714,4,AGC,AKT,NA,AKT2
MAP3K8,-38.38407743937942,19,PTM-SEA,0.7285714285714285,3,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,8.32559122569888,38,PTM-SEA,0.38571428571428573,2,AGC,PKC,IOTA,PRKCI
MAPK8,42.71445564448583,12,PTM-SEA,0.8428571428571429,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,50,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,50,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,50,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,-3.5205397422671094,42,PTM-SEA,0.3142857142857143,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,0,50,PTM-SEA,0,1,CMGC,GSK,NA,GSK3B
CDK7,79.34864864864865,2,PTM-SEA,0.9857142857142858,4,CMGC,CDK,CDK7,CDK7
CDK9,-40.93783783783783,14,PTM-SEA,0.8,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,38.81142415351734,18,PTM-SEA,0.7428571428571429,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,50,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,60.776906703359295,5,PTM-SEA,0.9428571428571428,4,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-79.65450633941018,1,PTM-SEA,1,4,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-31.873533101286277,21,PTM-SEA,0.7,3,CMGC,CK2,NA,CSNK2A1
PRKDC,38.88058198472544,17,PTM-SEA,0.7571428571428571,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,-0.3189073014327919,49,PTM-SEA,0.21428571428571427,1,ATYPICAL,PIKK,ATM,ATM
AURKB,27.19720426022941,23,PTM-SEA,0.6714285714285714,3,OTHER,AUR,NA,AURKB
CDK3,0,50,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-40.93783783783783,14,PTM-SEA,0.8,4,CMGC,CDK,CDK4,CDK6
CDK5,-18.650354458823024,27,PTM-SEA,0.6142857142857143,3,CMGC,CDK,CDK5,CDK5
PRKCE,-6.249158892144351,39,PTM-SEA,0.37142857142857144,2,AGC,PKC,ETA,PRKCE
PRKCQ,-8.901216897363387,37,PTM-SEA,0.4714285714285714,2,AGC,PKC,DELTA,PRKCQ
PRKCZ,-39.624244868438964,15,PTM-SEA,0.7857142857142857,4,AGC,PKC,IOTA,PRKCZ
PRKCD,-12.896835867119632,32,PTM-SEA,0.5428571428571428,3,AGC,PKC,DELTA,PRKCD
PRKAA1,11.19692347979816,35,PTM-SEA,0.5,3,CAMK,CAMKL,AMPK,PRKAA1
PAK1,0.8527434006803833,47,PTM-SEA,0.24285714285714285,1,STE,STE20,PAKA,PAK1
PAK2,69.24054054054055,3,PTM-SEA,0.9714285714285714,4,STE,STE20,PAKA,PAK2
PRKG2,21.963426358100108,24,PTM-SEA,0.6571428571428571,3,AGC,PKG,NA,PRKG2
ROCK1,0,50,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,48.131050142512855,6,PTM-SEA,0.9285714285714286,4,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,50,PTM-SEA,0,1,CAMK,CAMK2,NA,CAMK2G
DYRK1A,0.6959142212914093,48,PTM-SEA,0.22857142857142856,1,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,-1.5714879102332358,46,PTM-SEA,0.2571428571428571,2,AGC,PKG,NA,PRKG1
PRKD1,-17.18830253704141,29,PTM-SEA,0.5857142857142857,3,CAMK,PKD,NA,PRKD1
