Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-29.94847820957947,33,PTM-SEA,0.5070422535211268,3,AGC,SGK,NA,SGK1
CHEK1,68.91241236646502,10,PTM-SEA,0.8732394366197183,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-41.528771725834126,27,PTM-SEA,0.5915492957746479,3,OTHER,AUR,NA,AURKA
DAPK3,0,54,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,33.126291204942405,30,PTM-SEA,0.5492957746478874,3,AGC,RSK,MSK,RPS6KA5
CHEK2,81.75449120718092,5,PTM-SEA,0.9436619718309859,4,CAMK,RAD53,NA,CHEK2
RAF1,61.996245326471666,14,PTM-SEA,0.7887323943661971,4,TKL,RAF,RAF,RAF1
PRKCG,0,54,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-46.56456392964344,25,PTM-SEA,0.6197183098591549,3,AGC,PKC,ALPHA,PRKCB
CDK1,78.44891461283801,6,PTM-SEA,0.9295774647887324,4,CMGC,CDK,CDC2,CDK1
ARAF,48.20301396857603,22,PTM-SEA,0.6619718309859155,3,TKL,RAF,RAF,ARAF
PIM1,47.84103532380579,23,PTM-SEA,0.647887323943662,3,CAMK,PIM,NA,PIM1
CDK4,-0.8249562218908908,53,PTM-SEA,0.2112676056338028,1,CMGC,CDK,CDK4,CDK4
BRAF,48.20301396857603,22,PTM-SEA,0.6619718309859155,3,TKL,RAF,RAF,BRAF
PRKCA,-56.91371846372518,16,PTM-SEA,0.7605633802816901,4,AGC,PKC,ALPHA,PRKCA
PRKACA,-18.051325682594623,44,PTM-SEA,0.352112676056338,2,AGC,PKA,NA,PRKACA
PRKACG,20.612103553917166,40,PTM-SEA,0.4084507042253521,2,AGC,PKA,NA,PRKACG
PRKACB,67.95084766925456,11,PTM-SEA,0.8309859154929577,4,AGC,PKA,NA,PRKACB
RPS6KB1,39.05361756280844,28,PTM-SEA,0.5774647887323944,3,AGC,RSK,P70,RPS6KB1
CDK2,64.70307897719046,13,PTM-SEA,0.8028169014084507,4,CMGC,CDK,CDC2,CDK2
MAPK3,51.795656855619406,20,PTM-SEA,0.704225352112676,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,20.542749396492738,41,PTM-SEA,0.39436619718309857,2,CMGC,MAPK,ERK1,MAPK1
AKT1,-5.439788190935168,49,PTM-SEA,0.28169014084507044,2,AGC,AKT,NA,AKT1
AKT2,-24.46031667700163,37,PTM-SEA,0.4507042253521127,2,AGC,AKT,NA,AKT2
MAP3K8,16.77532054235402,45,PTM-SEA,0.3380281690140845,2,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,67.95084766925456,11,PTM-SEA,0.8309859154929577,4,AGC,PKC,IOTA,PRKCI
MAPK8,84.55916374672461,4,PTM-SEA,0.9577464788732394,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,54,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,54,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,54,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,47.51466053427202,24,PTM-SEA,0.6338028169014085,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-52.109245697673344,19,PTM-SEA,0.7183098591549296,3,CMGC,GSK,NA,GSK3B
CDK7,96.95049504950495,1,PTM-SEA,1,4,CMGC,CDK,CDK7,CDK7
CDK9,-3.0297029702970306,52,PTM-SEA,0.22535211267605634,1,CMGC,CDK,CDK9,CDK9
RPS6KA3,36.73194054158761,29,PTM-SEA,0.5633802816901409,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,54,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,49.08246923719654,21,PTM-SEA,0.6901408450704225,3,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-43.37658836704777,26,PTM-SEA,0.6056338028169014,3,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-29.652850552957236,35,PTM-SEA,0.4788732394366197,2,CMGC,CK2,NA,CSNK2A1
PRKDC,75.0833524851871,8,PTM-SEA,0.9014084507042254,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,4.075968819725517,51,PTM-SEA,0.2535211267605634,2,ATYPICAL,PIKK,ATM,ATM
AURKB,-30.673223684423156,32,PTM-SEA,0.5211267605633803,3,OTHER,AUR,NA,AURKB
CDK3,0,54,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-3.0297029702970306,52,PTM-SEA,0.22535211267605634,1,CMGC,CDK,CDK4,CDK6
CDK5,66.69564078036906,12,PTM-SEA,0.8169014084507042,4,CMGC,CDK,CDK5,CDK5
PRKCE,26.450165250997074,36,PTM-SEA,0.4647887323943662,2,AGC,PKC,ETA,PRKCE
PRKCQ,76.92055515703616,7,PTM-SEA,0.9154929577464789,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,-32.824725662535386,31,PTM-SEA,0.5352112676056338,3,AGC,PKC,IOTA,PRKCZ
PRKCD,-29.785844361595892,34,PTM-SEA,0.49295774647887325,2,AGC,PKC,DELTA,PRKCD
PRKAA1,12.88725197899432,46,PTM-SEA,0.323943661971831,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,55.53559870209417,18,PTM-SEA,0.7323943661971831,3,STE,STE20,PAKA,PAK1
PAK2,8.07920792079208,47,PTM-SEA,0.30985915492957744,2,STE,STE20,PAKA,PAK2
PRKG2,91.48355975096078,2,PTM-SEA,0.9859154929577465,4,AGC,PKG,NA,PRKG2
ROCK1,0,54,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,87.93728865769728,3,PTM-SEA,0.971830985915493,4,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,54,PTM-SEA,0,1,CAMK,CAMK2,NA,CAMK2G
DYRK1A,5.112747807726845,50,PTM-SEA,0.2676056338028169,2,CMGC,DYRK,DYRK1,DYRK1A
