Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-9.434974167366452,43,PTM-SEA,0.352112676056338,2,AGC,SGK,NA,SGK1
CHEK1,10.580898256541703,41,PTM-SEA,0.38028169014084506,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,49.00837622497375,15,PTM-SEA,0.7605633802816901,4,OTHER,AUR,NA,AURKA
DAPK3,0,54,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,-31.90254744216576,30,PTM-SEA,0.5352112676056338,3,AGC,RSK,MSK,RPS6KA5
CHEK2,-9.360343583764065,44,PTM-SEA,0.3380281690140845,2,CAMK,RAD53,NA,CHEK2
RAF1,-62.244594717472694,9,PTM-SEA,0.8873239436619719,4,TKL,RAF,RAF,RAF1
PRKCG,0,54,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-8.572654710124969,45,PTM-SEA,0.323943661971831,2,AGC,PKC,ALPHA,PRKCB
CDK1,-33.58830857787001,29,PTM-SEA,0.5492957746478874,3,CMGC,CDK,CDC2,CDK1
ARAF,-62.01027264824242,10,PTM-SEA,0.8591549295774648,4,TKL,RAF,RAF,ARAF
PIM1,-29.99513346615567,31,PTM-SEA,0.5211267605633803,3,CAMK,PIM,NA,PIM1
CDK4,-39.75703765580844,24,PTM-SEA,0.6197183098591549,3,CMGC,CDK,CDK4,CDK4
BRAF,-62.01027264824242,10,PTM-SEA,0.8591549295774648,4,TKL,RAF,RAF,BRAF
PRKCA,38.575804643866626,26,PTM-SEA,0.5915492957746479,3,AGC,PKC,ALPHA,PRKCA
PRKACA,16.16921016370152,36,PTM-SEA,0.4507042253521127,2,AGC,PKA,NA,PRKACA
PRKACG,-43.617781587659756,19,PTM-SEA,0.704225352112676,3,AGC,PKA,NA,PRKACG
PRKACB,-54.98118076441146,12,PTM-SEA,0.8028169014084507,4,AGC,PKA,NA,PRKACB
RPS6KB1,37.797720675558274,27,PTM-SEA,0.5774647887323944,3,AGC,RSK,P70,RPS6KB1
CDK2,-43.5588134213765,20,PTM-SEA,0.6901408450704225,3,CMGC,CDK,CDC2,CDK2
MAPK3,-43.21970986633305,21,PTM-SEA,0.676056338028169,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,-75.0432773337813,3,PTM-SEA,0.971830985915493,4,CMGC,MAPK,ERK1,MAPK1
AKT1,-11.60213293771875,40,PTM-SEA,0.39436619718309857,2,AGC,AKT,NA,AKT1
AKT2,-16.238857350750656,35,PTM-SEA,0.4647887323943662,2,AGC,AKT,NA,AKT2
MAP3K8,-75.8995652014126,2,PTM-SEA,0.9859154929577465,4,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,-54.98118076441146,12,PTM-SEA,0.8028169014084507,4,AGC,PKC,IOTA,PRKCI
MAPK8,-4.360855826146677,50,PTM-SEA,0.2535211267605634,2,CMGC,MAPK,JNK,MAPK8
MAPK9,0,54,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,54,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,54,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
