Kinase	Observed	SamplingAvg	SD	Z
DYRK	8	14.97	2.6209797342565797	-2.6593109091616025
PLK	6	12.715	2.5643835578001504	-2.6185630381129275
P38	8	14.3845	2.603084280980342	-2.4526674171285556
STE7	8	14.1395	2.5966152883085587	-2.3644241900767997
CK1	6	11.3485	2.4320783812670004	-2.1991478733566465
AUR	6	3.074	1.4193418424159898	2.0615188762556254
CAMK1	2	5.7325	1.8389221210490785	-2.029721627292548
FRAY	9	5.3955	1.8332376087308029	1.9661935707807603
DMPK	33	28.4075	2.4385276210203646	1.8833085835945298
IRAK	1	3.846	1.597360253634084	-1.781689505247918
JNK	9	13.3185	2.479542662651311	-1.7416518235594056
ERK	12	16.3285	2.6364869204380326	-1.6417680537102193
MARK	0	1.689	1.0549101467465627	-1.601084229978285
AKT	15	11.0865	2.4460190626050555	1.599946647934972
WNK	1	0.284	0.45104957916112803	1.5874086421533362
TAO	1	0.291	0.4543371117414389	1.5605152686789288
GSK	3	5.818	1.8632261821644067	-1.5124304429462692
NMO	1	3.06	1.4192981376729137	-1.4514216184187936
MST	4	6.9475	2.0363735312018005	-1.4474260025666719
PDHK	21	17.2215	2.7722338267532733	1.3629802665041517
PKCI	5	3.079	1.4638409801640353	1.3123010122211063
STE11	1	2.755	1.3590064198614413	-1.2913846280276824
ATM	0	1.136	0.8865082901328318	-1.2814318970776741
PAKA	12	9.1055	2.2700101812792726	1.2751044131303388
RIPK	8	10.4865	2.3857207677745724	-1.0422426771761035
CHK1	2	3.5755	1.5438560476119119	-1.020496698793282
ATR	2	3.5645	1.5543641059568198	-1.0065209264704043
MSN	2	1.128	0.8774970088269533	0.9937355811226051
CAMK2	3	4.667	1.7443142825070483	-0.9556764034541257
NEK	4	5.834	1.9399292932556629	-0.9453952813517813
HAL	0	0.571	0.6380929252786347	-0.8948539897236167
PEK	29	26.7885	2.4971755430578813	0.8856005362330033
TLK	0	0.5665	0.6455897637598785	-0.877492227727924
NAK	0	0.5435	0.6215310937115095	-0.8744534352327537
PKA	19	16.6625	2.6835041172268745	0.87106257262447
DAPK	5	6.667	1.9271657904788566	-0.8650008256870253
NUAK	0	0.539	0.6250394684886582	-0.8623455432395316
TTK	0	0.5445	0.6349971343875027	-0.8574841845943237
RAF	5	6.5995	1.991502646595203	-0.803162377280595
PKCA	35	33.5045	1.8758302480661142	0.7972469798596032
STKR	1	1.902	1.1340366041313459	-0.7953887879050585
PKN	1	0.522	0.611312400844047	0.7819242654656099
IKK	14	16.021	2.624119281016109	-0.7701631608824699
PAKB	1	0.556	0.6332965594933649	0.7010933398330766
LKB	2	2.9845	1.4075689593009622	-0.6994328721833495
CDK	26	27.648	2.44889659791377	-0.6729561392685754
PASK	0	0.3085	0.4619896830380705	-0.6677638296407107
KHS	0	0.29	0.45387553525250773	-0.6389416865984245
NIK	0	0.288	0.4529443445829132	-0.6358397084418844
CAMKK	0	0.2875	0.45270986637310634	-0.6350645774595365
CLK	0	0.287	0.45247471386072136	-0.6342895883643632
MOS	0	0.278	0.4481254380238886	-0.6203620156577241
PDK	0	0.277	0.4476284012356638	-0.6188168562033831
PIM	18	19.591	2.607895619034606	-0.6100704293483032
ULK	0	0.269	0.44355086369473135	-0.6064693409888975
BRSK	0	0.267	0.4425029993708812	-0.6033857406155468
BUD32	0	0.265	0.44144358214624557	-0.6003032113675816
SLK	0	0.2635	0.44064138754344	-0.5979919441271804
MLK	6	4.955	1.7909714652653452	0.5834822163652817
MTOR	8	6.934	2.043950309188855	0.5215390977009826
MLCK	1	1.4075	1.003965997363422	-0.40589024037682675
COT	1	1.3975	0.9823320406660161	-0.404649327869319
NDR	1	1.39	0.97333123182369	-0.4006857966216426
VRK1	1	1.3765	0.9875400587742463	-0.3812503570410289
RSK	22	22.958	2.5906740041730356	-0.3697879387591261
AMPK	6	6.566	2.0341368824216857	-0.27825069438108024
PKCH	4	4.4365	1.6728320099360645	-0.2609347486222975
PRKDC	3	3.3765	1.4858841394395188	-0.2533844934518362
QIK	19	19.671	2.654483403803937	-0.25277988140307855
GRK	3	3.3645	1.5015882037252368	-0.2427429831266155
BARK2	1	0.815	0.7752906150398601	0.23862019791183547
PDK1	18	17.4065	2.586813397169554	0.2294328615467185
PKCD	4	3.658	1.5096938722118127	0.22653599269032262
MAPKAPK	14	13.5095	2.49098620151298	0.19690996268950828
CK2	2	2.1935	1.2230313376305666	-0.15821344396201328
PKG	13	13.327	2.4841812692090617	-0.13163290620257895
SGK	7	7.2385	2.085135881860679	-0.1143810348643436
MELK	8	7.804	2.2025007388766924	0.08898975448242646
RAD53	9	9.1945	2.205697690335322	-0.08818071526856916
PHK	27	26.861	2.3812841613567595	0.0583718660106498
PKD	12	11.87	2.421369760230329	0.053688619613236906
