Kinase	Observed	SamplingAvg	SD	Z
JNK	17	26.3395	2.834476473431949	-3.294964727187116
P38	19	28.3035	2.876199577916317	-3.23465035995172
NMO	1	5.9905	1.579131589921861	-3.1602812785519294
STE7	19	27.96	2.8957888038319024	-3.0941482984337556
CK1	14	22.3815	2.7295939426123024	-3.0706032385090416
PLK	17	25.1765	2.734060221108219	-2.9906071332568356
STKR	0	3.8145	1.289543023945034	-2.9580246096252703
ERK	24	32.136	2.9425895766668435	-2.764911581456727
PKA	40	32.789	2.8741275727866236	2.508935256832925
IKK	25	31.6975	2.912771166421071	-2.299356735335044
PKCD	11	7.118	1.7351026743813527	2.2373315754262895
MAPKAPK	33	26.799	2.790787209126363	2.2219537124584936
GRK	3	6.5695	1.6246505762001173	-2.197087824477726
CDK	49	54.7195	2.766160800240361	-2.067667215695852
AUR	9	5.986	1.5950159992987563	1.8896362176461527
CK2	2	4.4115	1.3627532051509086	-1.7695794006464696
PKG	31	26.1385	2.7658891556623715	1.757662627241392
PKCH	12	8.793	1.8790732977265987	1.7066923381221994
DYRK	25	29.5395	2.901835638873697	-1.5643546240826849
NAK	0	1.096	0.7042954039378675	-1.5561652026579014
TLK	0	1.0885	0.6999376446178449	-1.5551385303676646
PHK	57	52.953	2.7516498302644172	1.4707540020130776
RIPK	17	20.7505	2.6525021458647133	-1.4139479607385348
AMPK	16	13.0745	2.215943354979147	1.320205227009302
PKCI	8	5.992	1.57485748181987	1.275036010039207
CHK1	5	7.101	1.726641145351984	-1.2168133521292295
RSK	49	45.4345	2.9320655269156353	1.2160369429910733
NEK	9	11.479	2.1391229332279456	-1.158886177831387
COT	4	2.723	1.1049350391404738	1.1557240514278335
PIM	42	38.6995	2.8869303651918474	1.143255840111221
MELK	18	15.2715	2.4024307662851383	1.1357247161045396
ULK	0	0.5505	0.4975676202973664	-1.1063822836200616
CLK	0	0.5485	0.497766647956559	-1.1019219593191156
PEK	50	53.008	2.7317883032304744	-1.1011102128385624
KHS	0	0.542	0.49835748222540516	-1.0875727150312062
CAMKK	0	0.541	0.4984407904764671	-1.0853846842728299
DMPK	59	56.1905	2.5951063636235143	1.0826145854296048
MLK	12	9.8655	1.9815077432269181	1.0772100221641985
NIK	0	0.534	0.4989674180165686	-1.0702101594582838
RAF	11	13.1935	2.1998812442366913	-0.9970992778571985
FRAY	13	10.914	2.120578323527124	0.9836939182375448
STE11	4	5.4825	1.5517402162892553	-0.9553789896257039
WNK	1	0.537	0.49875382473605595	0.9283136830981152
TAO	1	0.5405	0.49848168672078413	0.9217991598102198
MOS	1	0.545	0.498095422107815	0.9134795860491028
IRAK	6	7.5835	1.7382573225099989	-0.9109698428961407
PASK	1	0.551	0.49751659407570553	0.9024824605783441
BUD32	1	0.553	0.4973074072730712	0.8988404223678745
BRSK	1	0.555	0.49709008164983265	0.8952099758720861
SLK	1	0.559	0.496630970802849	0.8879832832154697
MSN	3	2.1545	0.9975606816915091	0.8475674868884485
PDK1	32	34.5155	2.970213937651244	-0.8469086916982097
AKT	24	21.818	2.6378694390717663	0.827182713321785
SGK	16	14.2025	2.294804308303151	0.7832911911034045
PDHK	36	33.838	2.9266087062092243	0.738739003753048
GSK	10	11.4535	2.0493749580931815	-0.7092406366438639
LKB	5	5.9995	1.5529667101394675	-0.6436068419716724
VRK1	2	2.7125	1.1155563558115276	-0.6386947609488375
ATR	6	7.0715	1.7423850615898386	-0.6149616543557316
BARK2	2	1.617	0.8813054803385926	0.43458256931847694
RAD53	19	17.9575	2.5876711094892726	0.40287190909889553
CAMK2	10	9.297	1.9038390955253612	0.36925389422471533
PAKA	19	18.0855	2.5090510992622996	0.36448042061354496
MST	13	13.722	2.2852411609241137	-0.31594039716492534
MARK	3	3.327	1.2065649172132118	-0.27101732806492324
PRKDC	7	6.606	1.6322058840795828	0.2413911160614279
MLCK	3	2.75	1.1054913186125723	0.226143793072711
NDR	3	2.777	1.090351059391588	0.20452128521288646
CAMK1	11	11.415	2.085653368848116	-0.19897841424589133
ATM	2	2.187	0.9962566253891695	-0.18770264130183495
HAL	1	1.1195	0.6815071356838415	-0.17534665998777932
NUAK	1	1.115	0.6942737270011029	-0.16564071997472735
PKD	23	23.4065	2.6604128717783944	-0.15279583267399768
PKN	1	1.093	0.695408366643801	-0.13373437027920607
PAKB	1	1.0915	0.6995515965374599	-0.13079807186902795
MTOR	14	13.744	2.21289684717298	0.11568546465554658
QIK	39	38.842	2.9271693084070214	0.053977062258139606
TTK	1	1.0365	0.7081090729750713	-0.05154573129058741
PKCA	66	66.1025	2.0678809965537073	-0.04956764928486256
DAPK	13	13.1055	2.269128515997068	-0.046493620460999745
