Kinase	Observed	SamplingAvg	SD	Z
PKCD	8	3.7485	1.512412458862615	2.8110717913533128
PAKA	15	9.606	2.3169912006980207	2.328019199371579
ERK	11	17.2215	2.717375538071147	-2.289525283802384
FRAY	10	5.781	1.942144423692852	2.172341020848422
P38	10	15.14	2.6707614051505275	-1.9245448096140596
AUR	6	3.213	1.4548846499541934	1.9156157844456931
STE7	10	14.8175	2.5726451371109755	-1.872586285028781
STKR	0	2.038	1.1917491905038298	-1.7100913650618088
RIPK	15	11.025	2.3541763045779978	1.6884886625823659
WNK	1	0.2785	0.44837291302504806	1.609151621431007
JNK	10	13.9405	2.4922008913089893	-1.5811325699070409
NDR	3	1.452	1.0060825518070202	1.5386411355804197
NMO	1	3.166	1.408700187445524	-1.537587642355419
BUD32	1	0.299	0.45793433145590096	1.5307871715390404
PASK	1	0.2995	0.45815357943726204	1.5289632809600782
COT	0	1.461	1.000489625006113	-1.4602850079440586
RAF	4	6.9255	2.0523293541459044	-1.425453470267921
DYRK	12	15.7545	2.670542201093986	-1.4058942781214883
AKT	15	11.632	2.4587799412309552	1.3697850480730114
PKA	21	17.39	2.643557110617917	1.3655842673117744
MSN	0	1.167	0.8930340166407094	-1.3067811284388222
DMPK	33	30.0255	2.3842592342377587	1.247557294645831
CK1	9	11.9155	2.465846700420565	-1.1823524955962361
ATR	2	3.8175	1.5695303318927498	-1.157989726651676
PHK	31	28.2235	2.4593844831619984	1.1289410090244567
PEK	31	28.22	2.494536300733633	1.1144355763363372
CAMK2	3	4.91	1.7715725315711204	-1.0781381885087795
GRK	2	3.4555	1.5013816381625646	-0.9694403894410777
PKCA	37	35.177	1.8940603824498794	0.9624825147559627
MLK	7	5.3005	1.7851591376046245	0.9520159655236313
PLK	11	13.4355	2.5618589560425313	-0.9506768490339816
TLK	0	0.586	0.6291278891850808	-0.9314481364974218
PAKB	0	0.5955	0.6465978614233104	-0.9209742801950623
HAL	0	0.5845	0.6372305559141803	-0.9172504277693774
NAK	0	0.592	0.6585991773743869	-0.8988775272391086
PKN	0	0.5745	0.6416039103597284	-0.8954122484663393
LKB	2	3.1895	1.4627575259727412	-0.8131901418240705
PKG	16	13.9215	2.6018690611377147	0.7988488087448713
IKK	19	16.96	2.654415747670425	0.7685307027696582
MARK	1	1.7715	1.1094607706452717	-0.6953828566207791
PDHK	20	18.1345	2.727843528349377	0.6838735362247181
RSK	26	24.192	2.7200800388423967	0.6646863232632827
TTK	1	0.572	0.6496360623508777	0.6588304202989753
BRSK	0	0.3	0.4583721768675136	-0.6544899868272568
TAO	0	0.2965	0.4568283004018293	-0.6490403500378513
MOS	0	0.293	0.4552522677743152	-0.6435992102410582
CLK	0	0.2925	0.4550244758656598	-0.6428225634314162
CAMKK	0	0.29	0.45387553525250773	-0.6389416865984245
KHS	0	0.2865	0.4522388859938987	-0.6335147393845854
NIK	0	0.282	0.45008586807888357	-0.6265471102295878
STE11	2	2.8595	1.380113077270492	-0.6227750567365609
SLK	0	0.2795	0.44886578199404165	-0.6226805678043646
ULK	0	0.278	0.4481254380238886	-0.6203620156577241
NUAK	1	0.6115	0.64325316735999	0.6039612701705982
RAD53	11	9.641	2.30125332882795	0.5905477606379613
MST	6	7.2185	2.081567729406385	-0.5853761003239072
PKD	14	12.576	2.4785672570708894	0.574525462618613
MTOR	6	7.1975	2.1146464514919283	-0.5662885155838404
CK2	3	2.3075	1.2516897033837013	0.5532521343971752
MLCK	2	1.4575	1.022602859522773	0.5305089800483965
PKCI	4	3.225	1.4793475705922894	0.523879590845383
QIK	22	20.65	2.685536455352359	0.5026928594878721
DAPK	8	6.9995	2.078619753596126	0.48132901569374575
CDK	28	29.14	2.4358502998627953	-0.46800905624792033
CHK1	3	3.74	1.6030236562263236	-0.4616276229772139
VRK1	1	1.395	0.9911943467940877	-0.398509133226582
MELK	9	8.1335	2.1918211126583635	0.39533335772510214
PKCH	4	4.652	1.6965656979863148	-0.3843057777095641
PRKDC	3	3.5185	1.5015942003654934	-0.34529968208041506
MAPKAPK	15	14.2205	2.5513005148666004	0.3055304521979286
PIM	20	20.6535	2.6529147608553467	-0.24633282970211268
SGK	7	7.4675	2.1599250885607346	-0.2164426916822003
BARK2	1	0.8745	0.7836177501749144	0.1601546161658367
PDK1	18	18.4245	2.7404479154672314	-0.1549016850873531
ATM	1	1.121	0.8909297828330635	-0.13581317218426872
CAMK1	6	6.1455	1.9792140849835065	-0.07351402817104179
GSK	6	6.1235	1.9099926140938206	-0.06465993590168591
NEK	6	6.1145	1.922560238050935	-0.059556001280915975
IRAK	4	4.0905	1.5609381839160075	-0.05797795257526309
AMPK	7	6.9625	2.0119934912679147	0.018638231268018644
