Kinase	Observed	SamplingAvg	SD	Z
P38	12	22.7925	2.8059544615371275	-3.8462848018166946
STE7	12	22.2505	2.7432667581285504	-3.7366034380822897
DYRK	13	23.653	2.9104684181771505	-3.660235559838872
JNK	11	21.1505	2.7972776285284113	-3.628706674117279
CK1	9	18.084	2.5892655615201075	-3.5083307540949797
ERK	16	25.9985	2.9780752536005624	-3.357369827344551
PLK	12	20.2615	2.7415097460785947	-3.013485548179101
PAKA	21	14.53	2.449918580386961	2.6409040903629024
PKCI	9	4.8795	1.5685056120165666	2.6270227970064024
STKR	0	3.07	1.2457431267998167	-2.464392485059506
NMO	1	4.8465	1.6187179723277827	-2.376263231616917
PKA	33	26.4625	2.8797118119805027	2.2701924452307884
STE11	1	4.3655	1.4829056796126021	-2.269530723544879
CDK	38	43.9885	2.730035585326421	-2.193561150699791
MST	6	10.999	2.2997050510143318	-2.1737570206210095
DMPK	51	45.301	2.677122053856645	2.128778548512592
PKG	27	21.087	2.8032766863244243	2.1093172960222333
AUR	8	4.844	1.5677668661102762	2.013054407655792
VRK1	0	2.185	1.0878265869805126	-2.008592202241461
PIM	37	31.2405	2.9676696719211892	1.9407483435551822
PDK1	22	27.728	3.01936653739548	-1.8970866667089057
LKB	2	4.8605	1.565012582119101	-1.8277808323603046
RAD53	19	14.4985	2.51518604290323	1.7897284428328042
AKT	22	17.6195	2.6546644555735934	1.6501143829318747
PKN	2	0.8925	0.6965531876113882	1.5899719069520386
RSK	41	36.5	2.8955469424701135	1.5541105322786342
PKCH	10	7.0625	1.9019470158828329	1.544469943415585
PKD	23	18.895	2.761664062516855	1.486422644852354
GRK	3	5.2945	1.6486748661901787	-1.3917237698311125
MARK	1	2.6755	1.2132335792661402	-1.3810201338257346
PKCD	8	5.746	1.6840136433460056	1.3384689660360916
PRKDC	3	5.209	1.7063923603449829	-1.2945440048462267
NAK	0	0.9095	0.712434931601394	-1.2766078130891867
TTK	0	0.885	0.695713309132614	-1.2720757075976894
NUAK	0	0.881	0.6979129897563415	-1.262335008705854
HAL	0	0.8655	0.6997532259937387	-1.2368646086209605
TLK	0	0.8785	0.7113302646258532	-1.23501001389569
IKK	22	25.531	2.9504900772325815	-1.196750338951117
PASK	1	0.4155	0.4929312737292189	1.1857636777192644
BRSK	1	0.417	0.4931861882779708	1.1821093409684216
WNK	1	0.427	0.4947660019628968	1.1581232294190054
FRAY	11	8.7415	2.0148716097562893	1.1209150940754873
GSK	7	9.231	2.113971011324034	-1.0553597887809576
NEK	7	9.221	2.136689430137293	-1.0394585046724782
CAMK1	7	9.1625	2.080686996929042	-1.039320187607126
ATR	4	5.7755	1.7394288017272048	-1.0207373812811296
TAO	0	0.4645	0.4988628890697779	-0.9311175679276247
SLK	0	0.458	0.49835748222540516	-0.9190190101186209
KHS	0	0.4505	0.4976681492655489	-0.9052216836959348
ULK	0	0.4485	0.4974650598211611	-0.9015708563757944
CLK	0	0.442	0.49674880944985156	-0.8897857258873236
MOS	0	0.4415	0.4966901454128873	-0.8888841545929828
NIK	0	0.438	0.4962651907697989	-0.8825926302035836
CAMKK	0	0.435	0.4958809826707284	-0.8772266233263594
MTOR	9	10.9755	2.273650037328991	-0.8688672256354599
PKCA	55	53.199	2.0865224149033117	0.8631587119007582
BUD32	0	0.424	0.49431384067871625	-0.8577546593027376
PDHK	30	27.475	2.9783905729777285	0.8477732984077907
PHK	45	42.7075	2.7110179931678138	0.8456233067347589
BARK2	2	1.3105	0.8558364201113403	0.8056446112801547
CAMK2	6	7.495	1.8983616326833572	-0.7875211836676237
ATM	1	1.763	0.9901116909623329	-0.770620129996048
MSN	1	1.7045	0.9739887458479791	-0.7233143124119411
QIK	29	31.139	2.978777527405981	-0.7180798096938484
MELK	14	12.3555	2.311880651347088	0.7113256469540425
DAPK	9	10.5595	2.23270065752511	-0.6984814532767079
RAF	9	10.579	2.26524273805947	-0.6970555399959731
MLCK	3	2.2415	1.09076699451265	0.695382243701731
IRAK	5	6.198	1.7833637298926286	-0.6717642508475423
AMPK	9	10.5285	2.2770112296758738	-0.6712746867821012
RIPK	15	16.597	2.646146641065648	-0.6035190851542764
PEK	41	42.5545	2.7082645916803023	-0.5739837993582196
MAPKAPK	20	21.5735	2.802414050824062	-0.5614801993792833
MLK	9	7.9545	2.004105278917376	0.5216791807288598
CHK1	5	5.6935	1.7222197218662874	-0.40267800397064746
CK2	3	3.5315	1.363428479462456	-0.38982609502887056
SGK	12	11.4375	2.2701697260981715	0.24777883060170594
COT	2	2.218	1.10909469637302	-0.19655670585470045
PAKB	1	0.8655	0.6961695741972778	0.1932000549651799
NDR	2	2.2	1.0961755335712433	-0.18245253052530538
