Kinase	Observed	SamplingAvg	SD	Z
JNK	8	17.305	2.7400235153064316	-3.3959562565868606
ERK	12	21.356	2.79269826185911	-3.350165009868154
DYRK	11	19.4865	2.828041134483225	-3.000840368451981
PLK	9	16.5775	2.564816346533553	-2.954402567747699
PKG	25	17.363	2.7292774644104747	2.798176476956181
P38	11	18.88	2.823576861561692	-2.7907864337865593
CDK	29	36.1385	2.6172012955274675	-2.7275318914899573
STE7	11	18.52	2.7615961338695603	-2.72306290835617
DMPK	44	37.196	2.5543778935802757	2.6636622627763806
PKCI	8	3.963	1.5273497957898674	2.643140432616007
PKCD	9	4.7185	1.6732177320329218	2.558842114826308
PIM	33	25.7655	2.8711725071445797	2.5197023104664686
PDK1	16	22.861	2.841956607458907	-2.4141818288121795
PKCH	10	5.754	1.8075169594721345	2.349078927170895
CK1	9	14.7385	2.590651170409357	-2.215080156504915
PKA	28	21.7055	2.8430285182491204	2.2140122617821887
AUR	7	3.9535	1.5279087022794426	1.9939018577844443
STKR	0	2.519	1.2811946494834157	-1.9661337182571548
LKB	1	3.9545	1.508498436779728	-1.9585701436370915
NMO	1	3.9795	1.5486377528152677	-1.9239489639094542
PEK	30	35.0255	2.6291264524460356	-1.9114713920756736
PHK	40	35.1205	2.595062026900654	1.880301876956562
PAKB	2	0.728	0.6820913606784329	1.864852823725582
AKT	19	14.5675	2.5124888159004835	1.764186957549253
RSK	35	30.151	2.8167651806711755	1.7214782521717291
PKD	20	15.5335	2.628941501195558	1.6989727606980904
CAMK2	3	6.162	1.8639992614331455	-1.6963526034709262
GRK	2	4.258	1.606152503011923	-1.4058440875108098
BRSK	1	0.361	0.4804106547513276	1.3301120482657949
PASK	1	0.364	0.4812689579694004	1.3215063832154277
RAD53	15	11.8155	2.423715525484424	1.3138918187865793
NEK	5	7.644	2.030843707201896	-1.3019219502828767
COT	3	1.7915	1.0576327545616961	1.142646154619924
HAL	0	0.749	0.6657481583190092	-1.1250500517961608
BARK2	2	1.084	0.8380305170897936	1.0930389542149002
AMPK	11	8.663	2.1481942112352392	1.087890465292798
PKCA	46	43.8015	2.0209254859865453	1.087867917567862
STE11	2	3.5895	1.461183519835657	-1.0878168131671613
TLK	0	0.735	0.6811805953649523	-1.079009010240835
TTK	0	0.7265	0.6803890171124926	-1.0677714979633242
NAK	0	0.717	0.6731549366857471	-1.0651336875432011
NUAK	0	0.7315	0.6874911432418733	-1.0640137072175249
MARK	1	2.207	1.1523085122716603	-1.0474625390213606
IKK	18	20.989	2.8814979637781506	-1.0373076911985377
MAPKAPK	15	17.7165	2.764045535779382	-0.982798570007648
PAKA	14	11.932	2.4114899215673513	0.8575611208260411
PRKDC	3	4.2925	1.5934909339805918	-0.8111122394473207
GSK	6	7.6165	2.047809686532449	-0.7893799949433854
RAF	7	8.685	2.152461740838356	-0.7828245994020384
VRK1	1	1.8295	1.0667702420740313	-0.7775807453976904
KHS	0	0.375	0.484243994410939	-0.7744029958619737
CAMKK	0	0.3745	0.48411458712450856	-0.7735771859807294
CLK	0	0.3665	0.48196877175650527	-0.7604227109244308
NDR	1	1.7935	1.0437444376980474	-0.7602435724113125
MLK	8	6.5475	1.9187455647560818	0.7570050071670898
MLCK	1	1.804	1.063555158319207	-0.7559551507141427
ULK	0	0.359	0.4798271741559968	-0.7481860539296704
WNK	0	0.357	0.4792346324259738	-0.7449378151007167
SLK	0	0.3555	0.47878425954034015	-0.7425056127394414
TAO	0	0.353	0.47802223026373275	-0.7384593804460601
NIK	0	0.3525	0.4778681083358485	-0.7376512344118619
BUD32	0	0.3465	0.4759737655719655	-0.7279812986827536
MOS	0	0.339	0.47348822112886174	-0.7159629001789672
DAPK	10	8.7225	2.0925303083935898	0.6105048968111344
MST	8	9.08	2.1979571214548015	-0.4913653635268194
MSN	1	1.451	0.9434214445363247	-0.4780472212200548
ATM	1	1.444	0.9377119236876073	-0.47349296599956187
MTOR	8	9.014	2.2188433096585274	-0.4569948655617555
ATR	4	4.731	1.646509792636723	-0.4439694214204311
CHK1	4	4.675	1.6274825190074507	-0.4147509986231131
PKN	1	0.732	0.6681311245555022	0.4011188674652696
MELK	11	10.1	2.321787102142192	0.38763244018782655
RIPK	13	13.829	2.5706153021243296	-0.32249088353085104
SGK	10	9.3915	2.2721815848600855	0.2678043005253337
QIK	25	25.672	2.8371536300243205	-0.23685710667498824
CAMK1	8	7.624	2.0595496770984227	0.18256418098626512
PDHK	22	22.446	2.838152842215847	-0.15714446148424954
FRAY	7	7.277	2.018739372560798	-0.13721434463757545
CK2	3	2.908	1.3388174693019412	0.06871735849694943
IRAK	5	5.0775	1.7046837605144483	-0.045462977823295114
