Kinase	Observed	SamplingAvg	SD	Z
BARK2	2	0.381	0.5665681774948845	2.857555479304373
AKT	10	5.1335	1.8314898109090676	2.6571264393682283
BUD32	1	0.1265	0.3324951526161797	2.627105968694637
TAO	1	0.136	0.34287429386102325	2.519873946427153
SGK	7	3.296	1.5686345358793987	2.361289334946005
PKA	12	7.6765	1.9359033061610806	2.2333243536700973
PHK	16	12.387	1.8321870687043296	1.9719602117675736
PKD	9	5.4755	1.806663157836275	1.9508340471286678
PDHK	4	7.9205	2.0149962419139804	-1.945661197003545
FRAY	0	2.605	1.384894929943601	-1.8810091247182823
STE7	3	6.5305	1.9201336429017908	-1.8386741011758705
ERK	4	7.5685	1.9665302872535024	-1.8146173609071856
PEK	9	12.266	1.8539046580772756	-1.761687142739713
CAMK2	0	2.171	1.2734087265652165	-1.704872877584143
NUAK	1	0.2475	0.46081441488139374	1.632978430576399
PKCH	0	2.0175	1.2712205752250227	-1.5870573835251809
PDK1	5	8.083	1.9526949348923854	-1.57884365084908
PLK	3	5.899	1.8491913785158065	-1.567712262603554
CDK	10	12.762	1.7767764257873349	-1.5545005887705248
TTK	1	0.262	0.47798560137054213	1.5439795631582016
MST	1	3.201	1.4945620957086274	-1.472672166863983
GRK	0	1.553	1.1219716619438758	-1.384170431995889
NMO	0	1.3995	1.0589903116837849	-1.3215418352362525
AUR	0	1.3855	1.0570943544627975	-1.3106682427644731
RSK	13	10.536	1.8877197204223501	1.305278518491461
RAD53	2	4.231	1.7137991579461371	-1.3017861455094248
AMPK	5	3.0495	1.5268318039911402	1.2774819039670189
ATR	3	1.622	1.1165748383717244	1.23413133866558
STE11	0	1.2675	1.0307642734853333	-1.2296700929633406
CHK1	3	1.648	1.1294838940566911	1.1970068870518489
CAMK1	1	2.708	1.436582014345847	-1.1889331642354888
JNK	4	6.1265	1.8612441712286076	-1.1425153308049298
DMPK	15	13.12	1.7838696969083179	1.053888635060223
CK2	0	0.983	0.9365626379412076	-1.0495827616622344
STKR	0	0.8635	0.848662396911732	-1.0174835165812246
PKCA	14	15.429	1.4184375144824835	-1.0074465638490748
DYRK	5	6.93	1.9359684881199632	-0.9969170530633173
MAPKAPK	8	6.3215	1.8957675799946256	0.8853933455306573
MLCK	0	0.643	0.7535482184032615	-0.8532964239003726
COT	0	0.6115	0.7265202446132637	-0.8416833591822477
MSN	1	0.493	0.635730348920255	0.7975079384854054
IKK	9	7.48	1.9650778013561425	0.7735062698031675
ATM	1	0.5445	0.6739783924108534	0.6758376902420482
IRAK	1	1.786	1.2062053994792372	-0.6516303113378077
RAF	4	3.073	1.4459309659105755	0.6411094456478574
PKG	5	6.2195	1.903189642523231	-0.6407664127381433
DAPK	4	3.0345	1.5071315379675287	0.6406209250335533
MLK	3	2.239	1.307567920581362	0.5819965357223275
PKCD	1	1.6725	1.1785322308318744	-0.5706250388462535
PAKB	0	0.2685	0.47803975881248906	-0.5616687630062148
HAL	0	0.2655	0.4776230856082576	-0.5558776533213071
NAK	0	0.251	0.4691578140959219	-0.5350012137891871
TLK	0	0.2505	0.47314023380010733	-0.5294413412870558
PKN	0	0.2395	0.4530368320408317	-0.5286545884605119
NDR	1	0.626	0.7317046506944752	0.5111351959359959
RIPK	4	4.8625	1.7105720617352531	-0.50421728455278
NEK	2	2.6955	1.4400752266215693	-0.4829608808920697
VRK1	1	0.647	0.7434159896496937	0.47483509221578313
GSK	2	2.6575	1.3986321303037332	-0.47010217036642404
PRKDC	2	1.5255	1.1175751594942325	0.42457994522242126
PASK	0	0.1365	0.34340459134478435	-0.39749031737013546
PKCI	1	1.408	1.0455058781616846	-0.3902417083655113
BRSK	0	0.131	0.3374847373941331	-0.3881657019855421
CLK	0	0.1295	0.3358364826392984	-0.38560432440893594
ULK	0	0.129	0.335283771757301	-0.38474871397407845
KHS	0	0.1275	0.33361564666521554	-0.3821763195895506
WNK	0	0.1255	0.3313678504715916	-0.37873318072767953
CAMKK	0	0.125	0.33080162462936713	-0.37786997007663137
MOS	0	0.1245	0.33023367051009395	-0.37700577232991306
LKB	1	1.398	1.0812865440275985	-0.3680800452001569
SLK	0	0.1165	0.3209037856115286	-0.36303716323567947
NIK	0	0.114	0.31789074737027473	-0.3586137720051801
P38	6	6.6465	1.9376312749021005	-0.3336548126436823
MARK	1	0.7465	0.7940736908582582	0.3192398928694007
MELK	4	3.5735	1.5814070235353843	0.2696965383690525
PAKA	4	4.2385	1.685537976176914	-0.14149785016470445
CK1	5	5.2345	1.8379877174303185	-0.12758518339167849
MTOR	3	3.1425	1.4934218775859105	-0.09541844949422379
PIM	9	9.09	1.9572468949276307	-0.04598295709817826
QIK	9	9.056	2.06567119812166	-0.027109832412302907
