Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-44.14005240696259,3,PTM-SEA,0.9655172413793104,4,AGC,SGK,NA,SGK1
CHEK1,1.2013178680313468,33,PTM-SEA,0.29310344827586204,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,39.6626489290909,4,PTM-SEA,0.9482758620689655,4,OTHER,AUR,NA,AURKA
RPS6KA5,11.94866810912912,19,PTM-SEA,0.6551724137931034,3,AGC,RSK,MSK,RPS6KA5
CHEK2,0,35,PTM-SEA,0,1,CAMK,RAD53,NA,CHEK2
RAF1,-5.577278439845545,30,PTM-SEA,0.46551724137931033,2,TKL,RAF,RAF,RAF1
PRKCB,-18.52678518509793,14,PTM-SEA,0.7413793103448276,3,AGC,PKC,ALPHA,PRKCB
CDK1,7.411478911402602,26,PTM-SEA,0.5344827586206896,3,CMGC,CDK,CDC2,CDK1
ARAF,0,35,PTM-SEA,0,1,TKL,RAF,RAF,ARAF
PIM1,-5.405812740128232,31,PTM-SEA,0.3448275862068966,2,CAMK,PIM,NA,PIM1
CDK4,-19.27941176470588,13,PTM-SEA,0.7586206896551724,4,CMGC,CDK,CDK4,CDK4
BRAF,0,35,PTM-SEA,0,1,TKL,RAF,RAF,BRAF
PRKCA,-5.85643811460632,29,PTM-SEA,0.4827586206896552,2,AGC,PKC,ALPHA,PRKCA
PRKACA,-10.07826118260334,23,PTM-SEA,0.5862068965517241,3,AGC,PKA,NA,PRKACA
PRKACG,-5.405812740128232,31,PTM-SEA,0.3448275862068966,2,AGC,PKA,NA,PRKACG
PRKACB,-5.405812740128232,31,PTM-SEA,0.3448275862068966,2,AGC,PKA,NA,PRKACB
RPS6KB1,6.3846549278568965,28,PTM-SEA,0.5,3,AGC,RSK,P70,RPS6KB1
CDK2,-13.98787189640303,17,PTM-SEA,0.6896551724137931,3,CMGC,CDK,CDC2,CDK2
MAPK3,-7.14946843977349,27,PTM-SEA,0.5172413793103449,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,0.9346119325634308,34,PTM-SEA,0.27586206896551724,2,CMGC,MAPK,ERK1,MAPK1
AKT1,-10.949878510869642,21,PTM-SEA,0.6206896551724138,3,AGC,AKT,NA,AKT1
AKT2,-13.470530406209154,18,PTM-SEA,0.6724137931034483,3,AGC,AKT,NA,AKT2
MAP3K8,-3.546134419954257,32,PTM-SEA,0.3103448275862069,2,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,-5.405812740128232,31,PTM-SEA,0.3448275862068966,2,AGC,PKC,IOTA,PRKCI
MTOR,0,35,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,35,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-3.546134419954257,32,PTM-SEA,0.3103448275862069,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,0,35,PTM-SEA,0,1,CMGC,GSK,NA,GSK3B
CDK7,29.426470588235297,6,PTM-SEA,0.9137931034482759,4,CMGC,CDK,CDK7,CDK7
CDK9,-19.27941176470588,13,PTM-SEA,0.7586206896551724,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,-22.1744271564651,10,PTM-SEA,0.8448275862068966,4,AGC,RSK,RSK,RPS6KA3
NEK2,0,35,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
PRKAA2,29.597222037765775,5,PTM-SEA,0.9310344827586207,4,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,0,35,PTM-SEA,0,1,CMGC,CK2,NA,CSNK2A1
ATM,0,35,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,-9.612641244069682,24,PTM-SEA,0.5689655172413793,3,OTHER,AUR,NA,AURKB
CDK3,0,35,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-19.27941176470588,13,PTM-SEA,0.7586206896551724,4,CMGC,CDK,CDK4,CDK6
CDK5,-17.04487905015346,15,PTM-SEA,0.7241379310344828,3,CMGC,CDK,CDK5,CDK5
PRKCE,-20.866747825389897,11,PTM-SEA,0.8275862068965517,4,AGC,PKC,ETA,PRKCE
PRKCQ,-5.405812740128232,31,PTM-SEA,0.3448275862068966,2,AGC,PKC,DELTA,PRKCQ
PRKCZ,-20.036983234634953,12,PTM-SEA,0.8103448275862069,4,AGC,PKC,IOTA,PRKCZ
PRKCD,-44.75848546100366,2,PTM-SEA,0.9827586206896551,4,AGC,PKC,DELTA,PRKCD
PRKAA1,23.35418667085732,9,PTM-SEA,0.8620689655172413,4,CAMK,CAMKL,AMPK,PRKAA1
PAK1,8.420772352033103,25,PTM-SEA,0.5517241379310345,3,STE,STE20,PAKA,PAK1
PRKG2,10.664178917361237,22,PTM-SEA,0.603448275862069,3,AGC,PKG,NA,PRKG2
ROCK1,0,35,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
DYRK1A,0,35,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,11.260261693380055,20,PTM-SEA,0.6379310344827587,3,AGC,PKG,NA,PRKG1
PRKD1,-29.001103751390826,7,PTM-SEA,0.896551724137931,4,CAMK,PKD,NA,PRKD1
RPS6KA2,0,35,PTM-SEA,0,1,AGC,RSK,RSK,RPS6KA2
RPS6KA1,15.814107119469986,16,PTM-SEA,0.7068965517241379,3,AGC,RSK,RSK,RPS6KA1
PKN1,26.431706511035713,8,PTM-SEA,0.8793103448275862,4,AGC,PKN,NA,PKN1
MAPK14,0,35,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-5.405812740128232,31,PTM-SEA,0.3448275862068966,2,CAMK,PIM,NA,PIM3
VRK1,0,35,PTM-SEA,0,1,CK1,VRK,NA,VRK1
NEK6,0,35,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-5.405812740128232,31,PTM-SEA,0.3448275862068966,2,CAMK,PIM,NA,PIM2
AKT3,-48.214487912227725,1,PTM-SEA,1,4,AGC,AKT,NA,AKT3
AAK1,292,262,KEA3,0.11428571428571428,1,OTHER,NAK,BIKE,AAK1
ABL1,57.666666666666664,43,KEA3,0.8657142857142858,4,TK,ABL,NA,ABL1
ABL2,136.33333333333334,140,KEA3,0.5028571428571429,3,TK,ABL,NA,ABL2
ACVR1,141,143,KEA3,0.4942857142857143,2,TKL,STKR,TYPE1,ACVR1
ACVR1B,193,185,KEA3,0.35428571428571426,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,202,KEA3,0.3,2,TKL,STKR,TYPE2,ACVR2B
AKT1,63.66666666666667,49,KEA3,0.84,4,AGC,AKT,NA,AKT1
AKT2,103,99,KEA3,0.6514285714285715,3,AGC,AKT,NA,AKT2
AKT3,39,19,KEA3,0.9485714285714286,4,AGC,AKT,NA,AKT3
ALK,53,34,KEA3,0.8971428571428571,4,TK,ALK,NA,ALK
ARAF,112,111,KEA3,0.5971428571428572,3,TKL,RAF,RAF,ARAF
ATM,69.33333333333333,56,KEA3,0.8171428571428572,4,ATYPICAL,PIKK,ATM,ATM
ATR,49.666666666666664,30,KEA3,0.9171428571428571,4,ATYPICAL,PIKK,ATR,ATR
AURKA,52,33,KEA3,0.9028571428571428,4,OTHER,AUR,NA,AURKA
AURKB,70.66666666666667,58,KEA3,0.8114285714285714,4,OTHER,AUR,NA,AURKB
AURKC,184.5,178,KEA3,0.38,2,OTHER,AUR,NA,AURKC
AXL,187,181,KEA3,0.37142857142857144,2,TK,AXL,NA,AXL
