Kinase,Score,Rank,Method,Perc,Qrt,hgnc_symbol,group,KinaseFamily,subfamily
AAK1,294,264,KEA3,0.10857142857142857,1,AAK1,OTHER,"NAK",BIKE
ABL1,27.333333333333332,15,KEA3,0.96,4,ABL1,TK,ABL,NA
ABL2,127,130,KEA3,0.5342857142857143,3,ABL2,TK,ABL,NA
ACVR1,135,142,KEA3,0.49142857142857144,2,ACVR1,TKL,STKR,TYPE1
ACVR1B,142.5,156,KEA3,0.44285714285714284,2,ACVR1B,TKL,STKR,TYPE1
ACVR2B,211,199,KEA3,0.3028571428571429,2,ACVR2B,TKL,STKR,TYPE2
AKT1,61,44,KEA3,0.8714285714285714,4,AKT1,AGC,AKT,NA
AKT2,79,69,KEA3,0.7685714285714286,4,AKT2,AGC,AKT,NA
AKT3,228,214,KEA3,0.26,2,AKT3,AGC,AKT,NA
ALK,73,60,KEA3,0.8028571428571428,4,ALK,TK,ALK,NA
ARAF,89.5,80,KEA3,0.7314285714285714,3,ARAF,TKL,RAF,RAF
ATM,61.666666666666664,45,KEA3,0.8657142857142858,4,ATM,ATYPICAL,PIKK,ATM
ATR,45.333333333333336,28,KEA3,0.9228571428571428,4,ATR,ATYPICAL,PIKK,ATR
AURKA,103,93,KEA3,0.6742857142857143,3,AURKA,OTHER,AUR,NA
AURKB,77.66666666666667,66,KEA3,0.78,4,AURKB,OTHER,AUR,NA
AURKC,184.5,185,KEA3,0.3457142857142857,2,AURKC,OTHER,AUR,NA
AXL,191.5,190,KEA3,0.3314285714285714,2,AXL,TK,AXL,NA
BLK,255,238,KEA3,0.18571428571428572,1,BLK,TK,SRC,SRCB
BMP2K,323,288,KEA3,0.04,1,BMP2K,OTHER,"NAK",BIKE
BMPR1A,116,113,KEA3,0.5971428571428572,3,BMPR1A,TKL,STKR,TYPE1
BMPR1B,96,86,KEA3,0.7,3,BMPR1B,TKL,STKR,TYPE1
BMPR2,120.5,119,KEA3,0.5685714285714286,3,BMPR2,TKL,STKR,TYPE2
BMX,115.33333333333333,111,KEA3,0.6057142857142858,3,BMX,TK,TEC,NA
BRAF,135,142,KEA3,0.49142857142857144,2,BRAF,TKL,RAF,RAF
BRSK1,221.66666666666666,209,KEA3,0.2742857142857143,2,BRSK1,CAMK,CAMKL,BRSK
BRSK2,301,271,KEA3,0.08857142857142856,1,BRSK2,CAMK,CAMKL,BRSK
BTK,61.666666666666664,45,KEA3,0.8657142857142858,4,BTK,TK,TEC,NA
BUB1,131.5,138,KEA3,0.5114285714285715,3,BUB1,OTHER,BUB,NA
CAMK1,117.66666666666667,117,KEA3,0.5742857142857143,3,CAMK1,CAMK,CAMK1,NA
CAMK1D,235.5,220,KEA3,0.24285714285714285,1,CAMK1D,CAMK,CAMK1,NA
CAMK2A,92,81,KEA3,0.7228571428571429,3,CAMK2A,CAMK,CAMK2,NA
CAMK2B,215,203,KEA3,0.2914285714285714,2,CAMK2B,CAMK,CAMK2,NA
CAMK2D,85,74,KEA3,0.7485714285714286,3,CAMK2D,CAMK,CAMK2,NA
CAMK2G,15,9,KEA3,0.9771428571428571,4,CAMK2G,CAMK,CAMK2,NA
CAMK4,117.66666666666667,117,KEA3,0.5742857142857143,3,CAMK4,CAMK,CAMK1,NA
CAMKK1,141.66666666666666,154,KEA3,0.44857142857142857,2,CAMKK1,OTHER,CAMKK,META
CAMKK2,183.5,183,KEA3,0.3514285714285714,2,CAMKK2,OTHER,CAMKK,META
CDC42BPA,272,248,KEA3,0.15714285714285714,1,CDC42BPA,AGC,DMPK,GEK
CDC7,187.5,188,KEA3,0.33714285714285713,2,CDC7,OTHER,CDC7,NA
CDK1,31,18,KEA3,0.9514285714285714,4,CDK1,CMGC,CDK,CDC2
CDK11A,331,294,KEA3,0.022857142857142857,1,CDK11A,NA,NA,NA
CDK12,314,282,KEA3,0.05714285714285714,1,CDK12,CMGC,CDK,CRK7
CDK15,244,228,KEA3,0.21714285714285714,1,CDK15,CMGC,CDK,PFTAIRE
CDK16,73,60,KEA3,0.8028571428571428,4,CDK16,CMGC,CDK,PCTAIRE
CDK18,224,211,KEA3,0.26857142857142857,2,CDK18,CMGC,CDK,PCTAIRE
CDK19,30,16,KEA3,0.9571428571428572,4,CDK19,CMGC,CDK,CDK8
CDK2,34.333333333333336,20,KEA3,0.9457142857142857,4,CDK2,CMGC,CDK,CDC2
CDK20,282,255,KEA3,0.13428571428571429,1,CDK20,CMGC,CDK,CCRK
CDK3,10.333333333333334,5,KEA3,0.9885714285714285,4,CDK3,CMGC,CDK,CDC2
CDK4,69.33333333333333,55,KEA3,0.8314285714285714,4,CDK4,CMGC,CDK,CDK4
CDK5,55.333333333333336,38,KEA3,0.8942857142857142,4,CDK5,CMGC,CDK,CDK5
CDK6,19.333333333333332,13,KEA3,0.9657142857142857,4,CDK6,CMGC,CDK,CDK4
CDK7,100.33333333333333,92,KEA3,0.6828571428571428,3,CDK7,CMGC,CDK,CDK7
CDK8,105,97,KEA3,0.6571428571428571,3,CDK8,CMGC,CDK,CDK8
CDK9,70.66666666666667,56,KEA3,0.8257142857142857,4,CDK9,CMGC,CDK,CDK9
CDKL3,298,268,KEA3,0.09714285714285714,1,CDKL3,CMGC,CDKL,NA
CDKL5,136,144,KEA3,0.4857142857142857,2,CDKL5,CMGC,CDKL,NA
CHEK1,19,12,KEA3,0.9685714285714285,4,CHEK1,CAMK,CAMKL,CHK1
