Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,69.47544783993771,15,PTM-SEA,0.8108108108108109,4,AGC,SGK,NA,SGK1
CHEK1,2.8186974213514935,54,PTM-SEA,0.20270270270270271,1,CAMK,CAMKL,CHK1,CHEK1
AURKA,-94.97685949023867,6,PTM-SEA,0.9324324324324325,4,OTHER,AUR,NA,AURKA
RPS6KA5,-61.04436873060066,18,PTM-SEA,0.7702702702702703,4,AGC,RSK,MSK,RPS6KA5
CHEK2,-9.528020250991439,49,PTM-SEA,0.32432432432432434,2,CAMK,RAD53,NA,CHEK2
RAF1,-10.543806201828907,47,PTM-SEA,0.35135135135135137,2,TKL,RAF,RAF,RAF1
PRKCG,0,56,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-44.00426007867001,23,PTM-SEA,0.6891891891891891,3,AGC,PKC,ALPHA,PRKCB
CDK1,20.819598736899316,44,PTM-SEA,0.3918918918918919,2,CMGC,CDK,CDC2,CDK1
ARAF,-22.861645851408046,40,PTM-SEA,0.44594594594594594,2,TKL,RAF,RAF,ARAF
PIM1,-3.335584213318608,52,PTM-SEA,0.22972972972972974,1,CAMK,PIM,NA,PIM1
CDK4,-43.60359271472727,24,PTM-SEA,0.6756756756756757,3,CMGC,CDK,CDK4,CDK4
BRAF,-22.861645851408046,40,PTM-SEA,0.44594594594594594,2,TKL,RAF,RAF,BRAF
PRKCA,-12.403466603150049,46,PTM-SEA,0.36486486486486486,2,AGC,PKC,ALPHA,PRKCA
PRKACA,39.14071288270493,29,PTM-SEA,0.6081081081081081,3,AGC,PKA,NA,PRKACA
PRKACG,58.80840825588953,19,PTM-SEA,0.7567567567567568,4,AGC,PKA,NA,PRKACG
PRKACB,-3.335584213318608,52,PTM-SEA,0.22972972972972974,1,AGC,PKA,NA,PRKACB
RPS6KB1,47.996595766613105,21,PTM-SEA,0.7297297297297297,3,AGC,RSK,P70,RPS6KB1
CDK2,7.154125364043873,51,PTM-SEA,0.2972972972972973,2,CMGC,CDK,CDC2,CDK2
MAPK3,23.336098225491675,38,PTM-SEA,0.4864864864864865,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,7.932207885349176,50,PTM-SEA,0.3108108108108108,2,CMGC,MAPK,ERK1,MAPK1
AKT1,-10.481665441929593,48,PTM-SEA,0.33783783783783783,2,AGC,AKT,NA,AKT1
AKT2,-21.581334998089925,41,PTM-SEA,0.43243243243243246,2,AGC,AKT,NA,AKT2
MAP3K8,68.17620444766068,16,PTM-SEA,0.7972972972972973,4,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,-3.335584213318608,52,PTM-SEA,0.22972972972972974,1,AGC,PKC,IOTA,PRKCI
MTOR,0,56,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,-82.54168613704505,9,PTM-SEA,0.8918918918918919,4,CMGC,MAPK,JNK,MAPK8
MAPK9,-90.68520802779048,7,PTM-SEA,0.918918918918919,4,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,56,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,56,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,97.26291175160307,5,PTM-SEA,0.9459459459459459,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-37.84585927821086,30,PTM-SEA,0.5945945945945946,3,CMGC,GSK,NA,GSK3B
CDK7,76.12139917695472,12,PTM-SEA,0.8513513513513513,4,CMGC,CDK,CDK7,CDK7
CDK9,-45.874485596707814,22,PTM-SEA,0.7027027027027027,3,CMGC,CDK,CDK9,CDK9
RPS6KA3,42.3668992276669,26,PTM-SEA,0.6486486486486487,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,56,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,33.20630720880767,31,PTM-SEA,0.581081081081081,3,CAMK,DAPK,DAPK,DAPK1
MAPK10,-106.36831275720164,2,PTM-SEA,0.9864864864864865,4,CMGC,MAPK,JNK,MAPK10
PRKAA2,-97.46054994771497,4,PTM-SEA,0.9594594594594594,4,CAMK,CAMKL,AMPK,PRKAA2
SIK1,-107.37654320987653,1,PTM-SEA,1,4,CAMK,CAMKL,QIK,SIK1
CSNK2A1,-67.93768698939287,17,PTM-SEA,0.7837837837837838,4,CMGC,CK2,NA,CSNK2A1
PRKDC,-56.167565884394676,20,PTM-SEA,0.7432432432432432,3,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,14.662260602661254,45,PTM-SEA,0.3783783783783784,2,ATYPICAL,PIKK,ATM,ATM
AURKB,-85.32349650760403,8,PTM-SEA,0.9054054054054054,4,OTHER,AUR,NA,AURKB
CDK3,0,56,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-45.874485596707814,22,PTM-SEA,0.7027027027027027,3,CMGC,CDK,CDK4,CDK6
CDK5,-72.8182169104976,13,PTM-SEA,0.8378378378378378,4,CMGC,CDK,CDK5,CDK5
PRKCE,39.6442610518569,28,PTM-SEA,0.6216216216216216,3,AGC,PKC,ETA,PRKCE
PRKCQ,27.41177993300176,35,PTM-SEA,0.527027027027027,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,21.344179544234823,42,PTM-SEA,0.4189189189189189,2,AGC,PKC,IOTA,PRKCZ
PRKCD,82.50818482122003,10,PTM-SEA,0.8783783783783784,4,AGC,PKC,DELTA,PRKCD
PRKAA1,-1.172314553242677,55,PTM-SEA,0.1891891891891892,1,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-31.470317239686985,33,PTM-SEA,0.5540540540540541,3,STE,STE20,PAKA,PAK1
PAK2,105.36008230452674,3,PTM-SEA,0.972972972972973,4,STE,STE20,PAKA,PAK2
PRKG2,3.1182534131880377,53,PTM-SEA,0.21621621621621623,1,AGC,PKG,NA,PRKG2
ROCK1,-41.65033643493375,27,PTM-SEA,0.6351351351351351,3,AGC,DMPK,ROCK,ROCK1
ATR,-24.959252117059105,37,PTM-SEA,0.5,3,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,56,PTM-SEA,0,1,CAMK,CAMK2,NA,CAMK2G
DYRK1A,-31.777792085567267,32,PTM-SEA,0.5675675675675675,3,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,22.888588502683554,39,PTM-SEA,0.47297297297297297,2,AGC,PKG,NA,PRKG1
PRKD1,28.42428791753474,34,PTM-SEA,0.5405405405405406,3,CAMK,PKD,NA,PRKD1
RPS6KA2,21.208062099831658,43,PTM-SEA,0.40540540540540543,2,AGC,RSK,RSK,RPS6KA2
RPS6KA1,25.468140659431416,36,PTM-SEA,0.5135135135135135,3,AGC,RSK,RSK,RPS6KA1
PKN1,-71.48913499512878,14,PTM-SEA,0.8243243243243243,4,AGC,PKN,NA,PKN1
MAPK14,76.58497739944156,11,PTM-SEA,0.8648648648648649,4,CMGC,MAPK,P38,MAPK14
PIM3,-3.335584213318608,52,PTM-SEA,0.22972972972972974,1,CAMK,PIM,NA,PIM3
BRSK2,0,56,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,56,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,56,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,56,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,56,PTM-SEA,0,1,CK1,VRK,NA,VRK1
PLK3,0,56,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,56,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-3.335584213318608,52,PTM-SEA,0.22972972972972974,1,CAMK,PIM,NA,PIM2
AKT3,42.98459122831743,25,PTM-SEA,0.6621621621621622,3,AGC,AKT,NA,AKT3
AAK1,303,267,KEA3,0.08285714285714285,1,OTHER,NAK,BIKE,AAK1
ABL1,42.333333333333336,24,KEA3,0.9257142857142857,4,TK,ABL,NA,ABL1
ABL2,100,98,KEA3,0.6828571428571428,3,TK,ABL,NA,ABL2
ACVR1,106.5,101,KEA3,0.6742857142857143,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,219,211,KEA3,0.26857142857142857,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,212,206,KEA3,0.28285714285714286,2,TKL,STKR,TYPE2,ACVR2B
AKT1,55.333333333333336,40,KEA3,0.8742857142857143,4,AGC,AKT,NA,AKT1
AKT2,49,32,KEA3,0.9028571428571428,4,AGC,AKT,NA,AKT2
AKT3,21,7,KEA3,0.9828571428571429,4,AGC,AKT,NA,AKT3
ALK,43,25,KEA3,0.9228571428571428,4,TK,ALK,NA,ALK
ARAF,112,108,KEA3,0.6514285714285715,3,TKL,RAF,RAF,ARAF
ATM,116,112,KEA3,0.6371428571428571,3,ATYPICAL,PIKK,ATM,ATM
ATR,88.33333333333333,80,KEA3,0.7371428571428571,3,ATYPICAL,PIKK,ATR,ATR
AURKA,21.333333333333332,8,KEA3,0.9771428571428571,4,OTHER,AUR,NA,AURKA
AURKB,21.666666666666668,9,KEA3,0.9742857142857143,4,OTHER,AUR,NA,AURKB
AURKC,185,185,KEA3,0.3628571428571429,2,OTHER,AUR,NA,AURKC
AXL,171,172,KEA3,0.4085714285714286,2,TK,AXL,NA,AXL
BLK,259,240,KEA3,0.16,1,TK,SRC,SRCB,BLK
BMP2K,329,288,KEA3,0.022857142857142857,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,146,145,KEA3,0.5142857142857142,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,115,110,KEA3,0.6428571428571429,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,193,192,KEA3,0.34,2,TKL,STKR,TYPE2,BMPR2
BMX,115.33333333333333,111,KEA3,0.64,3,TK,TEC,NA,BMX
BRAF,153,153,KEA3,0.4828571428571429,2,TKL,RAF,RAF,BRAF
BRSK1,224.66666666666666,216,KEA3,0.25142857142857145,2,CAMK,CAMKL,BRSK,BRSK1
BRSK2,308,272,KEA3,0.06857142857142857,1,CAMK,CAMKL,BRSK,BRSK2
BTK,74.33333333333333,66,KEA3,0.7828571428571428,4,TK,TEC,NA,BTK
BUB1,177,176,KEA3,0.39714285714285713,2,OTHER,BUB,NA,BUB1
CAMK1,170.66666666666666,171,KEA3,0.41714285714285715,2,CAMK,CAMK1,NA,CAMK1
CAMK1D,249,234,KEA3,0.18571428571428572,1,CAMK,CAMK1,NA,CAMK1D
CAMK2A,43.666666666666664,26,KEA3,0.92,4,CAMK,CAMK2,NA,CAMK2A
CAMK2B,144,142,KEA3,0.5228571428571429,3,CAMK,CAMK2,NA,CAMK2B
CAMK2D,92,83,KEA3,0.7257142857142858,3,CAMK,CAMK2,NA,CAMK2D
CAMK2G,3,2,KEA3,0.9971428571428571,4,CAMK,CAMK2,NA,CAMK2G
CAMK4,129.33333333333334,127,KEA3,0.5857142857142857,3,CAMK,CAMK1,NA,CAMK4
CAMKK1,96.33333333333333,93,KEA3,0.6971428571428572,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,167,166,KEA3,0.4342857142857143,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,291,258,KEA3,0.10857142857142857,1,AGC,DMPK,GEK,CDC42BPA
CDC7,202,199,KEA3,0.3142857142857143,2,OTHER,CDC7,NA,CDC7
CDK1,57,43,KEA3,0.8628571428571429,4,CMGC,CDK,CDC2,CDK1
CDK11A,208,203,KEA3,0.3,2,NA,NA,NA,CDK11A
CDK12,217,208,KEA3,0.27714285714285714,2,CMGC,CDK,CRK7,CDK12
CDK15,276,248,KEA3,0.13714285714285715,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,265,242,KEA3,0.15428571428571428,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,269,243,KEA3,0.15142857142857144,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,92,83,KEA3,0.7257142857142858,3,CMGC,CDK,CDK8,CDK19
CDK2,42.333333333333336,24,KEA3,0.9257142857142857,4,CMGC,CDK,CDC2,CDK2
CDK20,156,156,KEA3,0.4685714285714286,2,CMGC,CDK,CCRK,CDK20
CDK3,74.66666666666667,67,KEA3,0.78,4,CMGC,CDK,CDC2,CDK3
CDK4,35.333333333333336,19,KEA3,0.9457142857142857,4,CMGC,CDK,CDK4,CDK4
CDK5,51.66666666666667,35,KEA3,0.8914285714285715,4,CMGC,CDK,CDK5,CDK5
CDK6,40,22,KEA3,0.9371428571428572,4,CMGC,CDK,CDK4,CDK6
CDK7,72,61,KEA3,0.8,4,CMGC,CDK,CDK7,CDK7
CDK8,147,146,KEA3,0.5085714285714286,3,CMGC,CDK,CDK8,CDK8
CDK9,35.666666666666664,20,KEA3,0.9428571428571428,4,CMGC,CDK,CDK9,CDK9
CDKL3,306,270,KEA3,0.07428571428571429,1,CMGC,CDKL,NA,CDKL3
CDKL5,69.5,59,KEA3,0.8142857142857143,4,CMGC,CDKL,NA,CDKL5
CHEK1,19.666666666666668,6,KEA3,0.9857142857142858,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,52,36,KEA3,0.8857142857142857,4,CAMK,RAD53,NA,CHEK2
CHUK,67.66666666666667,57,KEA3,0.82,4,OTHER,IKK,NA,CHUK
CLK1,136,136,KEA3,0.5542857142857143,3,CMGC,CLK,NA,CLK1
CLK2,90.5,81,KEA3,0.7342857142857143,3,CMGC,CLK,NA,CLK2
CLK3,207,202,KEA3,0.3028571428571429,2,CMGC,CLK,NA,CLK3
CLK4,325,286,KEA3,0.02857142857142857,1,CMGC,CLK,NA,CLK4
CSF1R,201,198,KEA3,0.32,2,TK,PDGFR,NA,CSF1R
CSK,151,150,KEA3,0.4942857142857143,2,TK,CSK,NA,CSK
