Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P53778	p38[gamma]	1.73066004504975	NA	1.73066004504975	1.79588001734408	-0.375582275568187	-0.412292861938477	0.137700790451195	6.88888888888889
P45983	JNK1	1.53109112701743	NA	1.53109112701743	1.74472749489669	-0.170229830533311	-0.192921245799345	0.0519118488047187	16.4444444444444
P53779	JNK3	1.32575652897361	NA	1.32575652897361	1.61978875828839	-0.153143128838115	-0.192921245799345	0.0667088087991484	16
Q9UHD2	TBK1	1.63246615406127	NA	1.63246615406127	1.61978875828839	-0.529964168866475	-0.529964168866475	0	3
Q13164	ERK5	1.52228498289765	NA	1.52228498289765	1.44369749923271	-0.296139636732927	-0.250363783402876	0.115030730777361	9.11111111111111
P11309	Pim1	1.14371301162565	NA	1.14371301162565	1.42021640338319	0.0547516391858584	0.063338059060117	0.0125649396452866	46.2222222222222
P27361	ERK1	1.63777244546517	NA	1.63777244546517	1.39794000867204	-0.229809409974212	-0.197935257639204	0.0999803524038298	13.3333333333333
O14965	AurA/Aur2	1.25965587654201	NA	1.25965587654201	1.2518119729938	0.363056480884552	0.363056480884552	0	4
P28482	ERK2	1.29054632012177	NA	1.29054632012177	1.10790539730952	-0.187550536429147	-0.167970555169242	0.0557014071571818	13.4444444444444
P24941	CDK2	0.887317054716025	NA	0.887317054716025	0.97469413473523	-0.151228042810568	-0.148074062665304	0.0134239229424084	12.8888888888889
Q15139	PKD1	0.949242625408605	NA	0.949242625408605	0.928117992693875	-0.270991063117981	-0.270991063117981	0	5
O96017	CHK2	0.922328353060408	NA	0.922328353060408	0.899629454882437	0.152529978372303	0.158311118682226	0.00764448519663872	13.2222222222222
Q16539	MAPK14	0.964873106242519	NA	0.964873106242519	0.835647144215563	-0.272136079739431	-0.238820624351501	0.112649544894088	6.33333333333333
Q9BWU1	CDK11	0.792283948098213	NA	0.792283948098213	0.790484985457369	-0.313905318578084	-0.313905318578084	0	3
Q92772	CDKL2	0.7594507517174	NA	0.7594507517174	0.7594507517174	-0.267143070697784	-0.267143070697784	NA	4
P05771	PKC[beta]	0.733752850680491	NA	0.733752850680491	0.735182176990464	0.165134085549249	0.165134085549249	0	9
O75116	ROCK2	0.666571395465371	NA	0.666571395465371	0.703334809738469	-0.213786326249441	-0.213506197929382	0.123505908843677	4.2
O15264	p38[delta]	1.20909598693747	NA	1.20909598693747	0.686132779630847	-0.181297858657559	-0.153261712619237	0.0606658665429832	10.4444444444444
Q05513	PKC[zeta]	0.572488541029019	NA	0.572488541029019	0.669586226650809	0.152879941610642	0.17953211920602	0.0587123197825508	7.33333333333333
O14757	CHK1	0.651769686764143	NA	0.651769686764143	0.653647025549361	0.219116018878089	0.216188788414001	0.00580854287861097	4.77777777777778
Q96GD4	AurB/Aur1	0.677583405255384	NA	0.677583405255384	0.630784142589857	0.26077303621504	0.257983048756917	0.00418498118718466	3.33333333333333
Q00526	CDK3	0.662853551921334	NA	0.662853551921334	0.609064892896621	-0.1557919520521	-0.153852224349976	0.0481769102416624	9
O43930	PRKY	0.612555487324371	NA	0.612555487324371	0.608892724609345	0.133608657289046	0.125649475134336	0.0595880564678405	8.5
P50613	CDK7	0.556411651254882	NA	0.556411651254882	0.595166283380062	-0.128815715320985	-0.13752590526234	0.0238241578482749	10
Q00532	CDKL1	0.484599332490038	NA	0.484599332490038	0.549750891680639	-0.149537066959199	-0.16221563021342	0.0770834036092729	5.6
P45984	JNK2	0.470628526418245	NA	0.470628526418245	0.448550002027125	-0.0890437312609342	-0.0921916961669922	0.0479231229105017	12.3333333333333
Q15759	p38[beta]	0.451602072617297	NA	0.451602072617297	0.448550002027125	-0.183355581760407	-0.186467707157135	0.133152716025722	4
Q86V86	Pim3	0.52084418877291	NA	0.52084418877291	0.448550002027125	0.0355145265963138	0.0342046749301073	0.00981065980532246	42.4444444444444
P50750	CDK9	0.471616080834652	NA	0.471616080834652	0.411168274405793	-0.161820856730143	-0.139275550842285	0.0338179588317871	5.66666666666667
Q16566	CaMK4	0.330521310804094	NA	0.330521310804094	0.387216143280265	-0.0888088281149472	-0.115218415856361	0.0691905347368975	8.66666666666667
Q16644	MAPKAPK3	0.527404488903929	NA	0.527404488903929	0.380906669373257	0.0792685885560056	0.0545197569805643	0.0553173959478114	20.3333333333333
P49137	MAPKAPK2	0.340346926262997	NA	0.340346926262997	0.362510270487489	0.068253702031685	0.0796693380062397	0.0295101601073895	16.4444444444444
Q00537	PCTAIRE2	0.35261702988538	NA	0.35261702988538	0.35261702988538	0.172733863194784	0.172733863194784	NA	3
Q00534	CDK6	0.356852101786611	NA	0.356852101786611	0.309803919971486	-0.160106031982987	-0.1408811211586	0.0576747324731615	3.88888888888889
P31749	Akt1/PKB[alpha]	0.348278209050849	NA	0.348278209050849	0.306273051076353	0.0498803784955043	0.0535351097583771	0.0242652483973846	20.6666666666667
Q96S38	RSKL1	0.301330262824453	NA	0.301330262824453	0.304518323509803	0.160947879155477	0.160947879155477	0	3
O43293	DAPK3	0.297569463554475	NA	0.297569463554475	0.297569463554475	0.159703811009725	0.159703811009725	NA	3
P10398	ARAF	0.290292055242002	NA	0.290292055242002	0.294136287716081	-0.155046105384827	-0.155046105384827	0	3
P15056	BRAF	0.284217711223089	NA	0.284217711223089	0.292429823902064	-0.151682254340914	-0.155046105384827	0.0100915531317393	3.11111111111111
Q13464	ROCK1	0.309104227823283	NA	0.309104227823283	0.282329496997738	0.0145590257644653	0.122120022773743	0.147283960924317	4.4
Q13131	AMPK[alpha]1	0.199300133314952	NA	0.199300133314952	0.279014255846261	0.043358117815048	0.106994271278381	0.0774197427813476	5.22222222222222
P49674	CK1[epsilon]	0.27083521030723	NA	0.27083521030723	0.27083521030723	0.14390230178833	0.14390230178833	NA	3
P48729	CK1[alpha]	0.259690299207652	NA	0.259690299207652	0.269217724333611	0.081517802896323	0.107452114423116	0.0644094301334243	6.33333333333333
P31751	Akt2/PKB[beta]	0.361768018803351	NA	0.361768018803351	0.241088107602027	0.0582668340787299	0.0462022051215172	0.022391120514097	19.5555555555556
Q9HBY8	SGK2	0.393280748293093	NA	0.393280748293093	0.241088107602027	0.0864615465839562	0.0255104194987904	0.139839270004122	10.3333333333333
P51817	PRKX	0.283466424919337	NA	0.283466424919337	0.235077015350112	-0.0415456500753596	-0.0384338660673662	0.0213353087072859	22
P23443	p70S6K	0.210637180263817	NA	0.210637180263817	0.226213555018806	0.0513437719836371	0.0455259715809542	0.019866115506761	14
O95819	HGK/ZC1	0.215614930393711	NA	0.215614930393711	0.214670164989233	-0.123936533927917	-0.123936533927917	0	3
O76039	CDKL5	0.182966442411696	NA	0.182966442411696	0.196542884351586	-0.103443174135117	-0.1214333375295	0.0316478757464579	3.71428571428571
Q9UBS0	p70S6K[beta]	0.188442799637916	NA	0.188442799637916	0.18575240426808	-0.0309906239770657	0.00343237072229385	0.071230652042073	15.2222222222222
P06493	CDC2/CDK1	0.238304400306893	NA	0.238304400306893	0.181774106386044	-0.0662829702566152	-0.058078333735466	0.0358048523352434	10.2222222222222
Q15131	CDK10	0.190478514755089	NA	0.190478514755089	0.171342015502269	0.0892692062589857	0.0911991596221924	0.0351635576845087	3.83333333333333
P17612	PKA[alpha]	0.175270842716873	NA	0.175270842716873	0.17134010346468	0.00940316742139715	0.0200931510409793	0.0212688052061625	33
P11802	CDK4	0.15764581045572	NA	0.15764581045572	0.158640529545145	-0.0714147090911865	-0.0714147090911865	0	5
Q8IWB6	SgK307	0.156010846109011	NA	0.156010846109011	0.156144577376839	0.089911142985026	0.089911142985026	0	3
Q15418	RSK3	0.147088200328472	NA	0.147088200328472	0.151195298948196	0.0480417807896932	0.0480417807896932	0	9
Q05655	PKC[delta]	0.156743180899593	NA	0.156743180899593	0.147520006363144	0.033143775475885	0.030797905392117	0.00484016508380971	17.6666666666667
Q13237	PKG2	0.131358131413446	NA	0.131358131413446	0.136677139879544	-0.0172253319072114	-0.0229600209456224	0.0189123623310567	23.8888888888889
Q04759	PKC[theta]	0.244888284780797	NA	0.244888284780797	0.130768280269024	-0.0368200971137757	-0.0228008596520675	0.0434502506084413	18
Q13535	ATR	0.111604898651098	NA	0.111604898651098	0.121478204498793	0.0467194362922951	0.0519642432530721	0.015734420882331	5.88888888888889
Q9P1W9	Pim2	0.113332205952104	NA	0.113332205952104	0.119186407719209	0.00775745005716876	0.0177048785345895	0.0165519601495286	29.3333333333333
Q14164	IKK[epsilon]	0.137208056628945	NA	0.137208056628945	0.113509274827518	0.0710975903051871	0.0470378398895264	0.0337879530060688	4.33333333333333
Q96Q40	PFTAIRE2	0.177813182627828	NA	0.177813182627828	0.11137651145465	0.0933829744656881	0.0662071704864502	0.0421005744925542	3.33333333333333
Q02156	PKC[epsilon]	0.191639772261654	NA	0.191639772261654	0.103473782510445	-0.0424774678871876	-0.0283851202796487	0.037260913335158	15.3333333333333
P05129	PKC[gamma]	0.236670253358811	NA	0.236670253358811	0.0958256317158365	0.0233599528586691	-0.0259383817513784	0.0812936163700293	11.3333333333333
Q15349	RSK1/p90RSK	0.0917301324124856	NA	0.0917301324124856	0.0958256317158365	-0.0388707121213277	-0.0388707121213277	0	6
P41279	COT	0.0886027072777709	NA	0.0886027072777709	0.0904439707588247	-0.0497367978096008	-0.0497367978096008	0	4
P16066	ANP[alpha]	0.0769179939345915	NA	0.0769179939345915	0.0893755951107988	0.0136882947883729	0.0193748399615288	0.0146176625238714	15.2222222222222
P24723	PKC[eta]	0.288039384066911	NA	0.288039384066911	0.0893755951107988	0.0511100747064211	-0.0201052794089684	0.106942235413219	10.7777777777778
Q8NI60	ADCK3	0.0847011587107517	NA	0.0847011587107517	0.0851281824599496	0.0157979295524971	0.033976212143898	0.0335035147813826	7.11111111111111
O75582	MSK1	0.0859148072392238	NA	0.0859148072392238	0.0840727883028842	0.0344678844724383	0.0344678844724383	0	7
P51812	RSK2	0.0859148072392238	NA	0.0859148072392238	0.0840727883028842	0.0344678844724383	0.0344678844724383	0	7
O60285	NuaK1	0.071631200636773	NA	0.071631200636773	0.0726296369609765	0.049408753712972	0.049408753712972	0	3
P17252	PKC[alpha]	0.078317942382931	NA	0.078317942382931	0.0726296369609765	0.00668848263822336	0.0151631534099579	0.0159045478895742	19.8888888888889
P41743	PKC[iota]	0.171231410402655	NA	0.171231410402655	0.0716041477432862	0.0380287271228096	-0.00217548700479361	0.0530928773189322	11.3333333333333
P42345	mTOR/FRAP	0.343205134899832	NA	0.343205134899832	0.0574958938319193	0.115967086067906	-0.028028666973114	0.170757957375278	3.55555555555556
Q00535	CDK5	0.0524953550664797	NA	0.0524953550664797	0.0535477349869269	0.0242378115653992	0.0242378115653992	0	6
O14920	IKK[beta]	0.164838274136511	NA	0.164838274136511	0.0447934624580583	-0.0224645296732585	0.0289847056070964	0.115043987477254	3.2
Q13976	PKG1	0.10568769938601	NA	0.10568769938601	0.0428718023231869	-0.00474438359349308	-8.45159803118025e-05	0.0219371586788169	27.4444444444444
Q16512	PKN1/PRK1	0.182387594803	NA	0.182387594803	0.0371573187987575	-0.0438789515583604	0.0170512914657593	0.0722547080852892	5.88888888888889
P04049	RAF1	0.017221136738635	NA	0.017221136738635	0.0114410431213845	-0.00947035043327897	-0.0069079597791036	0.016028740467845	5.33333333333333
Q13153	PAK1	0.00947388535146555	NA	0.00947388535146555	0.00877392430750515	-0.00501197576522827	-0.00501197576522827	0	6
