Kinase	Observed	SamplingAvg	SD	Z
DYRK	8	15.3155	2.559538116083416	-2.8581328615625843
P38	8	14.68	2.5998037406206014	-2.569424720654264
CK1	6	11.7725	2.391150884255454	-2.414109472559452
PLK	7	13.029	2.504854516349011	-2.406926214935493
STE7	8	14.4615	2.703918145334347	-2.389680327841809
CAMK1	2	6.0375	1.8745267870419107	-2.1538769293189777
AUR	6	3.12	1.4354895733364206	2.0062841649947982
DMPK	34	29.2015	2.4299897479387735	1.9746996891942874
IRAK	1	3.9745	1.5947166866422788	-1.86522159385119
JNK	9	13.6605	2.550586696477523	-1.8272266559048413
ERK	12	16.7635	2.62087814503566	-1.8175205928680012
FRAY	9	5.713	1.8927287737828558	1.7366460770977334
TAO	1	0.2715	0.44484457212230133	1.637650643964052
WNK	1	0.279	0.44861969396684703	1.607151914408113
MARK	0	1.6955	1.0594059280843344	-1.6004252525430733
AKT	15	11.322	2.40441398334431	1.529686661896823
NMO	1	3.173	1.4283175576610272	-1.5213703621752321
MST	4	7.034	2.0002110944125637	-1.5168399017859895
GSK	3	5.911	1.925599378500949	-1.511737089501021
STE11	1	2.8485	1.351836336521685	-1.3673992554130077
PDHK	21	17.6005	2.564212811697156	1.3257479973941781
PKCI	5	3.118	1.48161182054997	1.2702382458729353
ATM	0	1.1195	0.9102933961275984	-1.2298232688080233
PAKA	12	9.289	2.2189954868104715	1.2217239810148166
RIPK	8	10.784	2.4021301202385517	-1.1589713548587977
ATR	2	3.745	1.5582647703606964	-1.119835366358234
CHK1	2	3.6815	1.5685304886890066	-1.0720225154216891
CAMK2	3	4.883	1.7643320077912938	-1.0672594453224609
NEK	4	6.016	1.8953997652566772	-1.0636278620236037
MSN	2	1.111	0.8666340215244448	1.025807870358254
CDK	26	28.383	2.396911260726166	-0.9941961719842928
RAF	5	6.8645	2.0523756656461476	-0.9084594166697064
NAK	0	0.569	0.6296326060563451	-0.9037016103150808
HAL	0	0.571	0.632581282950871	-0.9026507982284804
TTK	0	0.584	0.6489642342137542	-0.8998955091994231
NUAK	0	0.5525	0.6167932935623504	-0.8957620093580815
DAPK	5	6.8035	2.019139968676405	-0.8932020701775507
TLK	0	0.5555	0.6221843028020931	-0.8928222674507037
PKCA	36	34.3105	1.8957549138395167	0.8912016989465261
PKCD	5	3.6255	1.5625205551424344	0.879668427705711
PIM	18	20.2305	2.6675696268058173	-0.8361543697252353
STKR	1	1.961	1.1705400813475038	-0.8209885464953194
LKB	2	3.0855	1.454389003563642	-0.7463615286833405
PKA	19	17.0025	2.683858285686639	0.7442643341688057
PKN	1	0.569	0.634381762119668	0.6794016249141435
NIK	0	0.304	0.4600976471603188	-0.6607293079550842
KHS	0	0.3025	0.4594554381545885	-0.6583881153197293
CAMKK	0	0.298	0.45749388009585723	-0.6513748335552838
PASK	0	0.2925	0.4550244758656598	-0.6428225634314162
PDK	0	0.2925	0.4550244758656598	-0.6428225634314162
PAKB	1	0.59	0.6411751342467893	0.6394508740293575
CLK	0	0.2895	0.45364374383778466	-0.6381659703953071
MOS	0	0.2885	0.4531781495368116	-0.6366149830808759
BUD32	0	0.2825	0.4503278223403334	-0.6273207782984853
SLK	0	0.28	0.4491111782456685	-0.6234536425785356
ULK	0	0.2765	0.44737883713018434	-0.6180444336027909
BRSK	0	0.2675	0.4427660453167595	-0.6041565355550869
IKK	15	16.5415	2.594348294184065	-0.5941761957928661
PEK	29	27.5465	2.4610701296573296	0.590596741833756
MELK	9	7.901	2.0717975703688554	0.5304572298558774
MLK	6	5.111	1.8081243477229143	0.49166972455161856
MLCK	1	1.4625	0.991506577207798	-0.4664618577745149
VRK1	1	1.463	1.0015650584376143	-0.4622765102471269
MTOR	8	7.081	2.0790864099767656	0.4420210702114443
NDR	1	1.4445	1.0185472346605322	-0.4364058777776228
COT	1	1.412	0.9958673987725318	-0.41370969720247436
MAPKAPK	15	13.936	2.5822931899882184	0.412036868673636
QIK	19	20.091	2.7080224690438635	-0.4028770117203668
AMPK	6	6.806	2.067728645368013	-0.3897996972695364
PKCH	4	4.5585	1.724837755454501	-0.3237985707547512
PKD	13	12.192	2.5294930653361734	0.31943159325982
PRKDC	3	3.4165	1.5192701671922806	-0.27414478938247155
GRK	3	3.3905	1.5499067247507876	-0.2519506456511369
PKG	13	13.6325	2.5261897330334557	-0.25037707648367824
CK2	2	2.2725	1.2724202437238725	-0.21415880590087114
RSK	23	23.54	2.621227845439777	-0.206010324871015
PHK	28	27.4975	2.479327990331618	0.20267588715956467
BARK2	1	0.8525	0.7635674610889446	0.19317219174013275
SGK	7	7.368	2.0872839713820914	-0.1763056704528468
RAD53	9	9.333	2.300599352057925	-0.1447448899358013
PDK1	18	17.8775	2.6252504108865367	0.04666221534220462
