Kinase	Observed	SamplingAvg	SD	Z
P38	11	21.8285	2.8881236779593764	-3.749320045619012
DYRK	14	22.5945	2.8751004941437635	-2.9892868153673136
PKCH	12	6.737	1.84133817185534	2.858247377067613
JNK	12	20.064	2.8344172170801247	-2.845029289056863
PAKA	20	13.8205	2.4423886630081206	2.5301050948988353
MSN	4	1.6715	0.969565768212474	2.401590563879855
ERK	18	24.791	2.8606661296545384	-2.373922608305255
STKR	0	2.8985	1.3015547519740356	-2.2269520322552068
PKG	26	20.0825	2.7013593654326344	2.190563786411397
RSK	41	34.796	2.890425795733272	2.1463965652251273
PKCD	9	5.4095	1.7024273492398199	2.109047414918032
PKA	31	25.0565	2.979386870324418	1.9948735289126205
DMPK	48	43.0835	2.5843504374584723	1.9024122768872758
MELK	16	11.73	2.286638221752315	1.8673701678649361
PLK	14	19.2075	2.8036358424318384	-1.8574095541177986
GRK	2	4.959	1.6552005450767018	-1.7876987829670392
MLCK	4	2.0715	1.082577358376035	1.7813969459816954
NDR	4	2.101	1.082767376954209	1.7538393198932793
PDHK	31	25.985	2.893088311820086	1.7334417271365588
ATM	0	1.6645	0.9733516613888139	-1.7100705387660513
PKN	2	0.826	0.6869934351869711	1.708895514671819
NMO	2	4.6185	1.5691363371046543	-1.6687523818558783
HAL	2	0.8375	0.6973786048189531	1.6669567892777517
CK1	13	17.0965	2.635082461667926	-1.5546003055278357
PKCI	7	4.5995	1.547351575579779	1.5513604263469043
AUR	7	4.6245	1.608973010051299	1.4764076122844731
ATR	3	5.4675	1.678199012621263	-1.4703262136627577
CHK1	3	5.4535	1.6947784182433618	-1.4476818760431545
CDK	38	41.7485	2.607421537369201	-1.4376271524481261
PIM	34	29.881	2.9056945005050223	1.4175612746915065
RAF	7	9.98	2.1730073585909104	-1.3713713339343616
PRKDC	3	5.1015	1.6749927015587673	-1.2546323324539383
FRAY	11	8.408	2.1051726475370063	1.2312529345431924
NAK	0	0.8385	0.6997589451308538	-1.198269783951389
TTK	0	0.8225	0.6871898318022948	-1.1969036239125175
PAKB	0	0.842	0.7066014738318982	-1.1916193656288825
BRSK	1	0.4135	0.4925840735699515	1.1906596893184196
NUAK	0	0.828	0.6976097258961005	-1.1869100576778933
TLK	0	0.8075	0.6904216762569979	-1.1695750984785445
SLK	1	0.4285	0.49498510596538536	1.1545801946613832
TAO	1	0.4285	0.49498510596538536	1.1545801946613832
PASK	1	0.431	0.495339964913412	1.1487060207214739
PKD	15	18.022	2.6978056041047083	-1.120169665079659
IRAK	4	5.802	1.725480988687259	-1.0443464818299482
VRK1	1	2.082	1.0797494753250554	-1.0020843026335038
WNK	0	0.432	0.4954783036366853	-0.871884796628287
GSK	7	8.8165	2.0945217259867026	-0.86726242915636
ULK	0	0.425	0.49446663044568756	-0.8595119950095038
NIK	0	0.422	0.4940020435276607	-0.8542474783839045
BUD32	0	0.4215	0.49392279747439527	-0.8533722317643181
COT	3	2.1	1.0561996870333965	0.8521115950411585
BARK2	2	1.276	0.8504031942534072	0.8513608661073057
CLK	0	0.416	0.4930167672264131	-0.8437846897993149
MOS	0	0.4125	0.49240733391293595	-0.837721072759114
STE7	19	21.4155	2.8920653123478113	-0.8352162690402974
KHS	0	0.4055	0.491111336839811	-0.8256783535263097
CAMKK	0	0.403	0.49062343572014466	-0.8214038928011468
PDK1	24	26.2695	2.974944520062303	-0.7628713694306043
MTOR	9	10.541	2.2257124472736756	-0.6923625744590706
MST	12	10.459	2.2816489565620057	0.6753887339102256
PKCA	52	50.6635	2.1266238535545616	0.6284609277593204
QIK	28	29.679	2.9240783363409624	-0.5741980230601519
NEK	10	8.797	2.133088379091806	0.5639710064484973
MAPKAPK	19	20.5105	2.8731545831419014	-0.5257287612935231
PEK	42	40.584	2.7658215568691737	0.5119636140239162
RIPK	17	15.8425	2.676055751884403	0.4325395684245075
MARK	2	2.478	1.1769488537324597	-0.40613489573834755
LKB	4	4.631	1.5874819840000587	-0.39748482588132283
CAMK1	8	8.8155	2.1426047529966374	-0.38061149582509113
AKT	16	16.697	2.6020331066579594	-0.26786746033958925
CK2	3	3.2875	1.3314391142885689	-0.2159317665484243
MLK	8	7.601	1.9538955586025992	0.20420743485663054
PHK	41	40.619	2.7178175557113957	0.14018601035207182
STE11	4	4.153	1.4891943627092343	-0.10274011494487029
IKK	24	24.263	2.8289277856120867	-0.09296808541300292
RAD53	14	13.7745	2.539266367840015	0.08880517729686552
SGK	11	10.8655	2.2882368242561655	0.05877888100315881
CAMK2	7	7.0745	1.9531659372898387	-0.03814320052262113
AMPK	10	10.0765	2.222412497412289	-0.03442205265182484
DAPK	10	10.0545	2.1927000973362567	-0.024855200246585822
