Kinase	Observed	SamplingAvg	SD	Z
PKCH	9	3.6135	1.5822039801230936	3.4044282960158756
PKCD	7	2.9495	1.4604849393708461	2.773393885009791
P38	6	11.778	2.381291934147894	-2.4264139634217345
CDK	18	22.6315	2.2307388569538933	-2.076217924640619
CK1	5	9.3445	2.2742924070964334	-1.9102644789403225
WNK	1	0.225	0.41768676195871685	1.8554574159010555
PASK	1	0.227	0.41899735009865496	1.8448804027471615
DMPK	27	23.3885	2.184251182124736	1.6534270552560277
JNK	7	10.914	2.4338376656818026	-1.6081598436860218
PDHK	18	14.0775	2.447956289437681	1.6023570424539872
STE7	8	11.573	2.3673768683119105	-1.509265401645905
STKR	0	1.6075	1.0677142674322748	-1.505552608064183
MARK	0	1.387	1.0028628355530316	-1.3830405822498497
CHK1	1	3.008	1.4546456602893019	-1.3804049019062459
ERK	10	13.3485	2.4458206740038593	-1.3690701185048189
MAPKAPK	8	11.124	2.4102964059181997	-1.2961061520605455
GRK	1	2.785	1.4088177255031418	-1.2670198335008238
AUR	4	2.459	1.3012169622285885	1.1842759852751505
RIPK	6	8.5625	2.188032790829898	-1.171143325977336
PKCI	4	2.4695	1.3292679288289877	1.1513856362639296
NMO	1	2.484	1.3448599645175259	-1.1034606123711856
MSN	0	0.8925	0.8296311794689093	-1.075779240326209
PLK	8	10.446	2.334696854990461	-1.0476734890748776
PAKB	1	0.4285	0.5718839704326559	0.9993285868244123
COT	2	1.103	0.9048759032044671	0.991296151022946
NEK	3	4.769	1.7931108786998242	-0.986553604137795
BARK2	0	0.677	0.715490715161099	-0.9462037531088962
PKN	1	0.445	0.5883435000380463	0.9433264750339043
HAL	1	0.4635	0.5956888219417024	0.9006380181035276
PEK	20	22.037	2.270508446208063	-0.8971558786323643
MTOR	4	5.7075	1.9054550977561193	-0.8961113814808686
QIK	14	16.108	2.3841514400399406	-0.8841720222120983
FRAY	6	4.5765	1.7417418242354823	0.8172853061186774
PIM	18	16.059	2.4697305084547576	0.7859157075459335
RSK	17	18.8915	2.41259985680065	-0.7840089995314514
TLK	0	0.4465	0.5764580660819791	-0.7745576413471548
NAK	0	0.4425	0.5752035983804299	-0.7692928230037567
AMPK	4	5.3985	1.8366775553213228	-0.7614292426823585
NUAK	0	0.452	0.5973896862338763	-0.7566250479641581
TTK	0	0.4305	0.5902066773266637	-0.7294055057966241
PAKA	9	7.459	2.1423383969166614	0.7193074643193013
MST	7	5.6555	1.8829743881086478	0.7140298925417048
CAMK2	5	3.859	1.6162998523189636	0.7059333689618088
CAMK1	6	4.7925	1.7421140119450587	0.6931234073778179
CK2	1	1.7925	1.1623765782459776	-0.6817928155399344
SLK	0	0.243	0.4290023560666717	-0.5664304555992581
PKA	15	13.612	2.452032265512744	0.5660610667819885
BUD32	0	0.233	0.4228479634574347	-0.5510254751964877
CAMKK	0	0.233	0.4228479634574347	-0.5510254751964877
ULK	0	0.223	0.4163624368737167	-0.5355910626194077
BRSK	0	0.2225	0.41602919386152765	-0.5348182369962661
KHS	0	0.2225	0.41602919386152765	-0.5348182369962661
MOS	0	0.2215	0.4153600991982776	-0.5332722147060738
TAO	0	0.217	0.4123057093941333	-0.5263085013275047
CLK	0	0.216	0.4116171939523161	-0.5247594200960968
NIK	0	0.209	0.40669607921693224	-0.5138972581255673
PKG	12	10.867	2.3541627048741787	0.48127514621405654
IKK	12	13.1515	2.4057101801204914	-0.4786528358716622
PHK	21	22.039	2.2897817691376483	-0.45375503203141404
AKT	10	9.023	2.2952352934996147	0.4256644200126162
LKB	3	2.5525	1.382461337497305	0.32369802168219564
PDK1	15	14.3465	2.445286785579938	0.2672488167251972
PKCA	27	27.4355	1.7599398979005252	-0.24745163202420695
RAD53	8	7.4885	2.098110765520304	0.24379075137777795
DAPK	5	5.452	1.8802828861280243	-0.24038936020461352
STE11	2	2.292	1.255198694183889	-0.23263249185409146
RAF	5	5.4135	1.8580214939380997	-0.2225485557347249
MELK	6	6.393	2.004385137614512	-0.19607010280854642
NDR	1	1.155	0.9221714591658375	-0.16808154108370188
GSK	5	4.7055	1.769275252033648	0.16645233671894452
PRKDC	3	2.769	1.4073483274077276	0.16413846913471059
VRK1	1	1.146	0.9370822063889408	-0.15580276629369896
MLCK	1	1.138	0.9414877586032651	-0.14657652076616318
PKD	10	9.726	2.285286692656704	0.11989742944744808
ATM	1	0.9055	0.81847706281311	0.11545833633407274
IRAK	3	3.165	1.5231332730538527	-0.10832932542349248
ATR	3	2.8885	1.3939294349553055	0.07998970192029486
DYRK	12	12.191	2.452861036347517	-0.07786825147029658
SGK	6	5.861	1.928091742859878	0.07209200522472332
MLK	4	4.0585	1.6785370097935355	-0.03485177845866866
