Kinase Score
CK1 -3.3202129716791835
CDK -3.304569318958871
STE7 -3.187996628377772
PLK -3.0261925572604653
JNK -3.0144749492911806
P38 -2.9695120442557594
PKCH 2.722484774949555
NMO -2.6711032677544555
PKCD 2.624566737652541
RAD53 2.3583338995847174
DYRK -2.2764566864950444
PKCI 2.2716850856887607
DMPK 2.0889036552190143
FRAY 1.9907097971013628
ERK -1.9891781328083888
STKR -1.7982879636754177
GRK -1.7394731783459199
RIPK -1.7227535995859622
AUR 1.6655244267016047
PEK -1.6109613768760345
MARK -1.6019709088655731
PAKA 1.5170809652301784
IKK -1.4931649727165852
PAKB 1.4679158775280106
PKN 1.4267150981368868
NUAK -1.4043763536618794
PIM 1.3918478248960384
NAK -1.3796678346528228
NDR -1.3498063458387644
TTK -1.3443580975751135
TLK -1.3309193108604243
PDK1 -1.3110256832676408
PKA 1.207324354098525
STE11 -1.1972295228145857
MLK 1.1184647663721012
WNK 1.0260903450982772
PKD 1.0208983825160842
PASK 1.017910383020778
CAMKK -1.0077802179750976
ATM -1.0073335158639074
BRSK 0.9967552042444698
CLK -0.9957589349705606
TAO -0.989801960390097
ULK -0.9858500872228584
MOS -0.980931793507198
NIK -0.9721381224820264
BUD32 -0.9653501780098116
SLK -0.9538157921868476
PHK 0.9321653848338791
KHS -0.9217991598102198
AKT 0.9180131350240933
PDHK 0.8797288942542766
PKG 0.8698195907044797
CHK1 -0.7794877488839402
ATR -0.7754869089111024
CAMK2 -0.6537585334896736
CK2 -0.6374104343866935
BARK2 0.6338592759452851
QIK -0.6048682503282313
GSK -0.5830935448434752
CAMK1 -0.577830577830311
COT 0.554178626480284
MELK 0.5497578495372129
MST -0.5274593315651424
PRKDC -0.4794214297781266
IRAK -0.4489622563151514
VRK1 -0.40610220421539617
MLCK -0.3988794720986327
PKCA 0.3875465974162065
MTOR 0.3527080322989973
DAPK -0.33936612773608105
SGK -0.30723856164969293
AMPK -0.28772461780315856
LKB -0.23027663636339474
NEK -0.1289195176283354
RAF 0.11285044912861342
RSK 0.11137291197235583
MSN 0.015081131251837396
HAL -0.009222817363543415
MAPKAPK -0.0016072044148940777
