Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-54.26802343112945,21,PTM-SEA,0.5967741935483871,3,AGC,SGK,SGK,SGK1
CHEK1,-18.746303023628883,38,PTM-SEA,0.3064516129032258,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,-52.90186693232174,22,PTM-SEA,0.5806451612903226,3,OTHER,AUR,AUR,AURKA
DAPK3,0,45,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,0,45,PTM-SEA,0,1,AGC,RSK,MSK,RPS6KA5
CHEK2,19.815787194076258,36,PTM-SEA,0.3387096774193548,2,CAMK,RAD53,RAD53,CHEK2
RAF1,-92.19313959949083,2,PTM-SEA,0.9193548387096774,4,TKL,RAF,RAF,RAF1
PRKCG,0,45,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-43.89486638442098,25,PTM-SEA,0.532258064516129,3,AGC,PKC,ALPHA,PRKCB
CDK1,41.93915343915344,26,PTM-SEA,0.5,3,CMGC,CDK,CDC2,CDK1
ARAF,-93.49099834829998,1,PTM-SEA,0.9838709677419355,4,TKL,RAF,RAF,ARAF
PIM1,-74.6783670902013,10,PTM-SEA,0.7903225806451613,4,CAMK,PIM,PIM,PIM1
CDK4,0,45,PTM-SEA,0,1,CMGC,CDK,CDK4,CDK4
SRC,0,45,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-93.49099834829998,1,PTM-SEA,0.9838709677419355,4,TKL,RAF,RAF,BRAF
PRKCA,-30.982718952176693,30,PTM-SEA,0.43548387096774194,2,AGC,PKC,ALPHA,PRKCA
PRKACA,-30.05411800181916,31,PTM-SEA,0.41935483870967744,2,AGC,PKA,PKA,PRKACA
PRKACG,-86.95771333286662,6,PTM-SEA,0.8548387096774194,4,AGC,PKA,PKA,PRKACG
PRKACB,-92.19313959949083,2,PTM-SEA,0.9193548387096774,4,AGC,PKA,PKA,PRKACB
RPS6KB1,-51.25695093363508,23,PTM-SEA,0.5645161290322581,3,AGC,RSK,P70,RPS6KB1
CDK2,41.93915343915344,26,PTM-SEA,0.5,3,CMGC,CDK,CDC2,CDK2
MAPK3,-57.91509530073157,19,PTM-SEA,0.6290322580645161,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,-57.91509530073157,19,PTM-SEA,0.6290322580645161,3,CMGC,MAPK,ERK1,MAPK1
AKT1,-33.25569958006899,29,PTM-SEA,0.45161290322580644,2,AGC,AKT,AKT,AKT1
AKT2,-66.71944810503904,13,PTM-SEA,0.7419354838709677,3,AGC,AKT,AKT,AKT2
MAP3K8,-45.631097637496815,24,PTM-SEA,0.5483870967741935,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,-92.19313959949083,2,PTM-SEA,0.9193548387096774,4,AGC,PKC,IOTA,PRKCI
MTOR,0,45,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,-66.92023809001839,12,PTM-SEA,0.7580645161290323,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,45,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,45,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,45,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,-62.471652847286165,18,PTM-SEA,0.6612903225806451,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,7.48103305227872,42,PTM-SEA,0.24193548387096775,1,CMGC,GSK,GSK,GSK3B
RPS6KA3,-63.94948259349067,16,PTM-SEA,0.6935483870967742,3,AGC,RSK,RSK,RPS6KA3
DAPK1,2.260057726166501,43,PTM-SEA,0.22580645161290322,1,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-34.25263725794646,28,PTM-SEA,0.46774193548387094,2,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,12.923380002658604,41,PTM-SEA,0.25806451612903225,2,CMGC,CK2,CK2,CSNK2A1
PRKDC,29.052939977093565,32,PTM-SEA,0.4032258064516129,2,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,-19.83959900644851,35,PTM-SEA,0.3548387096774194,2,ATYPICAL,PIKK,ATM,ATM
