Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-34.911922630501365,32,PTM-SEA,0.5769230769230769,3,AGC,SGK,SGK,SGK1
PIK3C2A,0,56,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,-78.03141632159027,16,PTM-SEA,0.7948717948717948,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-107.09908822412898,2,PTM-SEA,0.9871794871794872,4,OTHER,AUR,AUR,AURKA
RPS6KA5,108.50977032101672,1,PTM-SEA,1,4,AGC,RSK,MSK,RPS6KA5
LATS1,0,56,PTM-SEA,0,1,AGC,NDR,NDR,LATS1
CHEK2,-82.69635010798854,13,PTM-SEA,0.8461538461538461,4,CAMK,RAD53,RAD53,CHEK2
RAF1,17.401541937819704,45,PTM-SEA,0.358974358974359,2,TKL,RAF,RAF,RAF1
PRKCG,0,56,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,73.15736708211848,19,PTM-SEA,0.7564102564102564,4,AGC,PKC,ALPHA,PRKCB
CDK1,-28.3733448486332,35,PTM-SEA,0.5384615384615384,3,CMGC,CDK,CDC2,CDK1
ARAF,-42.2517607599762,28,PTM-SEA,0.6282051282051282,3,TKL,RAF,RAF,ARAF
PIM1,18.011319777793727,42,PTM-SEA,0.3974358974358974,2,CAMK,PIM,PIM,PIM1
CDK4,-28.267213750703558,36,PTM-SEA,0.5256410256410257,3,CMGC,CDK,CDK4,CDK4
BRAF,-42.2517607599762,28,PTM-SEA,0.6282051282051282,3,TKL,RAF,RAF,BRAF
PRKCA,21.37949638073347,40,PTM-SEA,0.47435897435897434,2,AGC,PKC,ALPHA,PRKCA
PRKACA,2.099499313445782,54,PTM-SEA,0.24358974358974358,1,AGC,PKA,PKA,PRKACA
PRKACG,12.611611832823,46,PTM-SEA,0.34615384615384615,2,AGC,PKA,PKA,PRKACG
PRKACB,18.011319777793727,42,PTM-SEA,0.3974358974358974,2,AGC,PKA,PKA,PRKACB
RPS6KB1,83.33132731008926,11,PTM-SEA,0.8717948717948718,4,AGC,RSK,P70,RPS6KB1
