Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
STK38L,Q9Y2H1,AGC,NDR,NA,2.0758927644256935,2.3979400086720375,2.6989700043360187,0.6605586398101264,0.6401065381893849,0.03542407912868602,NA,6
PRKCQ,Q04759,AGC,PKC,NA,2.0649661531455354,2,2.6989700043360187,0.4637400473714911,0.46370492467130103,0.022420279969749223,NA,17
PIM1,P11309,CAMK,PIM,NA,1.765358643204219,1.853871964321762,2.221848749616356,0.33013911546332136,0.32660478727452824,0.008649856731612646,NA,46
PRKCG,P05129,AGC,PKC,NA,1.9032118905354902,1.853871964321762,2.3979400086720375,0.5146559282185055,0.5181741233164052,0.013234701208289314,NA,11
PRKCA,P17252,AGC,PKC,NA,1.86662189338046,1.7958800173440752,2.6989700043360187,0.4327359259693443,0.43740340823399354,0.027482406714916873,NA,18
PRKG1,Q13976,AGC,PKG,NA,1.6172875209549202,1.7958800173440752,2,0.386266397552299,0.3772792874915031,0.020222789219409086,NA,27
PIM2,Q9P1W9,CAMK,PIM,NA,1.7159836452826343,1.6575773191777938,2.0969100130080562,0.37547555201968186,0.37092436296971154,0.020631922972765046,NA,30
AURKA,O14965,CAMK,AUR,NA,1.488550825280783,1.494850021680094,1.6197887582883939,0.6520667240349697,0.6520667240349697,0,NA,4
CSNK2A1,P68400,CMGC,CK2,NA,1.431651136835968,1.4202164033831899,1.5228787452803376,0.7162968255537714,0.7162968255537714,0,NA,3
PRKCB,P05771,AGC,PKC,NA,1.3221396596514168,1.4202164033831899,1.6197887582883939,0.41772145790521686,0.3979327934411606,0.02750732168912842,NA,19
PRKCZ,Q05513,AGC,PKC,NA,1.212028163947817,1.2365720064370627,1.3979400086720375,0.49332667568589705,0.47671944793707993,0.03295394594218585,NA,8
RPS6KA4,O75676,AGC-CAMK,RSK,NA,1.19466991845506,1.19466991845506,1.2218487496163564,0.5713228591699947,0.5713228591699947,0,NA,4
PSKH1,P11801,CAMK,PSK,NA,1.1508627116628163,1.1508627116628163,1.193820026016113,0.59849438069425,0.59849438069425,0,NA,3
PRKCE,Q02156,AGC,PKC,NA,1.1079352878565054,1.0861861476162833,1.3767507096020994,0.3933515030426573,0.38783311127646114,0.020363950156013493,NA,16
IKBKB,O14920,OTHER,IKK,NA,1.0584097030493562,1.0757207139381184,1.1307682802690238,0.5886945467933559,0.5886945467933559,0,NA,3
CAMK4,Q16566,CAMK,CAMK1,NA,1.1575210939379965,1.0362121726544447,1.6989700043360187,0.5198199582252705,0.47142398102672667,0.05873112144339207,NA,8
PAK1,Q13153,STE,STE20,NA,1.0096903268214876,1.0177287669604316,1.0969100130080565,0.4659306117880921,0.4659306117880921,0,NA,6
PRKCH,P24723,AGC,PKC,NA,1.0300153778921144,0.9746941347352298,1.4436974992327127,0.4374437298655574,0.41306719102145484,0.0340438350420527,NA,11
COQ8A,Q8NI60,Atypical,ABC1,NA,1.2060948280429264,0.9208187539523752,2.0969100130080562,0.40029461445607567,0.49593308715095635,0.1564806583553552,NA,8
PRKCD,Q05655,AGC,PKC,NA,0.9344783743618111,0.9136401693252518,1.0177287669604316,0.3589835776852557,0.36184745977228616,0.009677434423623045,NA,17
MAPKAPK3,Q16644,CAMK,MAPKAPK,NA,0.7760613813522086,0.8728952016351923,1.1674910872937636,0.32804003994046255,0.31246279649113223,0.04906845086420726,NA,19
NEK8,Q86SG6,NEK,NEK,NA,0.8869483764183121,0.8728952016351923,0.9355420107730815,0.5263551931438958,0.5263551931438958,0,NA,3
CAMK2A,Q9UQM7,CAMK,CAMK2,NA,0.9576818134161896,0.8712087062093099,1.6197887582883939,0.41766473931360903,0.44529931514957427,0.12002589747908164,NA,4
CAMK2D,Q13557,CAMK,CAMK2,NA,0.6824025461873856,0.8416375079047503,1.1079053973095196,0.4263506611552372,0.3671116170388458,0.13235458715988932,NA,5
IKBKE,Q14164,OTHER,IKK,NA,0.8192940920908209,0.790484985457369,1.0362121726544447,0.41226392904080117,0.4605315874771156,0.05803868936675059,NA,4
RPS6KA1,Q15418,AGC-CAMK,RSK,NA,0.6442448835042996,0.7746907182741372,0.8664610916297825,0.3413421050955251,0.32386363276831187,0.05026212225058094,NA,15
CDK17,Q00537,CMGC,CDK,NA,0.7258421507363202,0.7258421507363202,0.7258421507363202,0.46725441006737434,0.46725441006737434,NA,NA,3
AKT1,P31749,AGC,AKT,NA,0.7517788423736379,0.7033348097384688,1.0555173278498313,0.31538864956502893,0.32300598880151626,0.018485026196070578,NA,20
CDK11A,Q9UQ88,CMGC,NA,NA,0.6928722980218313,0.6968093174446974,0.7166987712964504,0.4135322412266601,0.42726663129137554,0.021277225596383776,NA,4
PRKG2,Q13237,AGC,PKG,NA,0.7053045997372002,0.6695862266508091,0.906578314837765,0.30626770913242846,0.31242176270476413,0.012852535535004537,NA,23
PRKAB1,Q9Y478,NA,NA,NA,0.6519731807676817,0.6655462488490691,0.6861327796308466,0.4076891858716641,0.4076891858716641,0,NA,4
PRKACA,P17612,AGC,PKA,NA,0.606520760956176,0.6420651529995461,1.0362121726544447,0.2866779811344499,0.27675033466317134,0.026160905770268333,NA,36
RPS6KA5,O75582,AGC-CAMK,RSK,NA,0.7109205008185222,0.638272163982407,1.0655015487564323,0.29005474839653606,0.29394504445045294,0.021537366620359946,NA,34
CDK10,Q15131,CMGC,CDK,NA,0.631864876438081,0.6363920895457537,0.6420651529995461,0.42952062197741636,0.42579167785224803,0.007457888250336608,NA,3
PRKX,P51817,AGC,PKA,NA,0.5658685066402198,0.5985994592184559,0.8538719643217619,0.2919552776250086,0.2907634125489964,0.04055988760300347,NA,23
ROCK2,O75116,AGC,DMPK,NA,0.7636698254444668,0.5985994592184559,1.1307682802690238,0.3653372497744258,0.41615851333066717,0.07216834770357299,NA,4
NUAK1,O60285,CAMK,CAMKL,NA,0.5642104078195196,0.5559552040819237,0.59516628338006194,0.40238571177827004,0.40238571177827004,0,NA,3
PRKACB,P22694,AGC,PKA,NA,0.6101184945318605,0.5466816599529624,1.0457574905606752,0.31328402862379734,0.2981211669532779,0.05272404861146471,NA,17
CDK18,Q07002,CMGC,CDK,NA,0.5287082889410615,0.5287082889410615,0.5287082889410615,0.3556298364401386,0.3556298364401386,NA,NA,3
RPS6KC1,Q96S38,OTHER,RSKL,NA,0.5259358631265934,0.5243506729919554,0.5917600346881504,0.38575897199704673,0.38575897199704673,0,NA,3
MAPKAPK2,P49137,CAMK,MAPKAPK,NA,0.5169454135489188,0.5086383061657274,0.8728952016351923,0.3066585306267787,0.2792366983323656,0.05657154407762231,NA,17
PRKAA1,Q13131,CAMK,CAMKL,NA,0.504081825381601,0.4975728800155673,0.5466816599529624,0.3108199347284903,0.31560444632194223,0.010067160526832571,NA,8
RPS6KB1,P23443,AGC,RSK,NA,0.5727608693928822,0.4975728800155673,0.9281179926938746,0.3017248191425025,0.3121853683532041,0.05644683624995918,NA,15
RAF1,P04049,TKL,RAF,NA,0.4800849045265566,0.48945498979338786,0.5199930570428494,0.3221184868381153,0.3228339480868685,0.0021463837462596023,NA,6
AKT2,P31751,AGC,AKT,NA,0.5022171954607553,0.46852108295774486,0.6946486305533762,0.28640702951572017,0.28777180993566204,0.02174797664027156,NA,20
DCLK2,Q8N568,CAMK,DCAMKL,NA,0.44465810885434226,0.45307911654393596,0.6345120151091003,0.29672440270468614,0.2992152966706163,0.06276635958652599,NA,7
MTOR,P42345,Atypical,PIKK,NA,0.4813397220566961,0.431798275933005,0.623423042943488,0.28893716299693556,0.3272711810453486,0.04545855333712046,NA,6
RPS6KL1,Q9Y6S9,OTHER,RSKL,NA,0.43259145298858637,0.42712839779951983,0.4841261562883209,0.32863843189819614,0.32863843189819614,0,NA,3
ARAF,P10398,TKL,RAF,NA,0.4173567840669246,0.4225082001627747,0.46597389394386496,0.3132581814679393,0.3132581814679393,0,NA,3
BRAF,P15056,TKL,RAF,NA,0.4173567840669246,0.4225082001627747,0.46597389394386496,0.3132581814679393,0.3132581814679393,0,NA,3
PIM3,Q86V86,CAMK,PIM,NA,0.4173567840669246,0.4225082001627747,0.46597389394386496,0.3132581814679393,0.3132581814679393,0,NA,3
CSNK1A1,P48729,CK1,CK1,NA,0.40802049192828527,0.41793663708829126,0.5466816599529624,0.29061010667524506,0.27463926957084206,0.11990177358567838,NA,6
DAPK3,O43293,CAMK,DAPK,NA,0.4121096355485129,0.40011692792631215,0.5058454059815573,0.3079659152736305,0.31122191920170705,0.009768011784229738,NA,3
DAPK1,P53355,CAMK,DAPK,NA,0.3410393345695134,0.3410393345695134,0.34294414714289606,0.26639104532510477,0.26639104532510477,0,NA,3
PRKCI,P41743,AGC,PKC,NA,0.32769807530039663,0.3391345219961308,0.44611697335612566,0.2572494354836729,0.2551600743828791,0.03623311416781867,NA,12
CAMK2G,Q13555,CAMK,CAMK2,NA,0.3298464556587225,0.33638185362645023,0.4788619162959637,0.2578604567531354,0.25591628483593176,0.05503227631476919,NA,4
CDK6,Q00534,CMGC,CDK,NA,0.310146836567722,0.3316140833099998,0.40450377817442584,0.26112137162859705,0.24183346179755805,0.05786372949311704,NA,4
RPS6KA6,Q9UK32,AGC-CAMK,RSK,NA,0.2956430948573158,0.327937533362313,0.44611697335612566,0.2595934773105496,0.24016792299674278,0.04993257676900068,NA,10
CDK15,Q96Q40,CMGC,CDK,NA,0.310325482157362,0.310325482157362,0.3316140833099998,0.25584922836726953,0.25584922836726953,0,NA,3
CHEK2,O96017,CAMK,RAD53,NA,0.48973006933984403,0.2958494831602009,1.207608310501746,0.24497746477539764,0.2778922295721708,0.0691073373677395,NA,12
PLK3,Q9H4B4,CAMK,PLK,NA,0.24839191721710777,0.29157993146311645,0.30803489723263966,0.24421500403202795,0.2088417899682989,0.07074642812745809,NA,4
CDK4,P11802,CMGC,CDK,NA,0.27724499784948337,0.2907300390241692,0.3187587626244128,0.23767897958262035,0.22922178029513116,0.02537159786246756,NA,5
RPS6KA2,Q15349,AGC-CAMK,RSK,NA,0.30537457823252084,0.28066871301627333,0.619788758288394,0.23401957359600964,0.24841758303753972,0.055458352466520845,NA,16
MAPK9,P45984,CMGC,MAPK,NA,0.2643050414073658,0.2692177243336108,0.3098039199714863,0.2367661746586602,0.23424267913371832,0.008583105820859159,NA,11
PRKY,O43930,AGC,PKA,NA,0.2569236681578083,0.26666700511557256,0.4814860601221125,0.24048647706385345,0.21145902099422134,0.10633572029688733,NA,8
CDKL1,Q00532,CMGC,CDKL,NA,0.2431732172894675,0.22621355501880647,0.41116827440579273,0.2026355749539137,0.2135635994088785,0.0654136377907258,NA,5
DYRK1A,Q13627,CMGC,DYRK,NA,0.2084338165740469,0.22475374025976358,0.23507701535011155,0.20380797650861263,0.18968398456488458,0.021880794232010586,NA,3
AURKB,Q96GD4,CAMK,AUR,NA,0.37715761523077174,0.21609642072726507,1.0177287669604316,0.19173439758796973,0.2709808960241959,0.15724989535119258,NA,4
SGK2,Q9HBY8,AGC,SGK,NA,0.2300919546718305,0.21609642072726507,0.3448615651886179,0.2106816755327025,0.21556303925698037,0.02763412449394007,NA,9
CDK5,Q00535,CMGC,CDK,NA,0.2137764567231493,0.21467016498923297,0.23210238398190938,0.20255064252800786,0.20255064252800786,0,NA,8
ROCK1,Q13464,AGC,DMPK,NA,0.2287215360045727,0.21324857785443882,0.2612194415156308,0.17181389564526336,0.19283741481323033,0.028787639216094382,NA,3
CDK3,Q00526,CMGC,CDK,NA,0.20925302846463453,0.21183162885883233,0.30451832350980257,0.18847930980595842,0.19380522154476387,0.016814860835654703,NA,7
SGK3,Q96BR1,AGC,SGK,NA,0.21733648741260597,0.20901152491118416,0.40230481407448765,0.19863884233308765,0.20235303735149637,0.037601741447167006,NA,10
PRKDC,P78527,Atypical,PIKK,NA,0.20555417332605272,0.20342566678957033,0.239577516576788,-0.18572951077847422,-0.18572951077847422,0,NA,4
PRKD1,Q15139,CAMK,PKD,NA,0.1991159006247759,0.20204035626280387,0.21183162885883233,0.18226761361070398,0.18226761361070398,0,NA,5
CDKL5,O76039,CMGC,CDKL,NA,0.20720195420365625,0.1911141326401879,0.28567024025476695,0.16051970359924064,0.17661053112649625,0.027480319575889266,NA,4
SGK1,O00141,AGC,SGK,NA,0.214282193660023,0.18442225167573273,0.3279021420642826,0.21438097056307606,0.21675293874256665,0.021401081619950135,NA,13
MAP3K8,P41279,STE,STE-Unique,NA,0.17745251872452378,0.1752235375244543,0.21041928783557454,0.15917930927104856,0.15917930927104856,0,NA,3
CDKL4,Q5MAI5,CMGC,CDKL,NA,0.15585740450567664,0.15989390554324223,0.17392519729917355,-0.1421463981704972,-0.1421463981704972,0,NA,3
NPR2,P20594,RGC,RGC,NA,0.10580316037722404,0.14874165128092473,0.15989390554324223,0.16437146724427837,0.10833567773844525,0.09705683446633788,NA,4
RPS6KA3,P51812,AGC-CAMK,RSK,NA,0.22014502357589133,0.14630178822382564,0.5086383061657274,0.19632039710365312,0.20187193571816345,0.08752696145772257,NA,14
CDK9,P50750,CMGC,CDK,NA,0.1494923652248858,0.14266750356873156,0.1817741063860445,0.15836724153650739,0.14959687559599313,0.01315554891077139,NA,6
MAPK1,P28482,CMGC,MAPK,NA,0.11231401795683826,0.12262865413022594,0.17134010346468015,0.16368654014999226,0.15206976383470516,0.03825015916651844,NA,11
MAPK10,P53779,CMGC,MAPK,NA,0.14079370515025702,0.12262865413022594,0.20760831050174613,0.1795805422484249,0.18964239654914353,0.015558509322306726,NA,15
MAPK8,P45983,CMGC,MAPK,NA,0.13176257339519906,0.12262865413022594,0.20760831050174613,0.1795805422484249,0.18580369562951063,0.012774836395998204,NA,16
TEX14,Q8IWB6,OTHER,NKF5,NA,0.12305720959419242,0.12147820449879346,0.14752000636314366,0.11723716317361547,0.11723716317361547,0,NA,3
PKN1,Q16512,AGC,PKN,NA,0.15499714601761472,0.1180450286603995,0.2958494831602009,0.111003663277077,0.1362201012581612,0.050037317886624355,NA,3
MAPK3,P27361,CMGC,MAPK,NA,0.11215105883732951,0.11350927482751812,0.1549019599857432,0.15966338334190902,0.157129398673333,0.020956333304295638,NA,12
CDK19,Q9BWU1,CMGC,CDK,NA,0.09455948874023813,0.0947439512515487,0.10457745396059209,0.08753018314924595,0.08753018314924595,0,NA,3
CDK13,Q14004,CMGC,CDK,NA,0.09298524401109648,0.09182366136466708,0.15864052954514513,-0.08633490659096892,-0.07049545665122527,0.09072364281520992,NA,4
NPR1,P16066,RGC,RGC,NA,0.09491643374021208,0.09151498112135022,0.19928292171761497,0.13630900029021262,0.14193133723706053,0.025031739274977167,NA,11
MAPK7,Q13164,CMGC,MAPK,NA,0.09675384964491997,0.0788339493622613,0.19654288435158612,0.1336362925196622,0.11301346262376634,0.08024486955303846,NA,9
CDKL2,Q92772,CMGC,CDKL,NA,0.07779372256098363,0.07779372256098363,0.07779372256098363,0.07521501378475084,0.07521501378475084,NA,NA,3
AKT3,Q9Y243,AGC,AKT,NA,0.06955462263784715,0.07211931383002612,0.16494389827988373,0.10087918361441985,0.07091605789293266,0.06903884922114448,NA,6
CDK1,P06493,CMGC,CDK,NA,0.061183255397733595,0.06651271215129456,0.07572071393811836,0.1004913355294959,0.10180851166360752,0.025701358786826757,NA,10
CHEK1,O14757,CAMK,CAMKL,NA,0.06945761934410732,0.06651271215129456,0.0947439512515487,0.07373637864664073,0.07397874951363953,4.8093977934443593e-4,NA,5
MYLK3,Q32MK0,CAMK,MLCK,NA,0.06152597422522415,0.06149872129417577,0.0695604052332999,0.05985783790483171,0.05985783790483171,0,NA,3
MAPK13,O15264,CMGC,MAPK,NA,0.0729804515363549,0.0614802748235081,0.17652577082969892,0.11717591888662438,0.11092305324929552,0.041068371100422905,NA,9
CDK7,P50613,CMGC,CDK,NA,0.04865693761637068,0.05848856736559697,0.08092190762392612,0.09471699478679038,0.07806612022739996,0.03836825200997833,NA,9
CDK2,P24941,CMGC,CDK,NA,0.05391232940722826,0.05650548409389743,0.09044397075882467,0.10850840726050949,0.08392248102450899,0.06224483492328121,NA,10
MAPK12,P53778,CMGC,MAPK,NA,0.05735032934202904,0.054531414868180264,0.13786862068696282,0.07388716021963937,0.07972255226614842,0.042641780324372006,NA,7
RPS6KB2,Q9UBS0,AGC,RSK,NA,0.17965544162357008,0.03715731879875755,0.4559319556497244,0.11801623201865734,0.13727829881337383,0.12764797433448002,NA,16
MAPK11,Q15759,CMGC,MAPK,NA,0.037191171673029814,0.03432802877989328,0.04479346245805826,0.03491082784596521,0.006576171979492308,0.04907706357571062,NA,4
ATR,Q13535,Atypical,PIKK,NA,0.045691405022737254,0.03151705144606486,0.1830961606243397,0.0398046565852486,0.016327238889848827,0.07043225308619934,NA,7
CAMK2B,Q13554,CAMK,CAMK2,NA,0.15546764390569384,0.018634490921455603,0.4294570601181025,0.017420640805424572,0.11905461736569355,0.12596484881104267,NA,4
