Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,5.266377910213108,52,PTM-SEA,0.3333333333333333,2,AGC,SGK,SGK,SGK1
CHEK1,47.235166550234865,23,PTM-SEA,0.7023809523809523,3,CAMK,CAMKL,CHK1,CHEK1
IKBKB,-93.86111111111111,3,PTM-SEA,0.9761904761904762,4,OTHER,IKK,IKK,IKBKB
AURKA,-91.2829011575402,5,PTM-SEA,0.9523809523809523,4,OTHER,AUR,AUR,AURKA
CHUK,-31.93953488372088,34,PTM-SEA,0.5595238095238095,3,OTHER,IKK,IKK,CHUK
PDPK1,0,53,PTM-SEA,0,1,AGC,PDK1,PDK1,PDPK1
DAPK3,0,53,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
MAP3K7,0,53,PTM-SEA,0,1,TKL,MLK,TAK1,MAP3K7
RPS6KA5,0,53,PTM-SEA,0,1,AGC,RSK,MSK,RPS6KA5
LATS1,0,53,PTM-SEA,0,1,AGC,NDR,NDR,LATS1
CHEK2,0,53,PTM-SEA,0,1,CAMK,RAD53,RAD53,CHEK2
RAF1,41.352067147424414,29,PTM-SEA,0.6309523809523809,3,TKL,RAF,RAF,RAF1
PRKCG,0,53,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-29.201521415986964,37,PTM-SEA,0.5238095238095238,3,AGC,PKC,ALPHA,PRKCB
CDK1,-15.457009910092053,46,PTM-SEA,0.4166666666666667,2,CMGC,CDK,CDC2,CDK1
ARAF,0,53,PTM-SEA,0,1,TKL,RAF,RAF,ARAF
PIM1,86.8879545478627,7,PTM-SEA,0.9285714285714286,4,CAMK,PIM,PIM,PIM1
CDK4,11.613260437954018,50,PTM-SEA,0.36904761904761907,2,CMGC,CDK,CDK4,CDK4
SRC,0,53,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,0,53,PTM-SEA,0,1,TKL,RAF,RAF,BRAF
PRKCA,28.198335724295188,38,PTM-SEA,0.5119047619047619,3,AGC,PKC,ALPHA,PRKCA
PRKACA,38.588136820996915,32,PTM-SEA,0.5952380952380952,3,AGC,PKA,PKA,PRKACA
PRKACG,0,53,PTM-SEA,0,1,AGC,PKA,PKA,PRKACG
PRKACB,0,53,PTM-SEA,0,1,AGC,PKA,PKA,PRKACB
RPS6KB1,76.55348837209303,16,PTM-SEA,0.7976190476190477,4,AGC,RSK,P70,RPS6KB1
CDK2,-18.927034298047673,42,PTM-SEA,0.4642857142857143,2,CMGC,CDK,CDC2,CDK2
MAPK3,11.869057919589274,49,PTM-SEA,0.38095238095238093,2,CMGC,MAPK,ERK1,MAPK3
