Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,60.10389918249797,22,PTM-SEA,0.5967741935483871,3,AGC,SGK,SGK,SGK1
CHEK1,60.95575094145583,21,PTM-SEA,0.6129032258064516,3,CAMK,CAMKL,CHK1,CHEK1
AURKA,74.00541576052527,12,PTM-SEA,0.7580645161290323,4,OTHER,AUR,AUR,AURKA
DAPK3,0,45,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,0,45,PTM-SEA,0,1,AGC,RSK,MSK,RPS6KA5
CHEK2,55.77678497839595,27,PTM-SEA,0.5,3,CAMK,RAD53,RAD53,CHEK2
RAF1,86.21590561744178,2,PTM-SEA,0.9193548387096774,4,TKL,RAF,RAF,RAF1
PRKCG,0,45,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,13.802665715182446,38,PTM-SEA,0.3064516129032258,2,AGC,PKC,ALPHA,PRKCB
CDK1,-30.822751322751323,33,PTM-SEA,0.3870967741935484,2,CMGC,CDK,CDC2,CDK1
ARAF,88.54596252604587,1,PTM-SEA,0.9838709677419355,4,TKL,RAF,RAF,ARAF
PIM1,74.27008178104123,11,PTM-SEA,0.7741935483870968,4,CAMK,PIM,PIM,PIM1
CDK4,0,45,PTM-SEA,0,1,CMGC,CDK,CDK4,CDK4
SRC,0,45,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,88.54596252604587,1,PTM-SEA,0.9838709677419355,4,TKL,RAF,RAF,BRAF
PRKCA,40.64693248007576,30,PTM-SEA,0.45161290322580644,2,AGC,PKC,ALPHA,PRKCA
PRKACA,24.625836272065,36,PTM-SEA,0.3387096774193548,2,AGC,PKA,PKA,PRKACA
PRKACG,78.9720738486061,8,PTM-SEA,0.8225806451612904,4,AGC,PKA,PKA,PRKACG
PRKACB,86.21590561744178,2,PTM-SEA,0.9193548387096774,4,AGC,PKA,PKA,PRKACB
RPS6KB1,32.04785225077454,32,PTM-SEA,0.41935483870967744,2,AGC,RSK,P70,RPS6KB1
CDK2,-30.822751322751323,33,PTM-SEA,0.3870967741935484,2,CMGC,CDK,CDC2,CDK2
MAPK3,58.07629478921311,25,PTM-SEA,0.532258064516129,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,58.07629478921311,25,PTM-SEA,0.532258064516129,3,CMGC,MAPK,ERK1,MAPK1
AKT1,19.835465637186772,37,PTM-SEA,0.3225806451612903,2,AGC,AKT,AKT,AKT1
AKT2,77.44805231064929,10,PTM-SEA,0.7903225806451613,4,AGC,AKT,AKT,AKT2
MAP3K8,71.437309168395,15,PTM-SEA,0.7096774193548387,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,86.21590561744178,2,PTM-SEA,0.9193548387096774,4,AGC,PKC,IOTA,PRKCI
MTOR,0,45,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,72.90727258447623,13,PTM-SEA,0.7419354838709677,3,CMGC,MAPK,JNK,MAPK8
MAPK9,0,45,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,45,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,45,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,72.83791364888177,14,PTM-SEA,0.7258064516129032,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-63.515742670976095,19,PTM-SEA,0.6451612903225806,3,CMGC,GSK,GSK,GSK3B
RPS6KA3,66.7488035339292,18,PTM-SEA,0.6612903225806451,3,AGC,RSK,RSK,RPS6KA3
DAPK1,38.019960334817,31,PTM-SEA,0.43548387096774194,2,CAMK,DAPK,DAPK,DAPK1
PRKAA2,3.7157049437830136,41,PTM-SEA,0.25806451612903225,2,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,58.57619773741177,24,PTM-SEA,0.5645161290322581,3,CMGC,CK2,CK2,CSNK2A1
PRKDC,-59.21419328889331,23,PTM-SEA,0.5806451612903226,3,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,-9.945372826279964,39,PTM-SEA,0.2903225806451613,2,ATYPICAL,PIKK,ATM,ATM
AURKB,71.21066670235767,16,PTM-SEA,0.6935483870967742,3,OTHER,AUR,AUR,AURKB
CDK5,-3.031746031746035,44,PTM-SEA,0.20967741935483872,1,CMGC,CDK,CDK5,CDK5
PRKCE,79.46208793227169,6,PTM-SEA,0.8548387096774194,4,AGC,PKC,ETA,PRKCE
PRKCQ,86.18743351819431,3,PTM-SEA,0.9032258064516129,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,62.70527710569521,20,PTM-SEA,0.6290322580645161,3,AGC,PKC,IOTA,PRKCZ
PRKCD,25.255611687041345,34,PTM-SEA,0.3709677419354839,2,AGC,PKC,DELTA,PRKCD
PRKAA1,3.3602449634892317,43,PTM-SEA,0.22580645161290322,1,CAMK,CAMKL,AMPK,PRKAA1
PAK1,81.93124091377263,5,PTM-SEA,0.8709677419354839,4,STE,STE20,PAKA,PAK1
PAK2,40.92857142857143,29,PTM-SEA,0.46774193548387094,2,STE,STE20,PAKA,PAK2
PRKG2,24.773789486217225,35,PTM-SEA,0.3548387096774194,2,AGC,PKG,PKG,PRKG2
ATR,-3.5370370370370345,42,PTM-SEA,0.24193548387096775,1,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,45,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,-9.399970001103927,40,PTM-SEA,0.27419354838709675,2,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,54.26866789569901,28,PTM-SEA,0.4838709677419355,2,AGC,PKG,PKG,PRKG1
PRKD1,67.08868683016301,17,PTM-SEA,0.6774193548387096,3,CAMK,PKD,PKD,PRKD1
RPS6KA2,82.3967343168806,4,PTM-SEA,0.8870967741935484,4,AGC,RSK,RSK,RPS6KA2
RPS6KA1,57.708146770516734,26,PTM-SEA,0.5161290322580645,3,AGC,RSK,RSK,RPS6KA1
MAPK14,0,45,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,86.21590561744178,2,PTM-SEA,0.9193548387096774,4,CAMK,PIM,PIM,PIM3
PASK,0,45,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,45,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PIM2,79.20938359791771,7,PTM-SEA,0.8387096774193549,4,CAMK,PIM,PIM,PIM2
AKT3,78.68258842326846,9,PTM-SEA,0.8064516129032258,4,AGC,AKT,AKT,AKT3
AAK1,303,268,KEA3,0.08571428571428572,1,OTHER,NAK,BIKE,AAK1
ABL1,55.666666666666664,31,KEA3,0.9,4,TK,ABL,ABL,ABL1
ABL2,154.66666666666666,156,KEA3,0.4514285714285714,2,TK,ABL,ABL,ABL2
ACVR1,114.5,113,KEA3,0.6114285714285714,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,209,200,KEA3,0.29714285714285715,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,212,201,KEA3,0.29428571428571426,2,TKL,STKR,TYPE2,ACVR2B
AKT1,44.33333333333333,21,KEA3,0.9371428571428572,4,AGC,AKT,AKT,AKT1
AKT2,102.33333333333333,90,KEA3,0.6971428571428572,3,AGC,AKT,AKT,AKT2
AKT3,49,24,KEA3,0.9257142857142857,4,AGC,AKT,AKT,AKT3
ALK,48,23,KEA3,0.9285714285714286,4,TK,ALK,ALK,ALK
ARAF,112.5,110,KEA3,0.6257142857142857,3,TKL,RAF,RAF,ARAF
ATM,108,100,KEA3,0.6628571428571428,3,ATYPICAL,PIKK,ATM,ATM
ATR,55,30,KEA3,0.9028571428571428,4,ATYPICAL,PIKK,ATR,ATR
AURKA,29.333333333333332,12,KEA3,0.9628571428571429,4,OTHER,AUR,AUR,AURKA
AURKB,61.66666666666667,40,KEA3,0.8714285714285714,4,OTHER,AUR,AUR,AURKB
AURKC,185.5,189,KEA3,0.34285714285714286,2,OTHER,AUR,AUR,AURKC
