Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,42.351803475244644,16,PTM-SEA,0.7714285714285715,4,AGC,SGK,SGK,SGK1
PIK3C2A,0,51,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,0.6747738623136048,50,PTM-SEA,0.22857142857142856,1,CAMK,CAMKL,CHK1,CHEK1
AURKA,-69.43156849830883,5,PTM-SEA,0.9428571428571428,4,OTHER,AUR,AUR,AURKA
DAPK3,0,51,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,-37.24340352251897,17,PTM-SEA,0.7571428571428571,4,AGC,RSK,MSK,RPS6KA5
CHEK2,34.28094878982249,20,PTM-SEA,0.7142857142857143,3,CAMK,RAD53,RAD53,CHEK2
RAF1,16.45858460281213,33,PTM-SEA,0.4857142857142857,2,TKL,RAF,RAF,RAF1
PRKCG,0,51,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,25.14678648303397,26,PTM-SEA,0.6285714285714286,3,AGC,PKC,ALPHA,PRKCB
CDK1,35.102601869299946,18,PTM-SEA,0.7428571428571429,3,CMGC,CDK,CDC2,CDK1
ARAF,61.15935696673198,8,PTM-SEA,0.8857142857142857,4,TKL,RAF,RAF,ARAF
PIM1,-24.80178777779239,27,PTM-SEA,0.6142857142857143,3,CAMK,PIM,PIM,PIM1
CDK4,66.31963792247737,7,PTM-SEA,0.9142857142857143,4,CMGC,CDK,CDK4,CDK4
BRAF,61.15935696673198,8,PTM-SEA,0.8857142857142857,4,TKL,RAF,RAF,BRAF
PRKCA,-14.249976321244036,36,PTM-SEA,0.44285714285714284,2,AGC,PKC,ALPHA,PRKCA
PRKACA,5.1655165899317925,46,PTM-SEA,0.2857142857142857,2,AGC,PKA,PKA,PRKACA
PRKACG,17.375342073591554,32,PTM-SEA,0.5,3,AGC,PKA,PKA,PRKACG
PRKACB,17.375342073591554,32,PTM-SEA,0.5,3,AGC,PKA,PKA,PRKACB
RPS6KB1,28.372036490616466,24,PTM-SEA,0.6571428571428571,3,AGC,RSK,P70,RPS6KB1
CDK2,44.644007127037526,14,PTM-SEA,0.8,4,CMGC,CDK,CDC2,CDK2
MAPK3,27.53884422992587,25,PTM-SEA,0.6428571428571429,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,11.368602797281483,38,PTM-SEA,0.4142857142857143,2,CMGC,MAPK,ERK1,MAPK1
AKT1,-3.710283360973398,48,PTM-SEA,0.2571428571428571,2,AGC,AKT,AKT,AKT1
AKT2,19.435339175584502,30,PTM-SEA,0.5714285714285714,3,AGC,AKT,AKT,AKT2
MAP3K8,-14.927827430498338,35,PTM-SEA,0.45714285714285713,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,17.375342073591554,32,PTM-SEA,0.5,3,AGC,PKC,IOTA,PRKCI
MTOR,0,51,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,20.368689748855942,29,PTM-SEA,0.5857142857142857,3,CMGC,MAPK,JNK,MAPK8
MAPK9,0,51,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,51,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,51,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,-7.151903057143922,44,PTM-SEA,0.3142857142857143,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,0,51,PTM-SEA,0,1,CMGC,GSK,GSK,GSK3B
CDK7,-45.97150259067357,13,PTM-SEA,0.8142857142857143,4,CMGC,CDK,CDK7,CDK7
CDK9,8.588082901554397,41,PTM-SEA,0.35714285714285715,2,CMGC,CDK,CDK9,CDK9
RPS6KA3,50.08423090420629,11,PTM-SEA,0.8428571428571429,4,AGC,RSK,RSK,RPS6KA3
NEK2,0,51,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,28.874637346171344,23,PTM-SEA,0.6714285714285714,3,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-58.95340179836359,9,PTM-SEA,0.8714285714285714,4,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-7.150057737917111,45,PTM-SEA,0.3,2,CMGC,CK2,CK2,CSNK2A1
PRKDC,46.898183921454574,12,PTM-SEA,0.8285714285714286,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,71.79236971236774,4,PTM-SEA,0.9571428571428572,4,ATYPICAL,PIKK,ATM,ATM
AURKB,-9.090425230561088,40,PTM-SEA,0.38571428571428573,2,OTHER,AUR,AUR,AURKB
CDK3,0,51,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,8.588082901554397,41,PTM-SEA,0.35714285714285715,2,CMGC,CDK,CDK4,CDK6
CDK5,73.09051679729309,2,PTM-SEA,0.9857142857142858,4,CMGC,CDK,CDK5,CDK5
PRKCE,24.543099128678058,28,PTM-SEA,0.6,3,AGC,PKC,ETA,PRKCE
PRKCQ,-18.72603428394735,31,PTM-SEA,0.5571428571428572,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,7.955746181073975,43,PTM-SEA,0.32857142857142857,2,AGC,PKC,IOTA,PRKCZ
PRKCD,31.119841754519875,22,PTM-SEA,0.6857142857142857,3,AGC,PKC,DELTA,PRKCD
PRKAA1,15.935404130160448,34,PTM-SEA,0.4714285714285714,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-4.8910023858004035,47,PTM-SEA,0.2714285714285714,2,STE,STE20,PAKA,PAK1
PAK2,69.20984455958549,6,PTM-SEA,0.9285714285714286,4,STE,STE20,PAKA,PAK2
PRKG2,-32.7489036616177,21,PTM-SEA,0.7,3,AGC,PKG,PKG,PRKG2
ROCK1,0,51,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
