Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-81.11538985950754,4,PTM-SEA,0.9516129032258065,4,AGC,SGK,SGK,SGK1
CHEK1,-77.70899699039815,6,PTM-SEA,0.9193548387096774,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-53.792873788254056,21,PTM-SEA,0.6451612903225806,3,OTHER,AUR,AUR,AURKA
DAPK3,0,45,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,0,45,PTM-SEA,0,1,AGC,RSK,MSK,RPS6KA5
CHEK2,-79.22432779204699,5,PTM-SEA,0.9354838709677419,4,CAMK,RAD53,RAD53,CHEK2
RAF1,-52.65861992828758,23,PTM-SEA,0.5645161290322581,3,TKL,RAF,RAF,RAF1
PRKCG,0,45,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,70.04729485223262,11,PTM-SEA,0.8387096774193549,4,AGC,PKC,ALPHA,PRKCB
CDK1,0.5052910052910065,44,PTM-SEA,0.20967741935483872,1,CMGC,CDK,CDC2,CDK1
ARAF,-59.937569582054415,18,PTM-SEA,0.6935483870967742,3,TKL,RAF,RAF,ARAF
PIM1,-67.93641957293511,13,PTM-SEA,0.8064516129032258,4,CAMK,PIM,PIM,PIM1
CDK4,0,45,PTM-SEA,0,1,CMGC,CDK,CDK4,CDK4
SRC,0,45,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-59.937569582054415,18,PTM-SEA,0.6935483870967742,3,TKL,RAF,RAF,BRAF
PRKCA,23.900962049242963,32,PTM-SEA,0.41935483870967744,2,AGC,PKC,ALPHA,PRKCA
PRKACA,27.706681195747706,30,PTM-SEA,0.45161290322580644,2,AGC,PKA,PKA,PRKACA
PRKACG,-10.859881411098756,35,PTM-SEA,0.3709677419354839,2,AGC,PKA,PKA,PRKACG
PRKACB,-52.65861992828758,23,PTM-SEA,0.5645161290322581,3,AGC,PKA,PKA,PRKACB
RPS6KB1,3.508804112358758,43,PTM-SEA,0.24193548387096775,1,AGC,RSK,P70,RPS6KB1
CDK2,0.5052910052910065,44,PTM-SEA,0.20967741935483872,1,CMGC,CDK,CDC2,CDK2
MAPK3,-62.65176620359096,15,PTM-SEA,0.7580645161290323,4,CMGC,MAPK,ERK1,MAPK3
MAPK1,-62.65176620359096,15,PTM-SEA,0.7580645161290323,4,CMGC,MAPK,ERK1,MAPK1
AKT1,6.233601706237279,41,PTM-SEA,0.27419354838709675,2,AGC,AKT,AKT,AKT1
AKT2,-57.73000638183627,19,PTM-SEA,0.6774193548387096,3,AGC,AKT,AKT,AKT2
MAP3K8,27.30064562503411,31,PTM-SEA,0.43548387096774194,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,-52.65861992828758,23,PTM-SEA,0.5645161290322581,3,AGC,PKC,IOTA,PRKCI
MTOR,0,45,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,-71.90192511294026,10,PTM-SEA,0.8548387096774194,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,45,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,45,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,45,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,46.998394442648106,25,PTM-SEA,0.532258064516129,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,9.885690198154466,38,PTM-SEA,0.3225806451612903,2,CMGC,GSK,GSK,GSK3B
RPS6KA3,-60.323456734465665,16,PTM-SEA,0.7419354838709677,3,AGC,RSK,RSK,RPS6KA3
DAPK1,-76.30580882977661,7,PTM-SEA,0.9032258064516129,4,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-18.821470766934063,33,PTM-SEA,0.4032258064516129,2,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-68.08617279229492,12,PTM-SEA,0.8225806451612904,4,CMGC,CK2,CK2,CSNK2A1
PRKDC,-90.66688268575403,1,PTM-SEA,1,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,-75.43676861063186,8,PTM-SEA,0.8870967741935484,4,ATYPICAL,PIKK,ATM,ATM
AURKB,4.417786180469846,42,PTM-SEA,0.25806451612903225,2,OTHER,AUR,AUR,AURKB
CDK5,-87.92063492063492,3,PTM-SEA,0.967741935483871,4,CMGC,CDK,CDK5,CDK5
PRKCE,-48.3354693033961,24,PTM-SEA,0.5483870967741935,3,AGC,PKC,ETA,PRKCE
PRKCQ,-60.0857430287141,17,PTM-SEA,0.7258064516129032,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,10.5897693818953,36,PTM-SEA,0.3548387096774194,2,AGC,PKC,IOTA,PRKCZ
PRKCD,-10.92848975088501,34,PTM-SEA,0.3870967741935484,2,AGC,PKC,DELTA,PRKCD
PRKAA1,-9.799186514724939,39,PTM-SEA,0.3064516129032258,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-32.0863457854697,27,PTM-SEA,0.5,3,STE,STE20,PAKA,PAK1
PAK2,-55.07671957671958,20,PTM-SEA,0.6612903225806451,3,STE,STE20,PAKA,PAK2
PRKG2,32.593053028915705,26,PTM-SEA,0.5161290322580645,3,AGC,PKG,PKG,PRKG2
ATR,-88.42592592592591,2,PTM-SEA,0.9838709677419355,4,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,45,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,-73.76610974065187,9,PTM-SEA,0.8709677419354839,4,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,30.91772410723475,28,PTM-SEA,0.4838709677419355,2,AGC,PKG,PKG,PRKG1
PRKD1,6.337228509789662,40,PTM-SEA,0.2903225806451613,2,CAMK,PKD,PKD,PRKD1
RPS6KA2,-28.792642227148487,29,PTM-SEA,0.46774193548387094,2,AGC,RSK,RSK,RPS6KA2
RPS6KA1,10.276354233609478,37,PTM-SEA,0.3387096774193548,2,AGC,RSK,RSK,RPS6KA1
MAPK14,0,45,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-52.65861992828758,23,PTM-SEA,0.5645161290322581,3,CAMK,PIM,PIM,PIM3
PASK,0,45,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
