Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-43.79837731188911,10,PTM-SEA,0.8732394366197183,4,AGC,SGK,SGK,SGK1
PIK3C2A,0,50,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,39.45254817896397,16,PTM-SEA,0.7746478873239436,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,-69.93837090777909,3,PTM-SEA,0.971830985915493,4,OTHER,AUR,AUR,AURKA
RPS6KA5,35.809634540642335,20,PTM-SEA,0.7183098591549296,3,AGC,RSK,MSK,RPS6KA5
CHEK2,44.20103784626677,9,PTM-SEA,0.8873239436619719,4,CAMK,RAD53,RAD53,CHEK2
RAF1,-12.791845051232997,33,PTM-SEA,0.5352112676056338,3,TKL,RAF,RAF,RAF1
PRKCG,0,50,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-11.069128014690047,36,PTM-SEA,0.49295774647887325,2,AGC,PKC,ALPHA,PRKCB
CDK1,18.22919461800651,28,PTM-SEA,0.6056338028169014,3,CMGC,CDK,CDC2,CDK1
ARAF,-5.30812762793527,41,PTM-SEA,0.3380281690140845,2,TKL,RAF,RAF,ARAF
PIM1,8.49421352101113,38,PTM-SEA,0.39436619718309857,2,CAMK,PIM,PIM,PIM1
CDK4,-45.912648858021186,8,PTM-SEA,0.9014084507042254,4,CMGC,CDK,CDK4,CDK4
BRAF,-5.30812762793527,41,PTM-SEA,0.3380281690140845,2,TKL,RAF,RAF,BRAF
PRKCA,-18.948518569201912,26,PTM-SEA,0.6338028169014085,3,AGC,PKC,ALPHA,PRKCA
PRKACA,-15.742506984965871,30,PTM-SEA,0.5774647887323944,3,AGC,PKA,PKA,PRKACA
PRKACG,8.49421352101113,38,PTM-SEA,0.39436619718309857,2,AGC,PKA,PKA,PRKACG
PRKACB,8.49421352101113,38,PTM-SEA,0.39436619718309857,2,AGC,PKA,PKA,PRKACB
RPS6KB1,46.073884555965954,7,PTM-SEA,0.9154929577464789,4,AGC,RSK,P70,RPS6KB1
CDK2,13.711872354197558,31,PTM-SEA,0.5633802816901409,3,CMGC,CDK,CDC2,CDK2
MAPK3,2.566451092650259,44,PTM-SEA,0.29577464788732394,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,-3.3660534070240233,43,PTM-SEA,0.30985915492957744,2,CMGC,MAPK,ERK1,MAPK1
