Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,54.85548023366686,19,PTM-SEA,0.6451612903225806,3,AGC,SGK,SGK,SGK1
CHEK1,80.56388339113714,4,PTM-SEA,0.9516129032258065,4,CAMK,CAMKL,CHK1,CHEK1
AURKA,76.16201364264393,7,PTM-SEA,0.9032258064516129,4,OTHER,AUR,AUR,AURKA
DAPK3,0,45,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,0,45,PTM-SEA,0,1,AGC,RSK,MSK,RPS6KA5
CHEK2,78.16205093907973,5,PTM-SEA,0.9354838709677419,4,CAMK,RAD53,RAD53,CHEK2
RAF1,67.0483164611613,14,PTM-SEA,0.7258064516129032,3,TKL,RAF,RAF,RAF1
PRKCG,0,45,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-58.76831083166947,17,PTM-SEA,0.6774193548387096,3,AGC,PKC,ALPHA,PRKCB
CDK1,-18.695767195767196,35,PTM-SEA,0.3548387096774194,2,CMGC,CDK,CDC2,CDK1
ARAF,73.06771935804086,11,PTM-SEA,0.8225806451612904,4,TKL,RAF,RAF,ARAF
PIM1,74.87423609801924,8,PTM-SEA,0.8870967741935484,4,CAMK,PIM,PIM,PIM1
CDK4,0,45,PTM-SEA,0,1,CMGC,CDK,CDK4,CDK4
SRC,0,45,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,73.06771935804086,11,PTM-SEA,0.8225806451612904,4,TKL,RAF,RAF,BRAF
PRKCA,-14.167908704352985,36,PTM-SEA,0.3387096774193548,2,AGC,PKC,ALPHA,PRKCA
PRKACA,-8.799903233365526,40,PTM-SEA,0.27419354838709675,2,AGC,PKA,PKA,PRKACA
PRKACG,37.671360659779694,30,PTM-SEA,0.45161290322580644,2,AGC,PKA,PKA,PRKACG
PRKACB,67.0483164611613,14,PTM-SEA,0.7258064516129032,3,AGC,PKA,PKA,PRKACB
RPS6KB1,-6.976098426965524,42,PTM-SEA,0.24193548387096775,1,AGC,RSK,P70,RPS6KB1
CDK2,-18.695767195767196,35,PTM-SEA,0.3548387096774194,2,CMGC,CDK,CDC2,CDK2
MAPK3,48.26176350914469,25,PTM-SEA,0.532258064516129,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,48.26176350914469,25,PTM-SEA,0.532258064516129,3,CMGC,MAPK,ERK1,MAPK1
AKT1,1.525638666649117,44,PTM-SEA,0.20967741935483872,1,AGC,AKT,AKT,AKT1
AKT2,61.87212622924229,15,PTM-SEA,0.7096774193548387,3,AGC,AKT,AKT,AKT2
MAP3K8,32.989918997306496,31,PTM-SEA,0.43548387096774194,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,67.0483164611613,14,PTM-SEA,0.7258064516129032,3,AGC,PKC,IOTA,PRKCI
MTOR,0,45,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,70.50017392865402,13,PTM-SEA,0.7903225806451613,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,45,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
