Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
PRKCQ,Q04759,AGC,PKC,NA,1.4246316765704092,1.4202164033831899,2,-0.14551533040012554,-0.14017217658896405,0.01271896966945256,NA,21
RPS6KL1,Q9Y6S9,OTHER,RSKL,NA,1.3666345653861283,1.3569964389602627,1.494850021680094,-0.30237343700426855,-0.30237343700426855,0,NA,3
PRKCB,P05771,AGC,PKC,NA,1.2389103621374684,1.3187587626244128,1.6197887582883939,-0.14263762855767012,-0.12975448598445685,0.021784082573645804,NA,22
STK38L,Q9Y2H1,AGC,NDR,NA,0.9546786089839604,1.3187587626244128,1.4685210829577449,-0.19831931982070378,-0.14094392200079556,0.09937710412855762,NA,8
PRKCZ,Q05513,AGC,PKC,NA,1.1732623084045912,1.2676062401770316,1.3979400086720375,-0.1863962728507406,-0.1752313002663313,0.022154805639900837,NA,9
PIM1,P11309,CAMK,PIM,NA,1.1242545635818286,1.2365720064370627,1.4202164033831899,-0.09232808547406703,-0.08791957610665649,0.005650918354261703,NA,54
DAPK1,P53355,CAMK,DAPK,NA,1.119788758288394,1.119788758288394,1.1426675035687315,0.2713789588852051,0.2713789588852051,0,NA,3
AURKA,O14965,CAMK,AUR,NA,1.0657332209345705,1.0457574905606752,1.2218487496163564,-0.23618731710117435,-0.23618731710117435,0,NA,4
AKT3,Q9Y243,AGC,AKT,NA,1.107214893836775,0.906578314837765,1.7958800173440752,-0.16611949252722802,-0.203292829449397,0.08802835062429486,NA,7
PRKX,P51817,AGC,PKA,NA,0.8246866491435061,0.906578314837765,1.0362121726544447,-0.10007512811370606,-0.09858933849758852,0.012775565526411597,NA,27
AKT1,P31749,AGC,AKT,NA,0.9499191933675774,0.8927900303521317,1.1307682802690238,-0.11072321953123301,-0.11160839079965942,0.013549895851521462,NA,25
DAPK3,O43293,CAMK,DAPK,NA,0.8860566476931632,0.8860566476931632,0.8860566476931632,0.22606593860931165,0.22606593860931165,NA,NA,3
PAK1,Q13153,STE,STE20,NA,0.869767914046654,0.8728952016351923,0.9665762445130504,-0.17709306524150747,-0.17709306524150747,0,NA,6
CAMK2D,Q13557,CAMK,CAMK2,NA,0.6356787293455087,0.8664610916297825,0.906578314837765,-0.16747768315226264,-0.1402797975154285,0.04512370482765553,NA,6
RPS6KA4,O75676,AGC-CAMK,RSK,NA,0.8240632116895499,0.8240632116895499,0.835647144215563,-0.20624037524838656,-0.20624037524838656,0,NA,4
PIM2,Q9P1W9,CAMK,PIM,NA,0.862034370203585,0.790484985457369,1.2839966563652008,-0.09310732559024826,-0.0942347555408482,0.008986919550086217,NA,33
CSNK1E,P49674,CK1,CK1,NA,0.7495799976911061,0.7495799976911061,0.7495799976911061,0.20965020967709588,0.20965020967709588,NA,NA,3
MAP3K14,Q99558,STE,STE-Unique,NA,0.6950277169483408,0.7351821769904635,0.8538719643217619,-0.21716726425196495,-0.20012007400744555,0.03811867621211661,NA,3
CSNK1D,P48730,CK1,CK1,NA,0.7199749151326036,0.7199749151326036,0.7495799976911061,0.20965020967709588,0.20965020967709588,0,NA,3
RAF1,P04049,TKL,RAF,NA,0.7210128707087359,0.7166987712964504,0.8013429130455774,-0.1501723087601705,-0.14977892071771964,0.001180164127352501,NA,7
PRKCE,Q02156,AGC,PKC,NA,0.5902468668815204,0.7033348097384688,0.8794260687941501,-0.1019900904839232,-0.08769533437235505,0.022437510498684254,NA,19
PRKCH,P24723,AGC,PKC,NA,0.8296514580417972,0.6497519816658371,1.6989700043360187,-0.11951950820485693,-0.12264119340162724,0.03224878756283059,NA,13
TEX14,Q8IWB6,OTHER,NKF5,NA,0.5479324692656632,0.6497519816658371,0.7594507517174003,-0.17851201495056057,-0.1514385776469345,0.037071830800994625,NA,4
PRKDC,P78527,Atypical,PIKK,NA,0.635533801515839,0.645891560852599,0.707743928643524,0.16912862903976844,0.16912862903976844,0,NA,4
COQ8A,Q8NI60,Atypical,ABC1,NA,0.6354573708149969,0.6345120151091003,0.6861327796308466,-0.12337553774760521,-0.12961687007047898,0.012683297778552951,NA,9
DYRK1A,Q13627,CMGC,DYRK,NA,0.5896387296290455,0.6257199400131914,0.6819366650372385,0.19149660653071784,0.17304934518797993,0.028578374385423926,NA,3
CHEK1,O14757,CAMK,CAMKL,NA,0.5635591834297256,0.5917600346881504,0.712198270069774,0.13371132033797023,0.12591704750257043,0.01769137241133951,NA,7
DAPK2,Q9UIK4,CAMK,DAPK,NA,0.468792379784491,0.5884324960301582,0.6126101736612706,-0.14908309979646903,-0.12100495687630815,0.051990618159542624,NA,4
CDK7,P50613,CMGC,CDK,NA,0.5392228172140432,0.5783960731301689,0.7495799976911061,-0.09802363000360163,-0.1010613886302376,0.017080338264103736,NA,11
PRKG1,Q13976,AGC,PKG,NA,0.6087021337447369,0.575118363368933,0.9913998282380825,-0.07974060700619123,-0.0818032483521674,0.017152713116671204,NA,31
IKBKB,O14920,OTHER,IKK,NA,0.583957326473812,0.5686362358410126,0.7594507517174003,-0.17232734866355295,-0.1783360469690984,0.013435857867487456,NA,3
PDPK1,O15530,AGC,PKB,NA,0.5462734376271099,0.5590909179347823,0.5883802940367698,-0.1780765284187488,-0.1780765284187488,0,NA,3
ATR,Q13535,Atypical,PIKK,NA,0.5367369194169017,0.4921441283041691,0.8013429130455774,0.11472850291448441,0.12179046203999214,0.02118587737652318,NA,7
BRAF,P15056,TKL,RAF,NA,0.5315944119884325,0.48678239993206096,0.7304870557820837,-0.16008523695481683,-0.16527723045216658,0.010302542701988967,NA,3
ARAF,P10398,TKL,RAF,NA,0.48670491955199874,0.4814860601221125,0.5228787452803376,-0.16008523695481683,-0.16008523695481683,0,NA,3
CAMK2B,Q13554,CAMK,CAMK2,NA,0.4837217243138896,0.4814860601221125,1.1191864077192086,-0.12412558822779614,-0.11192972082797296,0.05321275293152001,NA,5
PIM3,Q86V86,CAMK,PIM,NA,0.48670491955199874,0.4814860601221125,0.5228787452803376,-0.16008523695481683,-0.16008523695481683,0,NA,3
IKBKE,Q14164,OTHER,IKK,NA,0.5611861633228471,0.4736607226101559,0.7851561519523022,-0.10209239944379467,-0.12391615734596531,0.0316855735482931,NA,8
PRKACA,P17612,AGC,PKA,NA,0.4564472960621429,0.4736607226101559,0.906578314837765,-0.06894855444511294,-0.06474997795628333,0.013293046080417755,NA,47
PRKCA,P17252,AGC,PKC,NA,0.4882357949867698,0.46597389394386496,0.7746907182741372,-0.07791745639710504,-0.07984571020814915,0.011101007289251572,NA,24
CAMK2A,Q9UQM7,CAMK,CAMK2,NA,0.4663711654248526,0.46355902956601247,0.7746907182741372,-0.1058502179729384,-0.10918562576033476,0.05547849059995693,NA,5
CDK4,P11802,CMGC,CDK,NA,0.45519309605641717,0.4509967379742122,0.5257837359237448,-0.11270111512409146,-0.11397006691485821,0.0038068553723002254,NA,6
CAMK2G,Q13555,CAMK,CAMK2,NA,0.42828373249863144,0.43895762464456534,0.453457336521869,-0.11361243596071491,-0.11689190019917572,0.005134279521433221,NA,6
MTOR,P42345,Atypical,PIKK,NA,0.3613255580465704,0.431798275933005,0.48945498979338786,-0.0996382961936287,-0.09711674387716089,0.03467098261954988,NA,6
NEK8,Q86SG6,NEK,NEK,NA,0.43191646266422373,0.42673753824398425,0.562249437179612,-0.13839772241800752,-0.13839772241800752,0.03330588522933105,NA,4
CDK3,Q00526,CMGC,CDK,NA,0.34361370738349417,0.41793663708829126,0.5590909179347823,-0.09808437881610588,-0.08107175595391969,0.04243042186366314,NA,9
NPR2,P20594,RGC,RGC,NA,0.30833513789139205,0.41793663708829126,0.5559552040819237,-0.11228029214213775,-0.07456621460744763,0.07253790058628444,NA,5
RPS6KA5,O75582,AGC-CAMK,RSK,NA,0.46027173859178044,0.4156687756324692,0.8416375079047503,-0.06680790311362825,-0.06896992820211353,0.012410572675849893,NA,40
DCLK2,Q8N568,CAMK,DCAMKL,NA,0.4222872960682313,0.40230481407448765,0.6655462488490691,-0.09686098760805995,-0.08952349470744025,0.03254466483139209,NA,10
MAPK15,Q8TD08,CMGC,MAPK,NA,0.40011692792631215,0.40011692792631215,0.40011692792631215,0.12284063192778778,0.12284063192778778,NA,NA,3
AKT2,P31751,AGC,AKT,NA,0.34989280527118355,0.3829996588791011,0.4294570601181025,-0.06648803467205194,-0.06467356871392865,0.009829767959344005,NA,25
