Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,78.27157734661922,13,PTM-SEA,0.8461538461538461,4,AGC,SGK,SGK,SGK1
PIK3C2A,0,56,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,7.516315192729922,50,PTM-SEA,0.34615384615384615,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,-93.9447246574083,6,PTM-SEA,0.9358974358974359,4,OTHER,AUR,AUR,AURKA
RPS6KA5,-56.339771063998626,20,PTM-SEA,0.7564102564102564,4,AGC,RSK,MSK,RPS6KA5
LATS1,0,56,PTM-SEA,0,1,AGC,NDR,NDR,LATS1
CHEK2,-5.110058570137395,53,PTM-SEA,0.3076923076923077,2,CAMK,RAD53,RAD53,CHEK2
RAF1,-6.1436203942119825,52,PTM-SEA,0.32051282051282054,2,TKL,RAF,RAF,RAF1
PRKCG,0,56,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-40.76611728517756,28,PTM-SEA,0.6410256410256411,3,AGC,PKC,ALPHA,PRKCB
CDK1,25.174260930133265,39,PTM-SEA,0.5,3,CMGC,CDK,CDC2,CDK1
ARAF,-18.018426893099573,44,PTM-SEA,0.4230769230769231,2,TKL,RAF,RAF,ARAF
PIM1,1.5122668126846897,55,PTM-SEA,0.23076923076923078,1,CAMK,PIM,PIM,PIM1
CDK4,-42.61745780111464,27,PTM-SEA,0.6538461538461539,3,CMGC,CDK,CDK4,CDK4
BRAF,-18.018426893099573,44,PTM-SEA,0.4230769230769231,2,TKL,RAF,RAF,BRAF
PRKCA,-10.324574349000304,48,PTM-SEA,0.3717948717948718,2,AGC,PKC,ALPHA,PRKCA
PRKACA,43.51114353325509,25,PTM-SEA,0.6794871794871795,3,AGC,PKA,PKA,PRKACA
PRKACG,61.53310028418868,18,PTM-SEA,0.782051282051282,4,AGC,PKA,PKA,PRKACG
PRKACB,1.5122668126846897,55,PTM-SEA,0.23076923076923078,1,AGC,PKA,PKA,PRKACB
RPS6KB1,52.52251078884974,21,PTM-SEA,0.7435897435897436,3,AGC,RSK,P70,RPS6KB1
CDK2,11.264369163632788,47,PTM-SEA,0.38461538461538464,2,CMGC,CDK,CDC2,CDK2
MAPK3,27.80407982548468,36,PTM-SEA,0.5384615384615384,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,12.146266865974365,46,PTM-SEA,0.3974358974358974,2,CMGC,MAPK,ERK1,MAPK1
AKT1,-6.355442628418579,51,PTM-SEA,0.3333333333333333,2,AGC,AKT,AKT,AKT1
AKT2,-17.07356909873945,45,PTM-SEA,0.41025641025641024,2,AGC,AKT,AKT,AKT2
MAP3K8,71.24765821532395,14,PTM-SEA,0.8333333333333334,4,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,1.5122668126846897,55,PTM-SEA,0.23076923076923078,1,AGC,PKC,IOTA,PRKCI
MTOR,0,56,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,-79.65932036777465,12,PTM-SEA,0.8589743589743589,4,CMGC,MAPK,JNK,MAPK8
MAPK9,-89.68944620979556,7,PTM-SEA,0.9230769230769231,4,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,56,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,56,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,100.4496474557802,4,PTM-SEA,0.9615384615384616,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-33.35704221848851,31,PTM-SEA,0.6025641025641025,3,CMGC,GSK,GSK,GSK3B
CDK7,80.13346613545816,11,PTM-SEA,0.8717948717948718,4,CMGC,CDK,CDK7,CDK7
CDK9,-44.85458167330677,24,PTM-SEA,0.6923076923076923,3,CMGC,CDK,CDK9,CDK9
RPS6KA3,46.57392547201432,22,PTM-SEA,0.7307692307692307,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,56,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,37.64524319837646,29,PTM-SEA,0.6282051282051282,3,CAMK,DAPK,DAPK,DAPK1
MAPK10,-105.33266932270915,3,PTM-SEA,0.9743589743589743,4,CMGC,MAPK,JNK,MAPK10
PRKAA2,-99.9966172029798,5,PTM-SEA,0.9487179487179487,4,CAMK,CAMKL,AMPK,PRKAA2
SIK1,-106.3406374501992,2,PTM-SEA,0.9871794871794872,4,CAMK,CAMKL,QIK,SIK1
CSNK2A1,-64.3860875034344,17,PTM-SEA,0.7948717948717948,4,CMGC,CK2,CK2,CSNK2A1
PRKDC,-56.65643398500213,19,PTM-SEA,0.7692307692307693,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,19.073836945124633,43,PTM-SEA,0.44871794871794873,2,ATYPICAL,PIKK,ATM,ATM
AURKB,-84.26500632860353,9,PTM-SEA,0.8974358974358975,4,OTHER,AUR,AUR,AURKB
CDK3,0,56,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-44.85458167330677,24,PTM-SEA,0.6923076923076923,3,CMGC,CDK,CDK4,CDK6
CDK5,-70.82326315014599,15,PTM-SEA,0.8205128205128205,4,CMGC,CDK,CDK5,CDK5
PRKCE,42.991520466695746,26,PTM-SEA,0.6666666666666666,3,AGC,PKC,ETA,PRKCE
PRKCQ,31.76511937857839,33,PTM-SEA,0.5769230769230769,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,26.182975310198863,38,PTM-SEA,0.5128205128205128,3,AGC,PKC,IOTA,PRKCZ
PRKCD,85.85782310489425,8,PTM-SEA,0.9102564102564102,4,AGC,PKC,DELTA,PRKCD
PRKAA1,1.5542079378656344,54,PTM-SEA,0.2948717948717949,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-26.601351498085382,37,PTM-SEA,0.5256410256410257,3,STE,STE20,PAKA,PAK1
PAK2,109.36454183266933,1,PTM-SEA,1,4,STE,STE20,PAKA,PAK2
PRKG2,7.7818508263313415,49,PTM-SEA,0.358974358974359,2,AGC,PKG,PKG,PRKG2
ROCK1,-37.19445604165704,30,PTM-SEA,0.6153846153846154,3,AGC,DMPK,ROCK,ROCK1
ATR,-21.262094681831343,42,PTM-SEA,0.46153846153846156,2,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,56,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,-28.069687263463578,35,PTM-SEA,0.5512820512820513,3,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,24.59465276202206,40,PTM-SEA,0.48717948717948717,2,AGC,PKG,PKG,PRKG1
PRKD1,32.17980695783491,32,PTM-SEA,0.5897435897435898,3,CAMK,PKD,PKD,PRKD1
STK38,0,56,PTM-SEA,0,1,AGC,NDR,NDR,STK38
RPS6KA2,24.4149993392814,41,PTM-SEA,0.47435897435897434,2,AGC,RSK,RSK,RPS6KA2
RPS6KA1,28.782635286293903,34,PTM-SEA,0.5641025641025641,3,AGC,RSK,RSK,RPS6KA1
PKN1,-70.50259393829768,16,PTM-SEA,0.8076923076923077,4,AGC,PKN,PKN,PKN1
MAPK14,80.54841992649851,10,PTM-SEA,0.8846153846153846,4,CMGC,MAPK,P38,MAPK14
PIM3,1.5122668126846897,55,PTM-SEA,0.23076923076923078,1,CAMK,PIM,PIM,PIM3
BRSK2,0,56,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,56,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,56,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,56,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,56,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PLK3,0,56,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,56,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
LATS2,0,56,PTM-SEA,0,1,AGC,NDR,NDR,LATS2
PIM2,1.5122668126846897,55,PTM-SEA,0.23076923076923078,1,CAMK,PIM,PIM,PIM2
AKT3,46.312676164211204,23,PTM-SEA,0.717948717948718,3,AGC,AKT,AKT,AKT3
AAK1,309,276,KEA3,0.06857142857142857,1,OTHER,NAK,BIKE,AAK1
ABL1,55,35,KEA3,0.8828571428571429,4,TK,ABL,ABL,ABL1
ABL2,115.66666666666667,111,KEA3,0.64,3,TK,ABL,ABL,ABL2
ACVR1,81,70,KEA3,0.7628571428571429,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,179.5,179,KEA3,0.38857142857142857,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,214,211,KEA3,0.2742857142857143,2,TKL,STKR,TYPE2,ACVR2B
AKT1,40,18,KEA3,0.9514285714285714,4,AGC,AKT,AKT,AKT1
AKT2,34,13,KEA3,0.9657142857142857,4,AGC,AKT,AKT,AKT2
AKT3,52,33,KEA3,0.8914285714285715,4,AGC,AKT,AKT,AKT3
ALK,90,81,KEA3,0.7314285714285714,3,TK,ALK,ALK,ALK
ARAF,80,69,KEA3,0.7657142857142857,4,TKL,RAF,RAF,ARAF
ATM,122.66666666666667,118,KEA3,0.6114285714285714,3,ATYPICAL,PIKK,ATM,ATM
ATR,74.33333333333333,60,KEA3,0.7942857142857143,4,ATYPICAL,PIKK,ATR,ATR
AURKA,43,23,KEA3,0.9285714285714286,4,OTHER,AUR,AUR,AURKA
AURKB,41,20,KEA3,0.9457142857142857,4,OTHER,AUR,AUR,AURKB
AURKC,186,183,KEA3,0.37714285714285717,2,OTHER,AUR,AUR,AURKC
AXL,189,189,KEA3,0.36,2,TK,AXL,AXL,AXL
BLK,262,247,KEA3,0.15142857142857144,1,TK,SRC,SRCB,BLK
BMP2K,329,292,KEA3,0.022857142857142857,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,159,162,KEA3,0.4514285714285714,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,127,124,KEA3,0.5914285714285714,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,208.5,205,KEA3,0.3057142857142857,2,TKL,STKR,TYPE2,BMPR2
BMX,131.66666666666666,132,KEA3,0.5657142857142857,3,TK,TEC,TEC,BMX
BRAF,125,120,KEA3,0.6028571428571429,3,TKL,RAF,RAF,BRAF
BRSK1,150.33333333333334,154,KEA3,0.4857142857142857,2,CAMK,CAMKL,BRSK,BRSK1
BRSK2,258,244,KEA3,0.16,1,CAMK,CAMKL,BRSK,BRSK2
BTK,72,56,KEA3,0.8085714285714286,4,TK,TEC,TEC,BTK
BUB1,190.5,191,KEA3,0.35428571428571426,2,OTHER,BUB,BUB,BUB1
CAMK1,113,108,KEA3,0.6485714285714286,3,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,255.5,241,KEA3,0.16857142857142857,1,CAMK,CAMK1,CAMK1,CAMK1D
