Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-1.5422073384579384,48,PTM-SEA,0.2571428571428571,2,AGC,SGK,SGK,SGK1
PIK3C2A,0,51,PTM-SEA,0,1,NA,NA,NA,PIK3C2A
CHEK1,-6.153539355447668,44,PTM-SEA,0.3142857142857143,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,-66.23688600544229,7,PTM-SEA,0.9,4,OTHER,AUR,AUR,AURKA
DAPK3,0,51,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,63.6558668186579,9,PTM-SEA,0.8714285714285714,4,AGC,RSK,MSK,RPS6KA5
CHEK2,39.20652531853651,18,PTM-SEA,0.7428571428571429,3,CAMK,RAD53,RAD53,CHEK2
RAF1,-4.811133705612221,45,PTM-SEA,0.3,2,TKL,RAF,RAF,RAF1
PRKCG,0,51,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,21.139355007926817,28,PTM-SEA,0.6,3,AGC,PKC,ALPHA,PRKCB
CDK1,66.85295572034369,6,PTM-SEA,0.9142857142857143,4,CMGC,CDK,CDC2,CDK1
ARAF,-68.12787607695154,5,PTM-SEA,0.9285714285714286,4,TKL,RAF,RAF,ARAF
PIM1,-28.045047435024905,22,PTM-SEA,0.6857142857142857,3,CAMK,PIM,PIM,PIM1
CDK4,14.890339967444932,35,PTM-SEA,0.45714285714285713,2,CMGC,CDK,CDK4,CDK4
BRAF,-68.12787607695154,5,PTM-SEA,0.9285714285714286,4,TKL,RAF,RAF,BRAF
PRKCA,-21.306578820481594,27,PTM-SEA,0.6142857142857143,3,AGC,PKC,ALPHA,PRKCA
PRKACA,12.759154510713989,38,PTM-SEA,0.4,2,AGC,PKA,PKA,PRKACA
PRKACG,-16.59826560725015,33,PTM-SEA,0.4857142857142857,2,AGC,PKA,PKA,PRKACG
PRKACB,-16.59826560725015,33,PTM-SEA,0.4857142857142857,2,AGC,PKA,PKA,PRKACB
RPS6KB1,4.219223703152392,46,PTM-SEA,0.2857142857142857,2,AGC,RSK,P70,RPS6KB1
CDK2,61.24570528075286,10,PTM-SEA,0.8571428571428571,4,CMGC,CDK,CDC2,CDK2
MAPK3,43.396486685977585,16,PTM-SEA,0.7714285714285715,4,CMGC,MAPK,ERK1,MAPK3
MAPK1,51.67941463736257,12,PTM-SEA,0.8285714285714286,4,CMGC,MAPK,ERK1,MAPK1
AKT1,3.279287894908346,47,PTM-SEA,0.2714285714285714,2,AGC,AKT,AKT,AKT1
AKT2,-76.51356515082297,3,PTM-SEA,0.9714285714285714,4,AGC,AKT,AKT,AKT2
MAP3K8,0.8189606427808158,50,PTM-SEA,0.22857142857142856,1,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,-16.59826560725015,33,PTM-SEA,0.4857142857142857,2,AGC,PKC,IOTA,PRKCI
MTOR,0,51,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,44.77357870761102,14,PTM-SEA,0.8,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,51,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,51,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,51,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,20.75731976226442,29,PTM-SEA,0.5857142857142857,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,0,51,PTM-SEA,0,1,CMGC,GSK,GSK,GSK3B
CDK7,97.5,1,PTM-SEA,1,4,CMGC,CDK,CDK7,CDK7
CDK9,14.650259067357513,36,PTM-SEA,0.42857142857142855,2,CMGC,CDK,CDK9,CDK9
RPS6KA3,-14.44174732621996,37,PTM-SEA,0.4142857142857143,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,51,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,-44.588865944460736,15,PTM-SEA,0.7857142857142857,4,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-28.040565044375427,23,PTM-SEA,0.6714285714285714,3,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-72.62357481873298,4,PTM-SEA,0.9571428571428572,4,CMGC,CK2,CK2,CSNK2A1
PRKDC,37.430002436422406,19,PTM-SEA,0.7285714285714285,3,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,-20.71801462946526,30,PTM-SEA,0.5714285714285714,3,ATYPICAL,PIKK,ATM,ATM
AURKB,-84.1619042962586,2,PTM-SEA,0.9857142857142858,4,OTHER,AUR,AUR,AURKB
CDK3,0,51,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,14.650259067357513,36,PTM-SEA,0.42857142857142855,2,CMGC,CDK,CDK4,CDK6
CDK5,7.637123342477823,42,PTM-SEA,0.34285714285714286,2,CMGC,CDK,CDK5,CDK5
PRKCE,-15.922088002663422,34,PTM-SEA,0.4714285714285714,2,AGC,PKC,ETA,PRKCE
PRKCQ,18.324684614584488,32,PTM-SEA,0.5428571428571428,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,-28.868122947415596,21,PTM-SEA,0.7,3,AGC,PKC,IOTA,PRKCZ
PRKCD,-21.703763263524664,26,PTM-SEA,0.6285714285714286,3,AGC,PKC,DELTA,PRKCD
PRKAA1,11.963755570558984,39,PTM-SEA,0.38571428571428573,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-7.832244378810056,41,PTM-SEA,0.35714285714285715,2,STE,STE20,PAKA,PAK1
PAK2,-53.0440414507772,11,PTM-SEA,0.8428571428571429,4,STE,STE20,PAKA,PAK2
PRKG2,42.38191509760293,17,PTM-SEA,0.7571428571428571,4,AGC,PKG,PKG,PRKG2
ROCK1,0,51,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,-25.764248704663217,24,PTM-SEA,0.6571428571428571,3,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,51,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,-19.080145476888237,31,PTM-SEA,0.5571428571428572,3,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,-37.1882149280648,20,PTM-SEA,0.7142857142857143,3,AGC,PKG,PKG,PRKG1
PRKD1,-6.471764678451033,43,PTM-SEA,0.32857142857142857,2,CAMK,PKD,PKD,PRKD1
RPS6KA2,-1.3804948404519204,49,PTM-SEA,0.24285714285714285,1,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-7.931584903135766,40,PTM-SEA,0.37142857142857144,2,AGC,RSK,RSK,RPS6KA1
PKN1,51.233731196459175,13,PTM-SEA,0.8142857142857143,4,AGC,PKN,PKN,PKN1
MAPK14,0,51,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-16.59826560725015,33,PTM-SEA,0.4857142857142857,2,CAMK,PIM,PIM,PIM3
PASK,0,51,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,51,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
NEK6,0,51,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,-23.54306152996369,25,PTM-SEA,0.6428571428571429,3,CAMK,PIM,PIM,PIM2
AKT3,-64.41726573458939,8,PTM-SEA,0.8857142857142857,4,AGC,AKT,AKT,AKT3
AAK1,297,259,KEA3,0.1,1,OTHER,NAK,BIKE,AAK1
ABL1,72.66666666666667,49,KEA3,0.84,4,TK,ABL,ABL,ABL1
ABL2,153.66666666666666,159,KEA3,0.4257142857142857,2,TK,ABL,ABL,ABL2
ACVR1,66.5,43,KEA3,0.86,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,184,186,KEA3,0.3314285714285714,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,202,KEA3,0.2714285714285714,2,TKL,STKR,TYPE2,ACVR2B
AKT1,67.33333333333333,44,KEA3,0.8571428571428571,4,AGC,AKT,AKT,AKT1
AKT2,22.333333333333332,10,KEA3,0.9628571428571429,4,AGC,AKT,AKT,AKT2
AKT3,250,225,KEA3,0.19714285714285715,1,AGC,AKT,AKT,AKT3
ALK,86.5,65,KEA3,0.7828571428571428,4,TK,ALK,ALK,ALK
ARAF,90,70,KEA3,0.7571428571428571,4,TKL,RAF,RAF,ARAF
ATM,109.33333333333333,96,KEA3,0.6485714285714286,3,ATYPICAL,PIKK,ATM,ATM
ATR,64.66666666666667,42,KEA3,0.8628571428571429,4,ATYPICAL,PIKK,ATR,ATR
AURKA,58.666666666666664,34,KEA3,0.8914285714285715,4,OTHER,AUR,AUR,AURKA
AURKB,53.666666666666664,28,KEA3,0.9085714285714286,4,OTHER,AUR,AUR,AURKB
AURKC,184.5,187,KEA3,0.32857142857142857,2,OTHER,AUR,AUR,AURKC
AXL,138.5,139,KEA3,0.5028571428571429,3,TK,AXL,AXL,AXL
BLK,256.5,229,KEA3,0.18571428571428572,1,TK,SRC,SRCB,BLK
BMP2K,324,281,KEA3,0.037142857142857144,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,115.5,103,KEA3,0.6228571428571429,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,99,83,KEA3,0.7057142857142857,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,152.5,158,KEA3,0.42857142857142855,2,TKL,STKR,TYPE2,BMPR2
BMX,119,111,KEA3,0.5971428571428572,3,TK,TEC,TEC,BMX
BRAF,150,155,KEA3,0.43714285714285717,2,TKL,RAF,RAF,BRAF
BRSK1,222,211,KEA3,0.24285714285714285,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,304,266,KEA3,0.08,1,CAMK,CAMKL,BRSK,BRSK2
BTK,99,83,KEA3,0.7057142857142857,3,TK,TEC,TEC,BTK
BUB1,158.5,164,KEA3,0.40285714285714286,2,OTHER,BUB,BUB,BUB1
CAMK1,89,68,KEA3,0.7657142857142857,4,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,242.5,219,KEA3,0.21428571428571427,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,59.666666666666664,37,KEA3,0.88,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,124,121,KEA3,0.5628571428571428,3,CAMK,CAMK2,CAMK2,CAMK2B
