Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-75.71523691263364,12,PTM-SEA,0.7580645161290323,4,AGC,SGK,SGK,SGK1
CHEK1,-73.0514218848221,16,PTM-SEA,0.6935483870967742,3,CAMK,CAMKL,CHK1,CHEK1
AURKA,-63.75095899368548,24,PTM-SEA,0.5483870967741935,3,OTHER,AUR,AUR,AURKA
DAPK3,0,45,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,0,45,PTM-SEA,0,1,AGC,RSK,MSK,RPS6KA5
CHEK2,-70.62760925057988,17,PTM-SEA,0.6774193548387096,3,CAMK,RAD53,RAD53,CHEK2
RAF1,-82.22421624472241,6,PTM-SEA,0.8548387096774194,4,TKL,RAF,RAF,RAF1
PRKCG,0,45,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,-16.104135537660156,38,PTM-SEA,0.3064516129032258,2,AGC,PKC,ALPHA,PRKCB
CDK1,19.70634920634921,37,PTM-SEA,0.3225806451612903,2,CMGC,CDK,CDC2,CDK1
ARAF,-87.19801552877632,1,PTM-SEA,0.9838709677419355,4,TKL,RAF,RAF,ARAF
PIM1,-78.66152666964818,9,PTM-SEA,0.8064516129032258,4,CAMK,PIM,PIM,PIM1
CDK4,0,45,PTM-SEA,0,1,CMGC,CDK,CDK4,CDK4
SRC,0,45,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-87.19801552877632,1,PTM-SEA,0.9838709677419355,4,TKL,RAF,RAF,BRAF
PRKCA,-8.648247065014461,42,PTM-SEA,0.24193548387096775,1,AGC,PKC,ALPHA,PRKCA
PRKACA,-4.598165765237342,44,PTM-SEA,0.20967741935483872,1,AGC,PKA,PKA,PRKACA
PRKACG,-80.6371846346423,7,PTM-SEA,0.8387096774193549,4,AGC,PKA,PKA,PRKACG
PRKACB,-82.22421624472241,6,PTM-SEA,0.8548387096774194,4,AGC,PKA,PKA,PRKACB
RPS6KB1,-11.956122219321514,41,PTM-SEA,0.25806451612903225,2,AGC,RSK,P70,RPS6KB1
CDK2,19.70634920634921,37,PTM-SEA,0.3225806451612903,2,CMGC,CDK,CDC2,CDK2
MAPK3,-67.55360836450292,22,PTM-SEA,0.5806451612903226,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,-67.55360836450292,22,PTM-SEA,0.5806451612903226,3,CMGC,MAPK,ERK1,MAPK1
AKT1,-15.360389796129578,39,PTM-SEA,0.2903225806451613,2,AGC,AKT,AKT,AKT1
AKT2,-70.13355082777821,19,PTM-SEA,0.6451612903225806,3,AGC,AKT,AKT,AKT2
MAP3K8,-26.423708692144622,35,PTM-SEA,0.3709677419354839,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,-82.22421624472241,6,PTM-SEA,0.8548387096774194,4,AGC,PKC,IOTA,PRKCI
MTOR,0,45,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,-77.46762191931354,10,PTM-SEA,0.7903225806451613,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,45,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,45,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,45,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,-39.139754022217026,30,PTM-SEA,0.45161290322580644,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,7.478215263150021,43,PTM-SEA,0.22580645161290322,1,CMGC,GSK,GSK,GSK3B
RPS6KA3,-68.59559078338948,20,PTM-SEA,0.6290322580645161,3,AGC,RSK,RSK,RPS6KA3
DAPK1,-70.19564623012299,18,PTM-SEA,0.6612903225806451,3,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-30.757369435017758,33,PTM-SEA,0.4032258064516129,2,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-57.99638338553828,25,PTM-SEA,0.532258064516129,3,CMGC,CK2,CK2,CSNK2A1
PRKDC,-86.58219383558452,2,PTM-SEA,0.967741935483871,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,-67.73279243824048,21,PTM-SEA,0.6129032258064516,3,ATYPICAL,PIKK,ATM,ATM
AURKB,-46.758753730772796,29,PTM-SEA,0.46774193548387094,2,OTHER,AUR,AUR,AURKB
CDK5,-83.87830687830687,4,PTM-SEA,0.9354838709677419,4,CMGC,CDK,CDK5,CDK5
PRKCE,-75.41672181501441,13,PTM-SEA,0.7419354838709677,3,AGC,PKC,ETA,PRKCE
PRKCQ,-82.27586028025608,5,PTM-SEA,0.9193548387096774,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,-47.02928755665633,28,PTM-SEA,0.4838709677419355,2,AGC,PKC,IOTA,PRKCZ
PRKCD,-51.69518669189761,26,PTM-SEA,0.5161290322580645,3,AGC,PKC,DELTA,PRKCD
PRKAA1,-38.101071948906124,31,PTM-SEA,0.43548387096774194,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-73.56667524365541,15,PTM-SEA,0.7096774193548387,3,STE,STE20,PAKA,PAK1
PAK2,-51.03439153439153,27,PTM-SEA,0.5,3,STE,STE20,PAKA,PAK2
PRKG2,21.26231566111104,36,PTM-SEA,0.3548387096774194,2,AGC,PKG,PKG,PRKG2
ATR,-84.38359788359787,3,PTM-SEA,0.9516129032258065,4,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,45,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,-66.38441651318031,23,PTM-SEA,0.5645161290322581,3,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,-14.106584259414264,40,PTM-SEA,0.27419354838709675,2,AGC,PKG,PKG,PRKG1
PRKD1,-28.041538243197714,34,PTM-SEA,0.3870967741935484,2,CAMK,PKD,PKD,PRKD1
RPS6KA2,-75.21220904245979,14,PTM-SEA,0.7258064516129032,3,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-34.28914997251275,32,PTM-SEA,0.41935483870967744,2,AGC,RSK,RSK,RPS6KA1
MAPK14,0,45,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
