Kinase	Observed	SamplingAvg	SD	Z
PKCD	9	3.596	1.5642913743135822	3.4545993724291284
MLK	10	4.9355	1.7801472445014355	2.8449893769424732
AUR	7	3.0515	1.460450001576073	2.703618744728611
JNK	7	13.3095	2.4867250854940544	-2.537272831969059
DMPK	34	28.6075	2.271788780263488	2.373680179622404
CK1	6	11.35	2.3713522842099852	-2.25609667345666
PAKB	2	0.5875	0.629715825599536	2.2430752770985163
ERK	11	16.2425	2.6111497087299878	-2.0077362789550084
STE7	9	14.133	2.582372034130894	-1.9877073993048904
DAPK	10	6.5665	1.9996442279863835	1.7170554401357143
NDR	3	1.3775	0.9702909265993991	1.6721788852405464
PHK	31	26.89	2.462302066305608	1.6691696994620027
BUD32	1	0.271	0.4445872568061946	1.6397231113571642
VRK1	3	1.407	0.973562998709497	1.6362577482007794
PASK	1	0.2795	0.44886578199404165	1.6051568840896053
MELK	11	7.7555	2.129785844603146	1.523392602228777
BARK2	2	0.8455	0.760209648290968	1.5186600204238905
DYRK	11	14.8855	2.5800616483050414	-1.5059717672066326
CDK	24	27.6155	2.403236884654087	-1.5044293066101149
IKK	20	16.1135	2.635923328911133	1.474435905389352
NMO	1	3.0355	1.3990062041247673	-1.454961381871376
PKCA	36	33.4275	1.8693557701779908	1.3761425412108992
FRAY	8	5.504	1.8250066642788818	1.3676662386250789
P38	11	14.3765	2.582844031614341	-1.3072798661751188
PAKA	12	9.0875	2.2399447373123085	1.300255292679535
PKA	20	16.6205	2.666652445976756	1.2673192583078214
MSN	0	1.1405	0.9039736357699175	-1.2616518390258498
AKT	14	11.133	2.401498406682513	1.193837977165491
PRKDC	5	3.365	1.5106011909100925	1.0823505302646828
CHK1	2	3.626	1.5346992053250736	-1.0594910027698798
MAPKAPK	11	13.64	2.5699615466336434	-1.0272527242511078
CK2	1	2.241	1.2600447835010524	-0.9848856296614029
CAMK2	3	4.6445	1.7159813652901394	-0.9583437403598766
PKCH	6	4.395	1.6782083278293545	0.9563770917976292
GSK	4	5.8145	1.9133531326195519	-0.9483351343072707
TLK	0	0.563	0.6350059970647159	-0.8866057999490395
PKN	0	0.5525	0.6256512365007101	-0.8830798498699569
HAL	0	0.5535	0.6311393811664977	-0.8769853641156072
ATR	5	3.6265	1.5850091094181349	0.8665565338638457
GRK	2	3.2745	1.473171703310146	-0.8651401578894437
RAF	5	6.6675	1.9603227240919532	-0.8506252462958149
NAK	0	0.537	0.6339021343693196	-0.8471339200242176
STKR	1	1.948	1.1670376979747685	-0.8123130912095831
NUAK	1	0.5495	0.6306731517292901	0.7143161220114417
PDHK	19	17.153	2.698190340868816	0.6845328782124644
TTK	1	0.571	0.6443342170734423	0.6658035358552158
MOS	0	0.289	0.45341128227631006	-0.6373904031437017
CAMKK	0	0.286	0.4520023817155594	-0.6327400287460807
TAO	0	0.285	0.45152733966974207	-0.6311910153844855
SLK	0	0.282	0.45008586807888357	-0.6265471102295878
MARK	1	1.669	1.0700521042233768	-0.6252032002549515
WNK	0	0.281	0.44959989994996385	-0.625000139082043
RIPK	12	10.537	2.3622915168550436	0.6193139117511265
MLCK	2	1.385	0.9956257506300542	0.617701982507799
CLK	0	0.275	0.44662594793482874	-0.6157277723598088
NIK	0	0.275	0.44662594793482874	-0.6157277723598088
BRSK	0	0.2735	0.4458667385826029	-0.613411982399603
ULK	0	0.273	0.44561225874359794	-0.6126402374335986
KHS	0	0.27	0.4440704891114133	-0.608011580639531
STE11	2	2.7415	1.3662397503834252	-0.5427305125560161
MST	6	6.898	2.043938561312744	-0.4393478439113397
CAMK1	5	5.755	1.8632527620877726	-0.4052053566548981
COT	1	1.3795	0.973115217542767	-0.38998465254534104
SGK	8	7.2065	2.0743696041514186	0.38252585190796035
PEK	26	26.8365	2.446990320948452	-0.3418485119613281
QIK	19	19.673	2.650393044747481	-0.25392460236557823
PDK1	17	17.5335	2.6620332380494878	-0.20041072078833383
PLK	13	12.604	2.442573864500677	0.16212406337236931
AMPK	7	6.6725	2.048741667758677	0.1598542193747075
PKG	13	13.403	2.5537916763046633	-0.15780457103812848
NEK	6	5.744	1.8791566232774222	0.1362313267712154
PIM	20	19.678	2.665495907747207	0.12080303671227295
IRAK	4	3.8255	1.6097656421701128	0.10840087241814776
ATM	1	1.0735	0.8709058436445625	-0.08439488669913783
MTOR	7	6.857	2.000387906354151	0.07148613503699262
PKD	12	11.853	2.459352599283763	0.05977182777402924
LKB	3	3.079	1.4289086359683647	-0.055286949782105736
RSK	23	22.8835	2.61655325293844	0.04452422279927486
RAD53	9	9.0745	2.249328675348463	-0.033120993306351286
PKCI	3	3.0235	1.4120710755345074	-0.016642221774215198
