Kinase Score
PKCH 3.223264301347177
PAKB 2.8909696423310836
PKCD 2.502411778011341
CDK -2.2355834064328954
BRSK 2.0509093511578387
MAPKAPK -2.03565557988963
JNK -2.0116531224359075
PASK 2.008921223848064
BARK2 1.9849295820568587
IKK 1.9009335861876087
P38 -1.8993072669942188
MELK 1.788738504727535
GRK -1.7842952791315976
DYRK -1.6145990991738666
PKG 1.5629360730214665
ERK -1.5557228154651133
PKCI 1.386706453161228
STKR -1.3294169411220682
NDR -1.1901467278335052
PAKA 1.189730501713642
COT 1.1728999205229513
CHK1 -1.122899116713174
MTOR -1.0919087763661746
NEK 1.0573502185063863
PRKDC -1.0421959286747113
HAL 1.0229248964921571
MSN -1.0141126354104042
ATM -0.9732645238508717
AKT 0.9579644033428945
STE7 -0.9561393082310408
LKB -0.9468800391860314
NMO -0.9390429251689771
MLK 0.9203171530565057
PKA 0.9005100093365687
CAMK2 -0.8958149272200691
RIPK -0.7586009206432737
NAK -0.7387431425487685
DMPK 0.7349253135796927
RAD53 -0.7311500744578122
TTK -0.7304838214350203
RAF 0.7251868320269327
PKN -0.7093659234341414
CAMK1 -0.6990153683081488
PKD 0.6960476069378678
NUAK -0.6946077549466746
GSK -0.6931335588631625
TLK -0.6898920029692877
AUR 0.6536756239794953
PDK1 -0.6409055427116104
PKCA 0.6163983633397655
FRAY 0.6025816325196885
IRAK -0.5434512170727762
KHS -0.5193325997916453
NIK -0.506115862556844
CK1 -0.5060175436704266
SLK -0.5053365556993195
WNK -0.4975307085886971
CLK -0.4920517318659677
ULK -0.4842010091727924
QIK -0.4836362037405276
MOS -0.4834143039525054
BUD32 -0.4755296508151879
CAMKK -0.4715746394652675
TAO -0.4684041406994501
AMPK -0.4526099188897675
ATR -0.45179989865032427
SGK 0.41849180867045854
CK2 0.399099606476837
PIM 0.363807102072004
PLK 0.3523909181505091
PEK 0.3389259314512386
RSK -0.20797081889074764
MARK -0.1861904817460063
PDHK -0.16135823773657063
DAPK 0.13672998062579358
PHK -0.10336899919353892
MST -0.01906121647723862
MLCK -0.017721512950320935
VRK1 0.008428351429384055
STE11 0
