Kinase	Observed	SamplingAvg	SD	Z
JNK	5	11.887	2.466631941852753	-2.7920663326961503
STE7	6	12.662	2.483110734433672	-2.6829250534891735
CK1	5	10.2595	2.316860736392224	-2.2700976012006673
RAD53	13	8.2115	2.2354566386292523	2.1420679414011072
NMO	0	2.703	1.3808491489609185	-1.9574911582731487
PKCD	6	3.209	1.485066231134298	1.8793774590566414
PDK1	11	15.635	2.5867200390224183	-1.7918444710204025
PAKA	12	8.2025	2.181025489556013	1.7411534244714622
PHK	28	23.967	2.3183179892218355	1.7396233039427496
PASK	1	0.2485	0.4322512817624635	1.738572056827293
PEK	20	24.14	2.4008919469794003	-1.7243591512765075
GSK	2	5.1825	1.8474036375681546	-1.7226879579978043
BRSK	1	0.252	0.4342698413976888	1.7224313749086901
BUD32	1	0.2525	0.4345551392913703	1.720149947412771
BARK2	2	0.742	0.737365481919898	1.7060738953015702
PKCI	5	2.733	1.3815445460303961	1.6409170493371281
P38	9	12.86	2.4595578286261492	-1.56938777981736
CDK	21	24.726	2.3800748681898845	-1.5654969723005938
MELK	10	6.906	2.0364767660863223	1.5192905961534804
ERK	11	14.6925	2.5799751715749073	-1.4312153235745944
DYRK	10	13.364	2.4913063448022257	-1.3502956017506769
NDR	0	1.2285	0.9755837390075277	-1.259246080966629
AUR	1	2.715	1.4013410999607554	-1.2238276605517588
ATM	2	0.985	0.844471175223223	1.2019356370946592
MAPKAPK	15	12.1755	2.423558657900432	1.1654349651462164
CHK1	5	3.263	1.5063085615973144	1.1531501873414678
MTOR	4	6.216	1.943510384924185	-1.1402048670228457
STE11	1	2.458	1.3157133239332144	-1.1081441325238173
AMPK	8	5.938	1.9136318855769383	1.0775322127214297
PLK	9	11.495	2.4339139196948283	-1.025097880336224
PKD	13	10.6725	2.3879059440017105	0.9747033822025334
IRAK	2	3.475	1.5249713993660479	-0.9672312547062708
TTK	1	0.4565	0.585046057541389	0.9289866891574602
MLK	6	4.5095	1.6971593693470515	0.8782321960567795
CK2	1	2.0135	1.1785636411021951	-0.8599450760691827
PKA	17	14.864	2.4905030220120845	0.8576580639016125
NUAK	1	0.484	0.6024329528929885	0.856526850867101
HAL	0	0.5395	0.6329613495585789	-0.8523427226263374
SGK	8	6.426	1.9132052103965598	0.8227031744669715
VRK1	2	1.2305	0.9379816921600409	0.8203784854563089
NAK	0	0.497	0.6125182358874284	-0.8114044135844163
PKN	0	0.4835	0.6007563600179785	-0.8048187787567169
TLK	0	0.4785	0.603920615689701	-0.7923226787903808
PAKB	1	0.528	0.6216182145033246	0.7593085096084738
CAMK1	4	5.271	1.8445216534551805	-0.6890675409633426
STKR	1	1.744	1.1090892838359587	-0.6708206551475817
GRK	2	2.946	1.4446894350627373	-0.6548120149843271
DMPK	27	25.613	2.284259162170523	0.6071990529665036
SLK	0	0.265	0.44144358214624557	-0.6003032113675816
KHS	0	0.2645	0.44117691296606526	-0.5995327321680248
PDHK	14	15.4885	2.4831332476052674	-0.5994442712389715
MST	5	6.187	1.9942466020417027	-0.5952122464617735
PKCA	29	30.051	1.7885744321245411	-0.5876188215167417
RIPK	8	9.387	2.3677064887794907	-0.5857989605438694
ULK	0	0.2515	0.4339837796052754	-0.5795147464468574
NIK	0	0.251	0.43369695240255224	-0.578745132077905
QIK	19	17.547	2.513155183128818	0.5781576918744227
WNK	0	0.2505	0.43340935826989013	-0.5779755218022083
CLK	0	0.2465	0.4310808106755233	-0.5718185405045594
TAO	0	0.246	0.43078624443475105	-0.571048874419806
MOS	0	0.243	0.4290023560666717	-0.5664304555992581
CAMKK	0	0.238	0.42596563636246626	-0.5587305164623163
PIM	19	17.592	2.572322767891134	0.5473652130966135
FRAY	4	4.9735	1.8405139216392454	-0.528928354496203
ATR	4	3.2315	1.4815550116773637	0.5187117548405655
DAPK	5	5.9575	1.9350881202199832	-0.4948095076368666
NEK	6	5.199	1.8242979557944359	0.4390730129668894
AKT	11	9.995	2.3232894432072944	0.4325763210168946
MARK	1	1.4355	1.045651205336469	-0.41648687227388126
PKG	13	11.974	2.477174236120271	0.41418160460400727
MLCK	1	1.26	0.9570046650693413	-0.2716810162896764
COT	1	1.243	0.95676993282198	-0.2539795531442704
RSK	20	20.582	2.595697367262063	-0.22421720164315354
LKB	3	2.7335	1.4055125338257823	0.1896105467480902
IKK	14	14.435	2.57664404745274	-0.1688242504547882
CAMK2	4	4.2535	1.6427376672864602	-0.1543155703118084
PRKDC	3	2.961	1.4357958611437207	0.027162635758633317
RAF	6	6.0375	1.9626563020253802	-0.019106758509526704
MSN	1	0.992	0.8650492211877534	0.009248028671727639
PKCH	4	3.9885	1.6600438617131192	0.006927527799254751
