Kinase Score
P38 -3.749320045619012
DYRK -2.9892868153673136
PKCH 2.858247377067613
JNK -2.845029289056863
PAKA 2.5301050948988353
MSN 2.401590563879855
ERK -2.373922608305255
STKR -2.2269520322552068
PKG 2.190563786411397
RSK 2.1463965652251273
PKCD 2.109047414918032
PKA 1.9948735289126205
DMPK 1.9024122768872758
MELK 1.8673701678649361
PLK -1.8574095541177986
GRK -1.7876987829670392
MLCK 1.7813969459816954
NDR 1.7538393198932793
PDHK 1.7334417271365588
ATM -1.7100705387660513
PKN 1.708895514671819
NMO -1.6687523818558783
HAL 1.6669567892777517
CK1 -1.5546003055278357
PKCI 1.5513604263469043
AUR 1.4764076122844731
ATR -1.4703262136627577
CHK1 -1.4476818760431545
CDK -1.4376271524481261
PIM 1.4175612746915065
RAF -1.3713713339343616
PRKDC -1.2546323324539383
FRAY 1.2312529345431924
NAK -1.198269783951389
TTK -1.1969036239125175
PAKB -1.1916193656288825
BRSK 1.1906596893184196
NUAK -1.1869100576778933
TLK -1.1695750984785445
SLK 1.1545801946613832
TAO 1.1545801946613832
PASK 1.1487060207214739
PKD -1.120169665079659
IRAK -1.0443464818299482
VRK1 -1.0020843026335038
WNK -0.871884796628287
GSK -0.86726242915636
ULK -0.8595119950095038
NIK -0.8542474783839045
BUD32 -0.8533722317643181
COT 0.8521115950411585
BARK2 0.8513608661073057
CLK -0.8437846897993149
MOS -0.837721072759114
STE7 -0.8352162690402974
KHS -0.8256783535263097
CAMKK -0.8214038928011468
PDK1 -0.7628713694306043
MTOR -0.6923625744590706
MST 0.6753887339102256
PKCA 0.6284609277593204
QIK -0.5741980230601519
NEK 0.5639710064484973
MAPKAPK -0.5257287612935231
PEK 0.5119636140239162
RIPK 0.4325395684245075
MARK -0.40613489573834755
LKB -0.39748482588132283
CAMK1 -0.38061149582509113
AKT -0.26786746033958925
CK2 -0.2159317665484243
MLK 0.20420743485663054
PHK 0.14018601035207182
STE11 -0.10274011494487029
IKK -0.09296808541300292
RAD53 0.08880517729686552
SGK 0.05877888100315881
CAMK2 -0.03814320052262113
AMPK -0.03442205265182484
DAPK -0.024855200246585822
