Kinase Score
P38 -3.8462848018166946
STE7 -3.7366034380822897
DYRK -3.660235559838872
JNK -3.628706674117279
CK1 -3.5083307540949797
ERK -3.357369827344551
PLK -3.013485548179101
PAKA 2.6409040903629024
PKCI 2.6270227970064024
STKR -2.464392485059506
NMO -2.376263231616917
PKA 2.2701924452307884
STE11 -2.269530723544879
CDK -2.193561150699791
MST -2.1737570206210095
DMPK 2.128778548512592
PKG 2.1093172960222333
AUR 2.013054407655792
VRK1 -2.008592202241461
PIM 1.9407483435551822
PDK1 -1.8970866667089057
LKB -1.8277808323603046
RAD53 1.7897284428328042
AKT 1.6501143829318747
PKN 1.5899719069520386
RSK 1.5541105322786342
PKCH 1.544469943415585
PKD 1.486422644852354
GRK -1.3917237698311125
MARK -1.3810201338257346
PKCD 1.3384689660360916
PRKDC -1.2945440048462267
NAK -1.2766078130891867
TTK -1.2720757075976894
NUAK -1.262335008705854
HAL -1.2368646086209605
TLK -1.23501001389569
IKK -1.196750338951117
PASK 1.1857636777192644
BRSK 1.1821093409684216
WNK 1.1581232294190054
FRAY 1.1209150940754873
GSK -1.0553597887809576
NEK -1.0394585046724782
CAMK1 -1.039320187607126
ATR -1.0207373812811296
TAO -0.9311175679276247
SLK -0.9190190101186209
KHS -0.9052216836959348
ULK -0.9015708563757944
CLK -0.8897857258873236
MOS -0.8888841545929828
NIK -0.8825926302035836
CAMKK -0.8772266233263594
MTOR -0.8688672256354599
PKCA 0.8631587119007582
BUD32 -0.8577546593027376
PDHK 0.8477732984077907
PHK 0.8456233067347589
BARK2 0.8056446112801547
CAMK2 -0.7875211836676237
ATM -0.770620129996048
MSN -0.7233143124119411
QIK -0.7180798096938484
MELK 0.7113256469540425
DAPK -0.6984814532767079
RAF -0.6970555399959731
MLCK 0.695382243701731
IRAK -0.6717642508475423
AMPK -0.6712746867821012
RIPK -0.6035190851542764
PEK -0.5739837993582196
MAPKAPK -0.5614801993792833
MLK 0.5216791807288598
CHK1 -0.40267800397064746
CK2 -0.38982609502887056
SGK 0.24777883060170594
COT -0.19655670585470045
PAKB 0.1932000549651799
NDR -0.18245253052530538
